Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	Type	Pol
1965-SDAURP_CE_Oct23_GP.xml	2947	pourrait être implanté	pourrait	autre	
1965-SDAURP_CE_Oct23_GP.xml	2948	agrandir le palais de la Découverte	la nécessité	autre	
1965-SDAURP_CE_Oct23_GP.xml	2952	réserver les emplacements nécessaires	il est nécessaire	autre	
1965-SDAURP_CE_Oct23_GP.xml	2955	la belle réussite haussmannienne des égouts de Paris	la belle réussite haussmannienne	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	2965	construire des logements	soucieux à juste titre	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2965	construire des logements	à la chaîne	axiol	
1965-SDAURP_CE_Oct23_GP.xml	2971	construire pour 50.000 habitants exactement cinq fois les équipements nécessaires pour 10.000	n'est pas nécessaire	autre	
1965-SDAURP_CE_Oct23_GP.xml	2972	peuvent alors être prévus	peuvent	autre	
1965-SDAURP_CE_Oct23_GP.xml	2975	peuvent être réalisés	peuvent	autre	
1965-SDAURP_CE_Oct23_GP.xml	2977	réaliser tous les équipements souhaitables	Vouloir coûte que coûte	boul	
1965-SDAURP_CE_Oct23_GP.xml	2977	réaliser tous les équipements souhaitables	souhaitables	boul	
1965-SDAURP_CE_Oct23_GP.xml	2977	conduirait à constituer une juxtaposition d’installations	toujours, insuffisantes, de qualité médiocre	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2977	implantées	au hasard des possibilités foncières	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	2980	peuvent se faire la plupart des réalisations	peuvent	autre	
1965-SDAURP_CE_Oct23_GP.xml	2981	l'opération pourra être effectuée	pourra	autre	
1965-SDAURP_CE_Oct23_GP.xml	2983	doivent constituer, pour la plupart, l'un des éléments d'un regroupement plus vaste	doivent	autre	
1965-SDAURP_CE_Oct23_GP.xml	2983	peut constituer précisément l'un de ces centres urbains dont la banlieue est jusqu'à présent si démunie	peut	autre	
1965-SDAURP_CE_Oct23_GP.xml	3000	l'extension de l'agglomération	serait entravée ou retardée	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	3005	les improvisations	les improvisations	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	3005	le comblement précipité	précipité	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	3005	le comblement précipité	par à-coup des retards les plus criants	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	3014	un renouveau de beauté	beauté	axiol	pos
1965-SDAURP_CE_Oct23_GP.xml	3024	ce Paris dessiné	ne soit pas indigne du Paris d'hier	axiol	neg
1965-SDAURP_CE_Oct23_GP.xml	3025	va bâtir	n'être pas indignes	axiol	
2005-Reichen_CE_Oct23.xml	20	des territoires non stabilisés	non stabilisés	axiol	
2005-Reichen_CE_Oct23.xml	21	intervenir par l’action urbaine	la volonté	boul	
2005-Reichen_CE_Oct23.xml	22	naîtrait spontanément	spontanément	axiol	
2005-Reichen_CE_Oct23.xml	31	réutiliser un patrimoine	l’urgence	axiol	
2005-Reichen_CE_Oct23.xml	32	la reconversion	s’est ensuite banalisée	axiol	
2005-Reichen_CE_Oct23.xml	34	grands territoires en mutation	la réalité complexe	axiol	
2005-Reichen_CE_Oct23.xml	34	extension interne de la ville	un mouvement naturel	axiol	
2005-Reichen_CE_Oct23.xml	35	les ruptures territoriales	les ruptures	axiol	
2005-Reichen_CE_Oct23.xml	38	Transformer une grande filature	n’était pas une évidence	axiol	
2005-Reichen_CE_Oct23.xml	39	réappropriation de l’espace	une forme légitime	axiol	
2005-Reichen_CE_Oct23.xml	40	stabiliser et de valoriser un espace habité très particulier, celui des féodalités de l’industrie du XIXe siècle	ce projet avait pour autre vertu	axiol	pos
2005-Reichen_CE_Oct23.xml	40	stabiliser et de valoriser un espace habité très particulier, celui des féodalités de l’industrie du XIXe siècle	valoriser	axiol	pos
2005-Reichen_CE_Oct23.xml	41	production de la ville	un outil essentiel	axiol	pos
2005-Reichen_CE_Oct23.xml	53	valorisation urbaine	valorisation	axiol	pos
2005-Reichen_CE_Oct23.xml	82	embellissement	embellissement	axiol	pos
2005-Reichen_CE_Oct23.xml	85	embellissement	embellissement	axiol	pos
2005-Reichen_CE_Oct23.xml	85	a dénaturé un grand nombre de lieux simples	a dénaturé	axiol	neg
2005-Reichen_CE_Oct23.xml	98	cette ville nouvelle, claire et bien dessinée	claire et bien dessinée	axiol	pos
2005-Reichen_CE_Oct23.xml	98	une transformation mesurée qui est menée	mesurée	axiol	
2005-Reichen_CE_Oct23.xml	102	harmonisation urbaine	harmonisation	axiol	pos
2005-Reichen_CE_Oct23.xml	110	a laissé s’installer ces cités	J’ai toujours été étonné de l’enfermement physique, juridique, social et même conceptuel	axiol	neg
2005-Reichen_CE_Oct23.xml	112	le premier acte d’une ville hors les murs	Avec un peu de recul, on peut considérer ces quartiers	axiol	
2005-Reichen_CE_Oct23.xml	112	non comme une dégénérescence de la ville-centre	Avec un peu de recul, on peut considérer ces quartiers	axiol	
2005-Reichen_CE_Oct23.xml	112	non comme une dégénérescence de la ville-centre	une dégénérescence	axiol	neg
2005-Reichen_CE_Oct23.xml	116	réinstaller une pièce urbaine exemplaire	l’enjeu	axiol	
2005-Reichen_CE_Oct23.xml	118	Construites	dans l’urgence	axiol	
2005-Reichen_CE_Oct23.xml	123	finir la ville	en résistant à l’envie	axiol	
2005-Reichen_CE_Oct23.xml	124	L’obsolescence rapide des grands ensembles	L’obsolescence	axiol	neg
2005-Reichen_CE_Oct23.xml	124	L’obsolescence rapide des grands ensembles	devrait nous inciter à un peu de modestie	axiol	
2005-Reichen_CE_Oct23.xml	124	L’obsolescence rapide des grands ensembles	devrait nous inciter à un peu de modestie	autre	
2005-Reichen_CE_Oct23.xml	124	la permanence d’un cadre physique	la tentation	axiol	
2005-Reichen_CE_Oct23.xml	133	avons eu à concevoir	avons eu	autre	
2005-Reichen_CE_Oct23.xml	140	générer ensuite des développements contradictoires	capable	autre	
2005-Reichen_CE_Oct23.xml	140	générer ensuite des développements contradictoires	contradictoires	axiol	neg
2005-Reichen_CE_Oct23.xml	145	permet de composer un espace inédit	permet	autre	
2005-Reichen_CE_Oct23.xml	147	produire la ville	va fortement changer la façon	axiol	
2005-Reichen_CE_Oct23.xml	158	projet urbain	le temps long et laborieux	axiol	neg
2005-Reichen_CE_Oct23.xml	161	retrouve son lien	un acte symbolique	axiol	
2005-Reichen_CE_Oct23.xml	162	sa transformation	les tabous	axiol	
2005-Reichen_CE_Oct23.xml	166	construire une « fondation pour le futur »	J’ai donc fais l’hypothèse	axiol	
2005-Reichen_CE_Oct23.xml	167	sans pourtant pouvoir la concevoir entièrement	sans pourtant pouvoir	autre	
2005-Reichen_CE_Oct23.xml	168	Redessiner la mer	c’est ce que j’avais qualifié d’« archéologie du présent »	axiol	
2005-Reichen_CE_Oct23.xml	168	relier la côte à la ville	c’est ce que j’avais qualifié d’« archéologie du présent »	axiol	
2005-Reichen_CE_Oct23.xml	168	résorption des grandes infrastructures routières	c’est ce que j’avais qualifié d’« archéologie du présent »	axiol	
2005-Reichen_CE_Oct23.xml	168	un projet urbain	accueillant	axiol	pos
2005-Reichen_CE_Oct23.xml	181	extension par cercles radioconcentriques	abolir l’idée	axiol	
2005-Reichen_CE_Oct23.xml	184	lutte contre l’étalement urbain	lutte	axiol	
2005-Reichen_CE_Oct23.xml	230	peut se définir l’espace public	peut	autre	
1958-padog_CE_Oct23_GP.xml	2	croissance exceptionnellement rapide	exceptionnellement rapide	axiol	
1958-padog_CE_Oct23_GP.xml	2	croissance exceptionnellement rapide	sans organisation ni méthode	axiol	neg
1958-padog_CE_Oct23_GP.xml	3	se sont édifiés	dans un incroyable désordre	axiol	neg
1958-padog_CE_Oct23_GP.xml	4	l’embellissement de Paris	l’embellissement	axiol	pos
1958-padog_CE_Oct23_GP.xml	8	se prépara puis s’accomplit le renouveau de la France	le renouveau	axiol	
1958-padog_CE_Oct23_GP.xml	8	un immense effort de construction	un immense effort	axiol	
1958-padog_CE_Oct23_GP.xml	9	ont surgi	à un rythme jamais atteint	axiol	
1958-padog_CE_Oct23_GP.xml	11	doit évoluer le Paris futur	doit	autre	
1958-padog_CE_Oct23_GP.xml	13	l’organisation	rend désormais possible	autre	
1958-padog_CE_Oct23_GP.xml	13	la prévision	rend désormais possible	autre	
1958-padog_CE_Oct23_GP.xml	13	l’organisation	se doit de réserver	autre	
1958-padog_CE_Oct23_GP.xml	13	la prévision	se doit de réserver	autre	
1958-padog_CE_Oct23_GP.xml	17	Le développement extraordinaire de Paris et de sa Région	extraordinaire	axiol	pos
1958-padog_CE_Oct23_GP.xml	18	a grandi lentement	lentement		
1958-padog_CE_Oct23_GP.xml	18	garder un équilibre harmonieux entre les différentes parties de la ville	la préoccupation	axiol	
1958-padog_CE_Oct23_GP.xml	18	garder un équilibre harmonieux entre les différentes parties de la ville	harmonieux	axiol	pos
1958-padog_CE_Oct23_GP.xml	18	son embellissement et à son équipement	soin apporté	axiol	pos
1958-padog_CE_Oct23_GP.xml	18	son embellissement et à son équipement	son embellissement	axiol	pos
1958-padog_CE_Oct23_GP.xml	19	la croissance de PARIS	L’un des plus constants soucis	axiol	
1958-padog_CE_Oct23_GP.xml	21	en bâtissant les enceintes successives de Paris	cette volonté	boul	
1958-padog_CE_Oct23_GP.xml	25	la création de nouveaux quartiers	permettre	autre	
1958-padog_CE_Oct23_GP.xml	29	devront être matérialisées	devront	autre	
1958-padog_CE_Oct23_GP.xml	30	L’extension	sensible	axiol	
1958-padog_CE_Oct23_GP.xml	31	les changements qui pourraient y être faits	pourraient	autre	
1958-padog_CE_Oct23_GP.xml	31	l’embellissement de cette ville	l’embellissement	axiol	pos
1958-padog_CE_Oct23_GP.xml	32	l’accroissement continuel et de l’augmentation de « la grande ville	on se plaint	axiol	neg
1958-padog_CE_Oct23_GP.xml	33	l’embellissement et aux commodités de la ville	l’embellissement	axiol	pos
1958-padog_CE_Oct23_GP.xml	34	nouvel accroissement	on ne saurait y souffrir	axiol	neg
1958-padog_CE_Oct23_GP.xml	35	Un nouveau bornage	est imposé	axiol	
1958-padog_CE_Oct23_GP.xml	41	bouleverse les vieux quartiers de Paris	bouleverse	axiol	
1958-padog_CE_Oct23_GP.xml	42	un développement considérable de l’agglomération parisienne	susciter	axiol	
1958-padog_CE_Oct23_GP.xml	42	un développement considérable de l’agglomération parisienne	considérable	axiol	
1958-padog_CE_Oct23_GP.xml	45	réalisés	De qualité souvent douteuse	axiol	neg
1958-padog_CE_Oct23_GP.xml	45	réalisés	au hasard des spéculations	axiol	neg
1958-padog_CE_Oct23_GP.xml	46	un développement aussi anarchique qu’inesthétique et ruineux	anarchique	axiol	neg
1958-padog_CE_Oct23_GP.xml	46	un développement aussi anarchique qu’inesthétique et ruineux	inesthétique	axiol	neg
1958-padog_CE_Oct23_GP.xml	46	un développement aussi anarchique qu’inesthétique et ruineux	ruineux	axiol	neg
1958-padog_CE_Oct23_GP.xml	51	avoir délimité des périmètres d’agglomération	L’un de ses nombreux mérites	axiol	pos
1958-padog_CE_Oct23_GP.xml	51	avoir sauvegardé des espaces libres ou boisés	L’un de ses nombreux mérites	axiol	pos
1958-padog_CE_Oct23_GP.xml	55	problèmes d’aménagement urbain	problèmes	axiol	neg
1958-padog_CE_Oct23_GP.xml	55	des problèmes d’aménagement du territoire	problèmes	axiol	neg
1958-padog_CE_Oct23_GP.xml	60	L’aménagement de la Région Parisienne	un problème national	axiol	
1958-padog_CE_Oct23_GP.xml	64	L’organisation et l’aménagement de la Région Parisienne	des « affaires d’État »	axiol	
1958-padog_CE_Oct23_GP.xml	66	Les tâches multiples de construction et d’équipement	exigent	axiol	
1958-padog_CE_Oct23_GP.xml	66	être conçues et réalisées	dans l'ordre et l’harmonie	axiol	pos
1958-padog_CE_Oct23_GP.xml	67	ces tâches	particulièrement lourdes et complexes	axiol	neg
1958-padog_CE_Oct23_GP.xml	77	devront être concentrés, groupés ou créés les différents services publics	devront	autre	
1958-padog_CE_Oct23_GP.xml	81	l’urbanisation peut être poursuivie ou entreprise	peut	autre	
1958-padog_CE_Oct23_GP.xml	87	n’ayant nullement l’ambition de dessiner le PARIS de l’AN 2.000	n’ayant nullement l’ambition	axiol	
1958-padog_CE_Oct23_GP.xml	87	une volonté d’aménagement et d’organisation	une volonté	boul	
1958-padog_CE_Oct23_GP.xml	94	Le Devenir de PARIS	nécessite des options importantes	axiol	
1958-padog_CE_Oct23_GP.xml	133	les opérations	paraissent devoir être retenues	autre	
1958-padog_CE_Oct23_GP.xml	134	l’avenir de la Région	les possibilités plus vastes nécessaires	autre	
1958-padog_CE_Oct23_GP.xml	163	certaines opérations	bien que souhaitables	boul	
1958-padog_CE_Oct23_GP.xml	163	n’ont pu être étudiées et matérialisées	n’ont pu	autre	
1958-padog_CE_Oct23_GP.xml	163	puissent ainsi être réalisées	puissent	autre	
1958-padog_CE_Oct23_GP.xml	181	l’aménagement et l’organisation générale de l’agglomération parisienne et de sa Région	des problèmes	axiol	neg
1958-padog_CE_Oct23_GP.xml	181	n’a pu être réalisé	n’a pu	autre	
1958-padog_CE_Oct23_GP.xml	182	des propositions pour l’aménagement et l’organisation de la Région Parisienne	peuvent être établies	autre	
1958-padog_CE_Oct23_GP.xml	185	son accroissement particulièrement rapide	particulièrement rapide	axiol	
1958-padog_CE_Oct23_GP.xml	287	entraînera obligatoirement des localisations nouvelles	obligatoirement	axiol	
1958-padog_CE_Oct23_GP.xml	287	entraînera obligatoirement des localisations nouvelles	on doit tenir compte	axiol	
1958-padog_CE_Oct23_GP.xml	292	faut donc multiplier et aménager les diverses installations	faut donc	autre	
1958-padog_CE_Oct23_GP.xml	292	l’exploitation avisée des richesses touristiques (monuments, sites, forêts, parcs, plans d’eau, etc.)	avisée	axiol	pos
1958-padog_CE_Oct23_GP.xml	293	doit être conçue, dans un esprit nouveau, l’agglomération de demain	doit	autre	
1958-padog_CE_Oct23_GP.xml	293	doit être conçue, dans un esprit nouveau, l’agglomération de demain	dans un esprit nouveau	axiol	
1958-padog_CE_Oct23_GP.xml	293	l’agglomération de demain	elle sera obligatoirement très différente de celle d’aujourd’hui, encore faut-il l’orienter dès maintenant dans le bon sens		
1958-padog_CE_Oct23_GP.xml	298	se soit développé	sans idée directrice d’ensemble	axiol	
1958-padog_CE_Oct23_GP.xml	298	de très belles réalisations urbaines	belles	axiol	pos
1958-padog_CE_Oct23_GP.xml	298	de très belles réalisations urbaines	ne manquent pas de qualité, de charme ou de grandeur	axiol	pos
1958-padog_CE_Oct23_GP.xml	299	les réalisations d’Haussmann	même si certaines sont discutables	axiol	neg
1958-padog_CE_Oct23_GP.xml	299	les réalisations d’Haussmann	ont permis à PARIS de vivre jusqu’à présent	axiol	pos
1958-padog_CE_Oct23_GP.xml	300	aucune opération d’envergure	n’est venue clarifier un désordre évident	axiol	neg
1958-padog_CE_Oct23_GP.xml	300	s’y sont développées	au hasard, un hasard rarement heureux et l’on constate un manque général de qualité	axiol	neg
1958-padog_CE_Oct23_GP.xml	301	ont été gâchés	gâchés	axiol	neg
1958-padog_CE_Oct23_GP.xml	315	toute amélioration s’y réalise non par adjonctions, mais par une sorte de « curetage »	toute amélioration	axiol	pos
1958-padog_CE_Oct23_GP.xml	315	toute amélioration s’y réalise non par adjonctions, mais par une sorte de « curetage »	une sorte de « curetage »		
1958-padog_CE_Oct23_GP.xml	317	Cet assainissement des quartiers nobles	Cet assainissement	axiol	
1958-padog_CE_Oct23_GP.xml	317	Cet assainissement des quartiers nobles	doit leur conserver l’animation, l’exubérance même, qui marquent d’une façon si caractéristique l’ambiance de PARIS, et qui sont à l’origine de son rayonnement	axiol	pos
1958-padog_CE_Oct23_GP.xml	318	mise en valeur	mise en valeur	axiol	pos
1958-padog_CE_Oct23_GP.xml	318	interdisant des expansions administratives inconsidérées	inconsidérées	axiol	neg
1958-padog_CE_Oct23_GP.xml	324	leur permettent de se moderniser	permettent	autre	
1958-padog_CE_Oct23_GP.xml	325	leur densification	rend plus malaisée	axiol	neg
1958-padog_CE_Oct23_GP.xml	325	l’installation des services publics indispensables	rend plus malaisée	axiol	neg
1958-padog_CE_Oct23_GP.xml	329	dégager des surfaces au sol	doit permettre	autre	
1958-padog_CE_Oct23_GP.xml	332	Leur rénovation progressive	doit conduire à les aérer	autre	
1958-padog_CE_Oct23_GP.xml	350	des réalisations de qualité	de qualité	axiol	pos
1958-padog_CE_Oct23_GP.xml	350	construit	sans aucun ordre	axiol	neg
1958-padog_CE_Oct23_GP.xml	350	construit	au hasard d’initiatives dictées souvent par la spéculation	axiol	neg
1958-padog_CE_Oct23_GP.xml	351	un développement harmonieux	harmonieux	axiol	pos
1958-padog_CE_Oct23_GP.xml	363	se développer	n’ont pas trouvé la place convenable	axiol	neg
1958-padog_CE_Oct23_GP.xml	366	l’extension	La trop grande rapidité	axiol	neg
1958-padog_CE_Oct23_GP.xml	366	l’extension	contrarie	axiol	neg
1958-padog_CE_Oct23_GP.xml	366	une réalisation normale des équipements	contrarie	axiol	neg
1958-padog_CE_Oct23_GP.xml	366	une réalisation normale des équipements	normale	axiol	pos
1958-padog_CE_Oct23_GP.xml	375	doivent être rénovés	doivent	autre	
1958-padog_CE_Oct23_GP.xml	379	reconquérir et rénover les noyaux anciens de la banlieue	Il faut	autre	
1958-padog_CE_Oct23_GP.xml	379	créer des noyaux nouveaux	Il faut	autre	
1958-padog_CE_Oct23_GP.xml	380	faut les équiper	faut	autre	
1958-padog_CE_Oct23_GP.xml	391	son maintien	est nécessaire à la Capitale	autre	
1958-padog_CE_Oct23_GP.xml	413	le maintien	ne se justifient pas	axiol	neg
1958-padog_CE_Oct23_GP.xml	413	le développement	ne se justifient pas	axiol	neg
1958-padog_CE_Oct23_GP.xml	419	le maintien	ne serait pas jugé indispensable	axiol	
1958-padog_CE_Oct23_GP.xml	429	pourraient, avec beaucoup d’intérêt, être regroupées	pourraient	autre	
1958-padog_CE_Oct23_GP.xml	429	pourraient, avec beaucoup d’intérêt, être regroupées	avec beaucoup d’intérêt	axiol	pos
1958-padog_CE_Oct23_GP.xml	434	un développement considérable des nouvelles activités à caractère scientifique, principalement centres de recherches et laboratoires d’études de toute nature	considérable	axiol	
1958-padog_CE_Oct23_GP.xml	435	De telles créations ne pourraient-elles pas trouver place	ne pourraient-elles pas	autre	
1958-padog_CE_Oct23_GP.xml	438	doivent y être conservés, aménagés, voire complétés ou exaltés	doivent	autre	
1958-padog_CE_Oct23_GP.xml	438	doivent y être conservés, aménagés, voire complétés ou exaltés	exaltés	axiol	
1958-padog_CE_Oct23_GP.xml	439	peuvent être plus opportunément placés	peuvent	autre	
1958-padog_CE_Oct23_GP.xml	439	peuvent être plus opportunément placés	opportunément	axiol	
1958-padog_CE_Oct23_GP.xml	448	le développement très important du secteur tertiaire	très important	axiol	
1958-padog_CE_Oct23_GP.xml	448	le développement très important du secteur tertiaire	était freiné		
1958-padog_CE_Oct23_GP.xml	452	pourraient être avantageusement localisées	pourraient	autre	
1958-padog_CE_Oct23_GP.xml	452	pourraient être avantageusement localisées	avantageusement	axiol	pos
1958-padog_CE_Oct23_GP.xml	454	Le déplacement naturel des activités	naturel		
1958-padog_CE_Oct23_GP.xml	454	ce mouvement	pourraient sans doute orienter	autre	
1958-padog_CE_Oct23_GP.xml	459	supprimer cette activité industrielle intense	On ne peut songer	axiol	neg
1958-padog_CE_Oct23_GP.xml	459	supprimer cette activité industrielle intense	ce qui serait d’ailleurs irréalisable	axiol	neg
1958-padog_CE_Oct23_GP.xml	460	le déplacement des établissements industriels les plus gênants ou les plus insalubres	On peut, par contre, envisager	axiol	
1958-padog_CE_Oct23_GP.xml	461	une réinstallation	dans de meilleures conditions	axiol	pos
1958-padog_CE_Oct23_GP.xml	463	Les transformations ou extensions	peut être nécessaire d’apporter	autre	
1958-padog_CE_Oct23_GP.xml	463	peut raisonnablement être implanté	peut	autre	
1958-padog_CE_Oct23_GP.xml	463	peut raisonnablement être implanté	raisonnablement	axiol	
1958-padog_CE_Oct23_GP.xml	467	une rénovation et une restructuration de l'agglomération parisienne	indispensables	axiol	
1958-padog_CE_Oct23_GP.xml	468	cette restructuration	peut être entreprise	autre	
1958-padog_CE_Oct23_GP.xml	470	cette rénovation	nécessaire	autre	
1958-padog_CE_Oct23_GP.xml	470	cette rénovation	sera longue et délicate	axiol	
1958-padog_CE_Oct23_GP.xml	471	pouvait être menée rapidement	pouvait	autre	
1958-padog_CE_Oct23_GP.xml	471	pouvait être menée rapidement	rapidement	axiol	
1958-padog_CE_Oct23_GP.xml	474	devront être spécialement étudiés	devront	autre	
1958-padog_CE_Oct23_GP.xml	474	devront être spécialement étudiés	spécialement	axiol	
1958-padog_CE_Oct23_GP.xml	475	ces créations	doit permettre de remédier à certains des inconvénients	autre	
1958-padog_CE_Oct23_GP.xml	475	doivent être réalisés	doivent	autre	
1958-padog_CE_Oct23_GP.xml	476	judicieusement groupés	judicieusement	axiol	pos
1958-padog_CE_Oct23_GP.xml	476	l’installation et le développement d’éléments du secteur privé	permettre	autre	
1958-padog_CE_Oct23_GP.xml	477	noyaux urbains nouveaux	La réussite et l'efficacité	axiol	pos
1958-padog_CE_Oct23_GP.xml	478	grouper des programmes de logements importants	la facilité	axiol	pos
1958-padog_CE_Oct23_GP.xml	478	pourront-elles y être implantées	pourront-elles	autre	
1958-padog_CE_Oct23_GP.xml	479	réussir une véritable ville	réussir	axiol	pos
1958-padog_CE_Oct23_GP.xml	479	s’y développent	il est indispensable	autre	
1958-padog_CE_Oct23_GP.xml	480	la réussite de ces nouveaux centres urbains	la réussite	axiol	pos
1958-padog_CE_Oct23_GP.xml	482	la création de plusieurs de ces noyaux	judicieusement répartis	axiol	pos
1958-padog_CE_Oct23_GP.xml	487	puissent y trouver place les programmes de logements (à densité assez forte), les services publics prévus et ceux qui peuvent être envisagés, et les installations privées	puissent	autre	
1958-padog_CE_Oct23_GP.xml	487	doivent être non seulement disponibles mais aménagés	doivent	autre	
1958-padog_CE_Oct23_GP.xml	487	doivent être non seulement disponibles mais aménagés	pour les recevoir facilement	axiol	pos
1958-padog_CE_Oct23_GP.xml	491	puissent être aménagées	puissent	autre	
1958-padog_CE_Oct23_GP.xml	491	puissent être aménagées	sans dépenses exagérées	axiol	
1958-padog_CE_Oct23_GP.xml	496	Extension importante de villes existantes	importante	axiol	
1958-padog_CE_Oct23_GP.xml	501	aucune infrastructure nouvelle coûteuse	coûteuse	axiol	neg
1958-padog_CE_Oct23_GP.xml	501	aucune infrastructure nouvelle coûteuse	n’est nécessaire à ce titre	autre	
1958-padog_CE_Oct23_GP.xml	502	pourra, le cas échéant, être créé	pourra	autre	
1958-padog_CE_Oct23_GP.xml	505	construire des cités de 20 ou 30.000 habitants	On peut raisonnablement prétendre faire beaucoup mieux	axiol	pos
1958-padog_CE_Oct23_GP.xml	505	organiser	On peut raisonnablement prétendre faire beaucoup mieux	axiol	pos
1958-padog_CE_Oct23_GP.xml	505	leur apporter des activités indispensables	On peut raisonnablement prétendre faire beaucoup mieux	axiol	pos
1958-padog_CE_Oct23_GP.xml	508	de telles réalisations	n’apporteraient aucune amélioration à la situation actuelle de l’agglomération	axiol	neg
1958-padog_CE_Oct23_GP.xml	508	auraient tendance à se souder	auraient tendance	axiol	
1958-padog_CE_Oct23_GP.xml	532	croître	On peut les voir	autre	
1958-padog_CE_Oct23_GP.xml	533	cette évolution progressive	Bien conduite	axiol	pos
1958-padog_CE_Oct23_GP.xml	534	l’amorce	puissent être	autre	
1958-padog_CE_Oct23_GP.xml	537	ne pourrait pas être adapté aux nouveaux besoins	ne pourrait pas	autre	
1958-padog_CE_Oct23_GP.xml	537	faudrait en créer un autre	faudrait	autre	
1958-padog_CE_Oct23_GP.xml	540	une extension modérée	La meilleure solution	axiol	pos
1958-padog_CE_Oct23_GP.xml	540	une extension modérée	n’est-elle pas	axiol	
1958-padog_CE_Oct23_GP.xml	540	une extension modérée	modérée	axiol	
1958-padog_CE_Oct23_GP.xml	548	la construire	Il était rationnel	axiol	pos
1958-padog_CE_Oct23_GP.xml	548	la doter des équipements voulus	Il était rationnel	axiol	pos
1958-padog_CE_Oct23_GP.xml	549	une création relativement limitée	relativement limitée	axiol	
1958-padog_CE_Oct23_GP.xml	551	créer une ville	Mais dans quel but	axiol	
1958-padog_CE_Oct23_GP.xml	552	transporter des activités parisienne excédentaires	doit	autre	
1958-padog_CE_Oct23_GP.xml	553	pourrait y créer par exemple une Faculté	pourrait	autre	
1958-padog_CE_Oct23_GP.xml	561	construire les logements	il faudrait d’une manière synchrone	autre	
1958-padog_CE_Oct23_GP.xml	561	créer les services publics	il faudrait d’une manière synchrone	autre	
1958-padog_CE_Oct23_GP.xml	562	une amélioration à la structure de l’agglomération parisienne	on peut se demander en quoi elle apporterait	axiol	
1958-padog_CE_Oct23_GP.xml	562	une amélioration à la structure de l’agglomération parisienne	une amélioration	axiol	pos
1958-padog_CE_Oct23_GP.xml	568	un effort important et coordonné d’aménagement et d’équipement	un effort important et coordonné	axiol	
1958-padog_CE_Oct23_GP.xml	569	pourront y être installés	pourront	autre	
1958-padog_CE_Oct23_GP.xml	569	pourront s’y créer et s’y développer	pourront	autre	
1958-padog_CE_Oct23_GP.xml	569	seront conçus ou améliorés	améliorés	axiol	pos
1958-padog_CE_Oct23_GP.xml	573	bien composés	bien	axiol	pos
1958-padog_CE_Oct23_GP.xml	573	correctement construits et équipés	correctement	axiol	pos
1958-padog_CE_Oct23_GP.xml	575	une action volontaire et continue	volontaire	boul	
1958-padog_CE_Oct23_GP.xml	576	Les grandes opérations routières ou de transports ferrés	nécessaires en tout état de cause	autre	
1958-padog_CE_Oct23_GP.xml	591	réorganiser et de restructurer la banlieue	Le problème essentiel	axiol	neg
1958-padog_CE_Oct23_GP.xml	596	devraient être convenablement répartis	devraient	autre	
1958-padog_CE_Oct23_GP.xml	596	devraient être convenablement répartis	convenablement	axiol	pos
1958-padog_CE_Oct23_GP.xml	596	pouvoir être réalisés successivement dans le temps	pouvoir	autre	
1958-padog_CE_Oct23_GP.xml	599	pourront s’y placer	pourront	autre	
1958-padog_CE_Oct23_GP.xml	599	puisse réellement « démarrer »	puisse réellement « démarrer »	autre	
1958-padog_CE_Oct23_GP.xml	599	viendront facilement s’installer	facilement	axiol	pos
1958-padog_CE_Oct23_GP.xml	600	ne peut penser réaliser à la fois toutes ces intentions	ne peut	autre	
1958-padog_CE_Oct23_GP.xml	600	peut par contre les prévoir, les étudier, les préparer	peut	autre	
1958-padog_CE_Oct23_GP.xml	600	toutes réalisations de cette importance qui s’échelonneront	de cette importance	axiol	
1958-padog_CE_Oct23_GP.xml	601	une restructuration de l’agglomération	pourraient permettre	autre	
1958-padog_CE_Oct23_GP.xml	603	son prolongement éventuel	éventuel		
1958-padog_CE_Oct23_GP.xml	604	prolonger vers l’Ouest le grand axe de PARIS : Louvre, Concorde, Étoile	une volonté	boul	
1958-padog_CE_Oct23_GP.xml	607	la construction du Centre National des Industries et des Techniques	L’entreprise hardie	axiol	
1958-padog_CE_Oct23_GP.xml	609	construire un Palais des Congrès, un Théâtre populaire, un grand hôtel, un nouveau «Vélodrome d’Hiver»	pensent		
1958-padog_CE_Oct23_GP.xml	612	le prolongement éventuel de l’opération « DÉFENSE »	peuvent permettre	autre	
1958-padog_CE_Oct23_GP.xml	612	le prolongement éventuel de l’opération « DÉFENSE »	éventuel	autre	
1958-padog_CE_Oct23_GP.xml	617	recevoir un nouveau noyau urbain important	susceptibles		
1958-padog_CE_Oct23_GP.xml	618	la réalisation d’un ensemble particulièrement intéressant	il serait susceptible de permettre	autre	
1958-padog_CE_Oct23_GP.xml	618	la réalisation d’un ensemble particulièrement intéressant	particulièrement intéressant	axiol	pos
