Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	axe_temp	absolu	Type
1958-padog_CE_Oct23_GP.xml	4	n’ont ajouté à « la plus belle ville du monde » qu’une banlieue indifférenciée, sans style et sans âme	les cent dernières années	pas		dur
1958-padog_CE_Oct23_GP.xml	8	se prépara puis s’accomplit le renouveau de la France	Après dix années sombres			
1958-padog_CE_Oct23_GP.xml	11	doit évoluer le Paris futur	futur	fut		
1958-padog_CE_Oct23_GP.xml	18	devenir au cours des 80 dernières années cette agglomération géante	au cours des 80 dernières années	pas		dur
1958-padog_CE_Oct23_GP.xml	24	se sons basties	depuis vingt ans	pas		dur
1958-padog_CE_Oct23_GP.xml	24	se bastissent	encores de nouveau chaque jour	pres		dur
1958-padog_CE_Oct23_GP.xml	32	l’accroissement continuel et de l’augmentation de « la grande ville	A cette époque	pas		
1958-padog_CE_Oct23_GP.xml	37	l’extension des limites à l’intérieur desquelles on percevait l’impôt	En 1785	pas	oui	
1958-padog_CE_Oct23_GP.xml	42	est intégrée	en 1859	pas	oui	
1958-padog_CE_Oct23_GP.xml	43	s’accroîtra	En moins de 80 ans	pas		dur
1958-padog_CE_Oct23_GP.xml	52	La démolition des anciennes fortifications de la Capitale	achevée en 1930	pas	oui	
1958-padog_CE_Oct23_GP.xml	133	les opérations	au cours des prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	134	l’avenir de la Région	l’avenir	fut		
1958-padog_CE_Oct23_GP.xml	163	certaines opérations	à long terme			dur
1958-padog_CE_Oct23_GP.xml	163	n’ont pu être étudiées et matérialisées	dès à présent	pres		
1958-padog_CE_Oct23_GP.xml	163	puissent ainsi être réalisées	le moment venu			
1958-padog_CE_Oct23_GP.xml	174	La concentration industrielle	à partir du XIXe siècle	pas		dur
1958-padog_CE_Oct23_GP.xml	185	son accroissement particulièrement rapide	depuis la fin du XIXe siècle	pas		dur
1958-padog_CE_Oct23_GP.xml	191	nouveaux groupes d'habitation terminés	depuis cette date	pas		dur
1958-padog_CE_Oct23_GP.xml	293	l’agglomération de demain	demain	fut		
1958-padog_CE_Oct23_GP.xml	298	se soit développé	au cours des siècles	pas		dur
1958-padog_CE_Oct23_GP.xml	299	Des tracés importants apparus	sous Napoléon Ier	pas		
1958-padog_CE_Oct23_GP.xml	350	réalisations	au cours des derniers siècles	pas		dur
1958-padog_CE_Oct23_GP.xml	416	675 opérations de décentralisation	1er octobre 1950 au 1er juin 1960	pas	oui	dur
1958-padog_CE_Oct23_GP.xml	434	un développement considérable des nouvelles activités à caractère scientifique, principalement centres de recherches et laboratoires d’études de toute nature	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GP.xml	435	De telles créations ne pourraient-elles pas trouver place	à l’avenir	fut		
1958-padog_CE_Oct23_GP.xml	444	prévoir les nouveaux établissements universitaires indispensables	au cours des prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	448	le développement très important du secteur tertiaire	au cours de ces dernières années	pas		dur
1958-padog_CE_Oct23_GP.xml	475	doivent être réalisés	dans les prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	478	pourront-elles y être implantées	simultanément			
1958-padog_CE_Oct23_GP.xml	479	s’y développent	spontanément			
1958-padog_CE_Oct23_GP.xml	596	pouvoir être réalisés successivement dans le temps	successivement dans le temps	fut		iter
1958-padog_CE_Oct23_GP.xml	600	toutes réalisations de cette importance qui s’échelonneront	suivant une période plus ou moins longue	fut		dur
1958-padog_CE_Oct23_GP.xml	606	son développement	jusqu’à présent	pas		dur
1958-padog_CE_Oct23_GP.xml	620	un transfert de ces installations aéronautiques	dans l’avenir	fut		
1958-padog_CE_Oct23_GP.xml	640	le futur Parc de La Courneuve	futur	fut		
1958-padog_CE_Oct23_GP.xml	655	certains ensembles réalisés	Au cours des dernières années	pas		dur
1958-padog_CE_Oct23_GP.xml	684	la construction dans PARIS même de grands édifices publics	au cours des dernières années	pas		dur
1958-padog_CE_Oct23_GP.xml	685	les possibilités d’avenir de cette Région	avenir	fut		
1958-padog_CE_Oct23_GP.xml	728	l’évolution future de la Région Parisienne	future	fut		
1958-padog_CE_Oct23_GP.xml	740	la cadence actuelle de destruction	actuelle	pres		dur
1958-padog_CE_Oct23_GP.xml	744	pourrait être réalisé	dans un délai de 15 ans	pas		dur
1958-padog_CE_Oct23_GP.xml	746	le remplacement	dans les plus brefs délais	pas		
1958-padog_CE_Oct23_GP.xml	747	un étalement	sur une période de 15 ans	pas		fut
1958-padog_CE_Oct23_GP.xml	754	les 427.000 logements neufs réalisés	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GP.xml	755	les 60.000 logements insalubres et les 160.000 logements vétustes supposés reconstruits	assez rapidement	pas		
1958-padog_CE_Oct23_GP.xml	786	l’effort considérable de construction	depuis quelques années	pas		dur
1958-padog_CE_Oct23_GP.xml	787	69.000 logements terminés	en 1957	pas	oui	
1958-padog_CE_Oct23_GP.xml	793	un volume de construction de 60.000 logements par an à soutenir	pendant 10 ans			dur
1958-padog_CE_Oct23_GP.xml	799	la rénovation de l’habitat parisien	dans les prochaines années	pas		dur
1958-padog_CE_Oct23_GP.xml	822	ces opérations	dans les prochaines années	pas		dur
1958-padog_CE_Oct23_GP.xml	843	tous les terrains qui sont ainsi susceptibles d’être urbanisés	dans les prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	897	les concentrations réalisées	à la fin du XIXe siècle	pas	oui	dur
1958-padog_CE_Oct23_GP.xml	1005	La réalisation de cette prévision	la deuxième moitié du XXe siècle	fut	oui	dur
1958-padog_CE_Oct23_GP.xml	1024	Aucune transformation importante	depuis les grandes opérations de voirie réalisée par HAUSSMANN ou ses successeurs	pas		
1958-padog_CE_Oct23_GP.xml	1026	l’autoroute de l’Ouest mise en service	depuis la guerre	pas		
1958-padog_CE_Oct23_GP.xml	1076	devant être dans l’avenir le grand terrain d’aviation de la Région Parisienne	dans l’avenir	fut		
1958-padog_CE_Oct23_GP.xml	1077	un certain nombre d’opérations	depuis plusieurs années	pas		dur
1958-padog_CE_Oct23_GP.xml	1083	remplacer ultérieurement l’aéroport du BOURGET	ultérieurement	fut		
1958-padog_CE_Oct23_GP.xml	1085	L’avenir de cet aérodrome	L’avenir	fut		
1958-padog_CE_Oct23_GP.xml	1097	centres d’activité, actuels ou futurs	futurs	fut		
1958-padog_CE_Oct23_GP.xml	1120	l’évolution future de la Région Parisienne	future	fut		
1958-padog_CE_Oct23_GP.xml	1144	la voie des réalisations	sur une période qui ne devrait pas excéder 5 ans	fut		dur
1958-padog_CE_Oct23_GP.xml	1179	Les Halles Centrales construites	il y a 100 ans	pas	oui	
1958-padog_CE_Oct23_GP.xml	1210	étudié depuis de longues années	actuellement	pres		dur
1958-padog_CE_Oct23_GP.xml	1311	un futur stade de 100.000 places	futur	fut		
1958-padog_CE_Oct23_GP.xml	1317	son prolongement	ultérieurement	fut		
1958-padog_CE_Oct23_GP.xml	1351	la poursuite des travaux en cours	en cours	pres		dur
1958-padog_CE_Oct23_GP.xml	1377	Les centrales thermiques et les couloirs de lignes à très hautes tension, existants ou projetés	à ce jour	pres		
1958-padog_CE_Oct23_GP.xml	1410	un futur parc olympique	futur	fut		
1958-padog_CE_Oct23_GP.xml	1471	une action coordonnée dans les prochaines années des différentes initiatives publiques ou privées	dans les prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	1514	des opérations	dans un délai pouvant atteindre ou même dépasser 10 ans	fut		dur
1958-padog_CE_Oct23_GP.xml	1576	construction de logements	pour les 10 prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	1582	devraient pouvoir être réservés et acquis	dès maintenant	pres		
1958-padog_CE_Oct23_GP.xml	1594	monuments légués	par les siècles passés	pas		dur
1958-padog_CE_Oct23_GP.xml	1597	d’autres grandes opérations d’urbanisme	Demain	fut		
1958-padog_CE_Oct23_GP.xml	1645	l’industrialisation de la banlieue	le dernier tiers du XIXe siècle et	pas	oui	dur
1958-padog_CE_Oct23_GP.xml	1655	l’extension tentaculaire limitée volontairement par les «périmètres d’agglomération», approuvés en 1939, a été effectivement arrêtée	Depuis 1950	pas	oui	dur
1958-padog_CE_Oct23_GP.xml	1840	implantations récentes d’importants groupes d’habitations	récentes	pas		
1958-padog_CE_Oct23_GP.xml	2013	675 opérations de décentralisation	pendant la période du 1er Octobre 1950 au 1er Juin 1960	pas+pres+fut	oui	dur
1958-padog_CE_Oct23_GP.xml	2036	peuvent être réalisées	après exploitation de gisements de sable			
1958-padog_CE_Oct23_GP.xml	2036	peuvent être réaménagés	après enlèvement du sable			
1958-padog_CE_Oct23_GP.xml	2043	Le développement des industries secondaires s’est poursuivi	depuis la fin du XIXe siècle	pas	oui	dur
1958-padog_CE_Oct23_GP.xml	2057	s’est développée	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GP.xml	2269	premières réalisations de zones d’activités	au fur et à mesure	fut		dur
1958-padog_CE_Oct23_GP.xml	2274	pourront être adaptées suivant l’évolution générale du problème des activités dans les prochaines années et étendues	dans les prochaines années	pas		dur
1958-padog_CE_Oct23_GP.xml	2310	ce développement déjà particulièrement sensible	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GP.xml	2323	Grands magasins, services administratifs, bureaux d’études ou de recherches, centres universitaires et culturels de tous ordres, théâtres, installations sportives, etc.appelés à se développer	au cours des années à venir	pas		dur
1958-padog_CE_Oct23_GP.xml	2427	aient été construits	depuis la Libération	pas		dur
2009-Ascher_CE_Oct23.xml	36	Les actions urbaines	dans des durées longues			dur
2009-Ascher_CE_Oct23.xml	457	n’est-il pas obligé d’anticiper le futur	le futur	fut		
2009-Ascher_CE_Oct23.xml	470	les actions à venir	à venir	fut		
2009-Ascher_CE_Oct23.xml	472	la ville de demain	demain	fut		
2009-Ascher_CE_Oct23.xml	474	dessiner la ville de demain	demain	fut		
2009-Ascher_CE_Oct23.xml	476	la ville de demain	demain	fut		
2009-Ascher_CE_Oct23.xml	478	une idée du futur	futur	fut		
2009-Ascher_CE_Oct23.xml	479	sa ville de demain	demain	fut		
2009-Ascher_CE_Oct23.xml	500	va « prendre »	demain	fut		
2009-Ascher_CE_Oct23.xml	581	l’avenir de la partie centrale de Paris	l’avenir	fut		
2009-Ascher_CE_Oct23.xml	581	l’avenir de la région tout entière	l’avenir	fut		
2009-Ascher_CE_Oct23.xml	598	l’avenir d’une ville	à vingt ans	fut		
2009-Ascher_CE_Oct23.xml	639	ces futurs pôles	futurs	fut		
2009-Ascher_CE_Oct23.xml	699	ont augmenté	pendant de nombreuses années	pas		dur
2009-Ascher_CE_Oct23.xml	726	une vision de l’avenir	l’avenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	7	l'avenir du Paris métropolitain	l'avenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	7	le grand Paris	à l'horizon de vingt, trente voire quarante ans	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	23	l'avenir de la métropole du XXIe siècle	l'avenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	23	l'avenir de l'agglomération parisienne	l'avenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	26	l'avenir dudit « Grand Paris»	l'avenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	35	stratégies d'aménagement de l'espace	sur le long terme	fut		dur
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	45	apparaissent	au XIXe siècle	pas		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	73	ce territoire en devenir	en devenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	73	cette métropole à venir	à venir	fut		
2021-TVK_VF_CE_Aout23.xml	12	naissance du Périphérique	en 1973	pas	oui	
2021-TVK_VF_CE_Aout23.xml	45	Nos récents projets urbains	récents	pas		
2021-TVK_VF_CE_Aout23.xml	57	un chantier	pour une livraison en 2013	pas	oui	
2021-TVK_VF_CE_Aout23.xml	81	futures gares	futures	fut		
2021-TVK_VF_CE_Aout23.xml	85	FUTUR MÉTRO DU GRAND PARIS EXPRESS	FUTUR	fut		
2021-TVK_VF_CE_Aout23.xml	98	fabriquées	au fil du temps	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	9	sans cesse grandissantes	depuis un siècle	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	10	tombaient les fortifications de Thiers	en 1925	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	20	vinrent suspendre pendant plus de dix années toute possibilité de réalisation notable en matière d'urbanisme	pendant plus de dix années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	37	l'avenir de la région parisienne	l'avenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	40	l'avenirl'avenir de la région parisienne	l'avenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	46	"Devenir de Paris"	Devenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	77	Préparer la région de Paris à son avenir	son avenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	108	la fin de la décentralisation entreprise	il y a une dizaine d'années	pas		
1965-SDAURP_CE_Oct23_GPU.xml	133	La croissance de Paris	entre 1985 et 2000	fut	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	155	auraient en moyenne plus que doublé	De 1962 à 2000	fut	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	161	CROISSANCE DES MÉTROPOLES D’ÉQUILIBRE	1954- 1962	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	199	un triplement	en trente-cinq ans	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	212	CROISSANCE DES AGGLOMÉRATIONS IMPORTANTES DU BASSIN PARISIEN	1954-1962	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	221	CROISSANCE DES AGGLOMÉRATIONS MOYENNES DU BASSIN PARISIEN	1954- 1962	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	280	leur essor	des années récentes	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	280	vont tripler	en moins de quarante ans	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	281	auront d'ici là préparé leur ville, ou plutôt leur agglomération et dans certains cas leur région urbaine toute entière	d'ici là	fut		
1965-SDAURP_CE_Oct23_GPU.xml	313	les usines et les bureaux construits	aujourd'hui	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	314	bâtiments construits	avant 1880	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	314	existent encore	aujourd'hui	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	338	seront construits	d'ici la fin du siècle	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	338	seraient reconstruits	d'ici la fin du siècle	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	435	l'avenir de l'agglomération	l'avenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	441	peut être réalisé aisément et à coût normal	aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GPU.xml	452	les poussées de la ville	depuis 1840	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	478	Tracer le schéma directeur du Paris de demain	demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	479	ont déjà étendue	depuis Haussmann	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	479	successivement franchies	depuis Haussmann	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	479	a toujours grandi	toujours	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	507	en formeront huit	demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	571	ont été construits	depuis la fin de la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	573	construits	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	575	Les constructions n'ont en effet repris	qu'à partir de ce moment	pas		
1965-SDAURP_CE_Oct23_GPU.xml	575	13.000 logements terminés	en 1953	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	577	aura construit, depuis 1953, plus d'un million de logements	depuis 1953	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	578	aura bâti un autre Paris	en quinze ans			dur
1965-SDAURP_CE_Oct23_GPU.xml	599	se colmatent	Progressivement			dur
1965-SDAURP_CE_Oct23_GPU.xml	602	Les constructions réalisées	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	603	l'agrandissement	tout au long des siècles	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	604	le comblement des espaces interstitiels	enfin			
1965-SDAURP_CE_Oct23_GPU.xml	606	demeurent libres	pour le moment	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	607	deux ou trois zones déjà construites	déjà	pas		
1965-SDAURP_CE_Oct23_GPU.xml	608	le rythme de construction à soutenir	pendant de nombreuses années	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	617	n'est guère possible de conserver longtemps des terres agricoles presqu'enclavées dans la ville	longtemps			dur
1965-SDAURP_CE_Oct23_GPU.xml	647	50.000 logements à détruire	en 1965	futur	oui	
1965-SDAURP_CE_Oct23_GPU.xml	649	90 opérations d'importance fort variable étaient en cours	au 1er janvier 1965		oui	
1965-SDAURP_CE_Oct23_GPU.xml	663	Un doublement de cette cadence	au terme des cinq années à venir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	667	réserver en temps voulu les parcelles de terrains	en temps voulu			
1965-SDAURP_CE_Oct23_GPU.xml	667	la réalisation ultérieure de ces équipements	ultérieure	fut		
1965-SDAURP_CE_Oct23_GPU.xml	705	Les grands ensembles construits	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	705	ont submergé les environs, boisés ou cultivés	au cours des années qui ont suivi la première guerre mondiale	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	707	ont été - à raison de 20 logements à l'hectare en moyenne - couverts de pavillons	En dix années environ	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	714	la zone construite	à l'époque	pas		
1965-SDAURP_CE_Oct23_GPU.xml	727	GROUPES DE LOGEMENTS CONSTRUITS	DE 1939 A 1964	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	730	GROUPES DE LOGEMENTS CONSTRUITS	DE 1939 A 1964	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	759	s'implantent	encore trop souvent	pres		
1965-SDAURP_CE_Oct23_GPU.xml	769	une stagnation	de plusieurs décennies	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	769	a fait démarrer de grands travaux d'équipement public	dès 1960	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	785	IMPLANTATION RÉCENTE D'ACTIVITÉS ET DE GRANDS ÉQUIPEMENTS	RÉCENTE	pas		
1965-SDAURP_CE_Oct23_GPU.xml	786	IMPLANTATION RÉCENTE D'ACTIVITÉS ET DE GRANDS ÉQUIPEMENTS	RÉCENTE	pas		
1965-SDAURP_CE_Oct23_GPU.xml	795	sont à localiser	chaque année	fut		iter
1965-SDAURP_CE_Oct23_GPU.xml	795	plus de 1.200.000 logements en dix ans, soit l'équivalent d'une autre ville de Paris à construire	en dix ans	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	807	ses extensions	à venir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	816	L'urbanisme pratiqué	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	830	s'accroît	tous les trois ans			iter
1965-SDAURP_CE_Oct23_GPU.xml	833	l'enceinte dite des Fermiers Généraux construite	peu avant la Révolution	pas		
1965-SDAURP_CE_Oct23_GPU.xml	833	fit annexer	1860	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	842	des progrès	il y a un demi-siècle	pas		
1965-SDAURP_CE_Oct23_GPU.xml	854	120.000 logements à construire	chaque année			iter
1965-SDAURP_CE_Oct23_GPU.xml	879	ne peuvent plus, faute de place, être localisés	aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GPU.xml	926	leur construction	plus tard	fut		
1965-SDAURP_CE_Oct23_GPU.xml	931	80.000 à 100.000 logements construits	chaque année			iter
1965-SDAURP_CE_Oct23_GPU.xml	931	formeraient chaque année une ville de plus de 300.000 habitants, aussi grande que Toulouse et son agglomération	chaque année			iter
1965-SDAURP_CE_Oct23_GPU.xml	944	a été entrepris récemment une opération de rénovation totale	récemment	pas		
1965-SDAURP_CE_Oct23_GPU.xml	951	se sont créés	depuis le fond de l'histoire de Paris jusqu'à aujourd'hui	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	953	se construiront	dans les prochaines années	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	954	l'urbanisation	à venir	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	963	la croissance passée	passée	pas		
1965-SDAURP_CE_Oct23_GPU.xml	983	un grand dynamisme	depuis quelques années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	986	va sans cesse se rapprocher	sans cesse	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	993	se rejoindraient	à terme	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1000	Les new-towns réalisées	peu après 1950	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1019	un phénomène qui s'accomplira	en plusieurs années	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	1030	seront urbanisées	au cours des décennies à venir	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	1040	aient été créées	dès l'origine	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1061	ont été réalisées	les plus récentes	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1075	a doté Paris intra-muros	il y a un siècle	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1075	l'agglomération de demain	demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1091	l'extension de la ville	maintenant	pres		
1965-SDAURP_CE_Oct23_GPU.xml	1126	reformeront chaque jour, chaque semaine, et la trame et la chaîne	chaque semaine			iter
1965-SDAURP_CE_Oct23_GPU.xml	1126	une image vivante et constamment renouvelée	constamment			iter
1965-SDAURP_CE_Oct23_GPU.xml	1130	se forme	quotidiennement	pres		iter
1965-SDAURP_CE_Oct23_GPU.xml	1159	les développements	à venir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1165	le futur aéroport Nord	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1190	la mise en service complète	pour 1970	fut	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1192	la poussée des constructions	jusqu'à une époque récente	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1218	la zone actuellement construite	actuellement	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1220	peuvent être conservés	aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GPU.xml	1220	îlots de verdure sans cesse grignotés	sans cesse			dur
1965-SDAURP_CE_Oct23_GPU.xml	1249	Cette industrialisation	date du xixe siècle	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1250	se transforment	Aujourd'hui	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1253	de vastes lotissements créés	entre les deux guerres	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1254	attend sa réalisation	depuis près de quarante ans	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1272	le futur aérodrome	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1274	sera à terme, renforcé	à terme	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1285	doubler	ultérieurement	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1304	la future région urbaine de Paris	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1334	des constructions récentes	récentes	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1337	la croissance	des 15 dernières années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1339	les plus grandes opérations de construction de toute la zone ont été réalisées	depuis 1950	pas	oui/non	dur
1965-SDAURP_CE_Oct23_GPU.xml	1353	des extensions récentes	récentes	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1361	verra sa croissance se stabiliser	dans l'avenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1366	les développements récents	récents	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1367	une phase de mise en ordre et d'équipement	maintenant	pres		
1965-SDAURP_CE_Oct23_GPU.xml	1372	le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	actuel	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1373	Ce dynamisme	depuis ces dernières années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1403	la dispersion	à terme	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1407	les développements futurs de la rive gauche de Seine en aval de Paris	futurs	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1418	un développement rapide	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1425	est actuellement peu urbanisée	actuellement	pres		
1965-SDAURP_CE_Oct23_GPU.xml	1444	L'extension de l'agglomération de Mantes	dans les prochaines années	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	1444	futur ensemble de loisir	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1447	zones industrielles établies	au fur et à mesure de la disparition progressive des champs d'épandage	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1459	les ensembles d'immeubles collectifs construits	depuis dix ans	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1461	a depuis longtemps accueilli des habitations de qualité	depuis longtemps	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1462	ont été livrés à l'habitat	depuis 15 ans	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1464	la future région urbaine	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1482	urbanisation	ancienne	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1484	a été peu construit	jusqu'à la dernière guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1485	la construction d'immeubles collectifs s'est développée	depuis quinze ans	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1488	se sont développées	depuis 1920	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	1490	développement récent	récent	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1510	se constituera	peu à peu	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	1526	disparaissent	peu à peu	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1532	recommencent même à se développer	depuis quelques années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1545	pourront être désaffectés	à terme	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1570	le dynamisme renaît	depuis 15 ans	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1587	se sont relativement peu développées	jusqu'à ces dernières années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1587	leur expansion	au cours du xixe siècle	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	1589	un renouveau de vitalité	Depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1592	le développement futur de ces villes	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1597	une nouvelle étape de l'antique Lutèce	pour la fin du xxe siècle	fut	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1624	les projets en cours de voies nouvelles	en cours	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1635	est en surface vingt fois plus grande	Trois siècles et demi plus tard	pres		
1965-SDAURP_CE_Oct23_GPU.xml	1661	l'opération actuelle de la Défense	actuelle	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1668	a été doublée	Au xixe siècle	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1668	redoublée	au début du xxe siècle	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1673	les travaux	jusqu'à leur terme	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1690	demain occupera plus de 2.000 km2	demain	fut		
