Nom_fichier	Numero_Phrase	Dynamique	Segment_Annoté
1958-padog_CE_Oct23_GPU.xml	86	une volonté d’aménagement et d’organisation	le présent projet de Plan
1958-padog_CE_Oct23_GPU.xml	86	n’ayant nullement l’ambition de dessiner le PARIS de l’AN 2.000	un document administratif de base
1958-padog_CE_Oct23_GPU.xml	86	une volonté d’aménagement et d’organisation	un document administratif de base
1958-padog_CE_Oct23_GPU.xml	132	les opérations	Le plan
1958-padog_CE_Oct23_GPU.xml	184	La centralisation ferroviaire et routière	une politique de plus en plus affirmée
1958-padog_CE_Oct23_GPU.xml	390	conservent ou apportent à cette zone rurale particulièrement sensible une activité propre	des dispositions générales d’aménagement
1958-padog_CE_Oct23_GPU.xml	419	mettre en pratique ce plan de décentralisation	ce plan de décentralisation
1958-padog_CE_Oct23_GPU.xml	423	toute construction d'immeuble privé	L'un de ces décrets
1958-padog_CE_Oct23_GPU.xml	575	Les grandes opérations routières ou de transports ferrés	le Plan
1958-padog_CE_Oct23_GPU.xml	649	la sauvegarde	le Plan d’Aménagement
1958-padog_CE_Oct23_GPU.xml	721	Une stabilisation de la Région Parisienne	une politique nationale d’aménagement du territoire
1958-padog_CE_Oct23_GPU.xml	727	l’évolution future de la Région Parisienne	un plan d’aménagement et d’organisation générale de cette Région
1958-padog_CE_Oct23_GPU.xml	727	leurs localisations souhaitables	un plan d’aménagement et d’organisation générale de cette Région
1958-padog_CE_Oct23_GPU.xml	743	pourrait être réalisé	un tel programme
1958-padog_CE_Oct23_GPU.xml	821	ces opérations	Le Plan d’Aménagement de la Région Parisienne
1958-padog_CE_Oct23_GPU.xml	836	poursuivre la réalisation nécessairement fractionnée	un plan d’urbanisme de détail
1958-padog_CE_Oct23_GPU.xml	843	les zones à urbaniser	Les textes récents
1958-padog_CE_Oct23_GPU.xml	1134	doivent réserver des terrains pour ces établissements	les propositions du Plan
1958-padog_CE_Oct23_GPU.xml	1139	la restructuration et la réorganisation de la banlieue parisienne	Les propositions
1958-padog_CE_Oct23_GPU.xml	1189	pourra alors être réaménagé	des études de détail, dont le principe figure au Plan Directeur d'Urbanisme de PARIS
1958-padog_CE_Oct23_GPU.xml	1252	l’organisation de la région	le présent rapport
1958-padog_CE_Oct23_GPU.xml	1290	L’aménagement de ces zones	plans de détail
1958-padog_CE_Oct23_GPU.xml	1295	Les zones nouvelles prévues	Plan
1958-padog_CE_Oct23_GPU.xml	1318	le réseau routier principal à conserver, à aménager ou à créer	Le plan
1958-padog_CE_Oct23_GPU.xml	1334	les opérations	Le schéma général
1958-padog_CE_Oct23_GPU.xml	1389	création de 5 cimetières régionaux et de 20 cimetières intercommunaux	Un programme
1958-padog_CE_Oct23_GPU.xml	1409	un futur parc olympique	Le P.A.D.O.G.
1958-padog_CE_Oct23_GPU.xml	1433	devront réserver un minimum de 10 m2 d’espaces verts publics par habitant	les plans d’urbanisme intercommunaux et de détail
1958-padog_CE_Oct23_GPU.xml	1466	une première tranche de réalisations coordonnées	une loi-programme d'équipement de la Région Parisienne
1958-padog_CE_Oct23_GPU.xml	1470	une action coordonnée dans les prochaines années des différentes initiatives publiques ou privées	Les propositions faites dans le Plan d’Aménagement et d’Organisation Générale de la Région Parisienne
1958-padog_CE_Oct23_GPU.xml	1471	la réalisation de ce plan	ce plan
1958-padog_CE_Oct23_GPU.xml	1498	mettre en œuvre, sous l’autorité et par délégation des Ministres intéressés, la politique d’aménagement, d’urbanisme et de construction	la politique d’aménagement, d’urbanisme et de construction
1958-padog_CE_Oct23_GPU.xml	1518	La réalisation des opérations	le Plan
1958-padog_CE_Oct23_GPU.xml	1839	implantations récentes d’importants groupes d’habitations	Cette carte
1958-padog_CE_Oct23_GPU.xml	1909	la construction du logement et les équipements collectifs	loi-cadre
1958-padog_CE_Oct23_GPU.xml	2276	des zones devant ou pouvant faire l’objet d’aménagement d’ensemble de caractère régional	le Plan d’Aménagement
1958-padog_CE_Oct23_GPU.xml	2321	la restructuration et la revitalisation de la banlieue et les cités satellites de la région	La politique
1958-padog_CE_Oct23_GPU.xml	2337	la construction de groupes d’immeubles d’habitation	Le Plan d’Aménagement
