Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	Type
1965-SDAURP_CE_Oct23_GPU.xml	1668	a été doublée	Haussmann	pers_ind
1965-SDAURP_CE_Oct23_GPU.xml	1668	redoublée	Bienvenüe	pers_ind
1965-SDAURP_CE_Oct23_GPU.xml	1681	conserver au cœur de leur ville le cœur des affaires	les édiles	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	1697	étudient des "shopping centers" à l'américaine	de grands magasins	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	1700	combler le vide des anciennes Halles	les autorités publiques	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	1711	desserrement	L'Éducation Nationale	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	1718	la reconquête d'une partie de son sol	la Ville de Paris	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	2635	ayant décentralisé au moins un établissement	les entreprises	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	2643	crée un nouvel établissement	une usine parisienne	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	2700	la décentralisation	les pouvoirs publics	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	2703	des projets de succursales	certains grands magasins	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	2835	l'aménagement d'une région urbaine telle que celle de Paris	responsables	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	2883	se sont établis	les hommes	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	2904	aménagés	Haussmann	pers_ind
1965-SDAURP_CE_Oct23_GPU.xml	2912	aménager	Le District	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	2929	dispersant l'habitat	Les urbanistes	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	2929	regroupant en grappes	Les urbanistes	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	2929	réaliser une occupation du sol	Les urbanistes	pers_coll
1965-SDAURP_CE_Oct23_GPU.xml	3029	va bâtir	notre génération	pers_coll
2014-Peter_CE_Oct23.xml	48	n’ai d’ailleurs pas réalisé un seul parc ou jardin	Je	pers_ind
2014-Peter_CE_Oct23.xml	56	supprimer un maximum de ronds-points	Je	pers_ind
2014-Peter_CE_Oct23.xml	57	supprimais un	j	pers_ind
2014-Peter_CE_Oct23.xml	57	créaient dix	les DDE	pers_coll
2014-Peter_CE_Oct23.xml	67	la transformant	il	pers_ind
2014-Peter_CE_Oct23.xml	102	réalisé	avec Bernard Reichen	pers_coll
2014-Peter_CE_Oct23.xml	126	végétaliser 100 ha de toiture	Anne Hidalgo, maire de Paris	pers_ind
2014-Peter_CE_Oct23.xml	126	planter 20 000 arbres	Anne Hidalgo, maire de Paris	pers_ind
2014-Peter_CE_Oct23.xml	128	va transformer un magnifique bâtiment de centre-ville, ancien musée d’art moderne	Roland Ries	pers_ind
2014-Peter_CE_Oct23.xml	130	en réalisant la « ville jardinée »	Gérard Collomb	pers_ind
2014-Peter_CE_Oct23.xml	143	mettre cet espace à disposition des habitants	la ville	pers_coll
2014-Peter_CE_Oct23.xml	146	ne se fera pas contre les habitants	les habitants	pers_coll
2014-Peter_CE_Oct23.xml	146	se fera avec eux	les habitants	pers_coll
2014-Peter_CE_Oct23.xml	176	réaménageons actuellement ce site éventré	Nous	pers_coll
2014-Peter_CE_Oct23.xml	203	ai beaucoup réalisé	j	pers_ind
2014-Peter_CE_Oct23.xml	203	ai beaucoup réalisé	mon équipe fidèle d’une quinzaine de collaborateurs	pers_coll
2004-Portzamparc_CE_Oct23.xml	6	urbanisé	Gaston Bardet	pers_ind
2004-Portzamparc_CE_Oct23.xml	93	le nouveau modèle	Le Corbusier	pers_ind
2004-Portzamparc_CE_Oct23.xml	102	ai construit à cette époque un foyer de personnes âgées	j	pers_ind
2004-Portzamparc_CE_Oct23.xml	103	retour de la ville classique d’îlots fermés	je me suis opposé	pers_ind
2004-Portzamparc_CE_Oct23.xml	166	installent leurs bâtiments	ils	pers_coll
2004-Portzamparc_CE_Oct23.xml	176	installe aussi dans le site ce que nous appelions les « scarifications »	J	pers_ind
2004-Portzamparc_CE_Oct23.xml	180	mets en place les îlots ouverts auxquels je pensais depuis Cergy	je	pers_ind
2004-Portzamparc_CE_Oct23.xml	200	ne pouvais pas concevoir tous les bâtiments	je	pers_ind
2004-Portzamparc_CE_Oct23.xml	213	Ce projet	des promoteurs privés	pers_coll
2004-Portzamparc_CE_Oct23.xml	232	ai construit le musée Bourdelle, la tour de Lille, les logements de Fukuoka, au Japon	j	pers_ind
2004-Portzamparc_CE_Oct23.xml	290	aurons tenté d’urbaniser cette campagne	nous	pers_coll
2004-Portzamparc_CE_Oct23.xml	292	construisons actuellement une partie d’île divisée en deux	Nous	pers_coll
2004-Portzamparc_CE_Oct23.xml	292	construisons actuellement une partie d’île divisée en deux	avec des architectes Montpelliérains	pers_coll
2004-Portzamparc_CE_Oct23.xml	298	ai renoncé à construire ces îlots	J	pers_ind
2004-Portzamparc_CE_Oct23.xml	307	ont inscrit leur projet	les architectes	pers_coll
2004-Portzamparc_CE_Oct23.xml	385	interviendront ensuite	d’autres architectes	pers_coll
2004-Portzamparc_CE_Oct23.xml	393	ai proposé un long parc central	j	pers_ind
2004-Portzamparc_CE_Oct23.xml	395	construisons des bâtiments très différents les uns des autres	nous	pers_coll
2004-Portzamparc_CE_Oct23.xml	418	propose des rues plus étroites	je	pers_ind
2004-Portzamparc_CE_Oct23.xml	421	Les immeubles, conçus et réalisés	divers architectes et maîtres d’ouvrage	pers_coll
2004-Portzamparc_CE_Oct23.xml	430	leur projet d’îlot entier	futurs architectes	pers_coll
2004-Portzamparc_CE_Oct23.xml	430	ai dû pré-organiser les îlots	j	pers_ind
2004-Portzamparc_CE_Oct23.xml	440	construisent les écoles ou les universités	services municipaux et nationaux	pers_coll
2004-Portzamparc_CE_Oct23.xml	446	concevoir des volumes entiers	un architecte	pers_ind
2004-Portzamparc_CE_Oct23.xml	467	ont eu à traiter deux angles et trois rues	les architectes	pers_coll
2004-Portzamparc_CE_Oct23.xml	467	donner forme à des logements qui ont des vues un peu dans tous les sens	les architectes	pers_coll
2004-Portzamparc_CE_Oct23.xml	481	conçois des îlots ouverts	je	pers_ind
2013-Vigano_CE_Oct23.xml	44	avons réalisée	nous	pers_coll
2013-Vigano_CE_Oct23.xml	63	avons proposé de commencer par un grand parc qui suivrait les rails	nous	pers_coll
2013-Vigano_CE_Oct23.xml	66	construisions	nous	pers_coll
2013-Vigano_CE_Oct23.xml	71	ai longuement réfléchi sur ce territoire	J	pers_ind
2013-Vigano_CE_Oct23.xml	237	une réflexion sur le territoire du Grand Paris	Studio	pers_coll
2013-Vigano_CE_Oct23.xml	237	une réflexion sur le territoire du Grand Paris	14 autres agences	pers_coll
2013-Vigano_CE_Oct23.xml	354	entretenir les berges, les canaux, les réseaux d’irrigation	des institutions	pers_coll
2013-Vigano_CE_Oct23.xml	354	entretenir les berges, les canaux, les réseaux d’irrigation	agriculteurs	pers_coll
2013-Vigano_CE_Oct23.xml	354	leurs terrains ainsi irrigués et protégés	agriculteurs	pers_coll
2013-Vigano_CE_Oct23.xml	438	substitution d’activités textiles par d’autres	la communauté chinoise	pers_coll
2013-Vigano_CE_Oct23.xml	529	avons choisi de ne pas occuper la totalité du site proposé	Nous	pers_coll
2013-Vigano_CE_Oct23.xml	662	la réalisation de l’Appalachian Trail	Benton MacKaye	pers_ind
2013-Vigano_CE_Oct23.xml	676	Le projet mené par Studio avec Kromwijk pour ce nouveau parc	Studio avec Kromwijk	pers_coll
2013-Vigano_CE_Oct23.xml	686	articuler la place	Studio avec BAS et ARA	pers_coll
2014-Bonnet_CE_Oct23.xml	48	aménager la colline	la Ville	pers_coll
2014-Bonnet_CE_Oct23.xml	49	réaliser ce parc	la ville	pers_coll
2014-Bonnet_CE_Oct23.xml	354	avons conçu nos espaces publics	nous	pers_coll
2014-Bonnet_CE_Oct23.xml	403	remplaçons ainsi progressivement une partie du bâti	nous	pers_coll
2014-Bonnet_CE_Oct23.xml	407	un parc aménagé	HYL paysagistes	pers_coll
2014-Bonnet_CE_Oct23.xml	437	l’aménagement urbain	l’Établissement public d’aménagement de la Défense Seine-Arche	pers_coll
2014-Bonnet_CE_Oct23.xml	437	l’aménagement urbain	Epadesa	pers_coll
2014-Bonnet_CE_Oct23.xml	437	imaginer le nouveau quartier	nous	pers_coll
2014-Bonnet_CE_Oct23.xml	452	un parc, réalisé	l’agence de paysage HYL	pers_coll
2014-Bonnet_CE_Oct23.xml	457	Le premier projet	Hamonic et Masson	pers_coll
2014-Bonnet_CE_Oct23.xml	471	aurions pu redonner une plus grande régularité	Nous	pers_coll
2014-Bonnet_CE_Oct23.xml	482	une grande opération d’aménagement	l’Établissement public d’aménagement de Saint-Étienne	pers_coll
2014-Bonnet_CE_Oct23.xml	482	une grande opération d’aménagement	Epase	pers_coll
2014-Bonnet_CE_Oct23.xml	503	construisit le Finlandia Hall	Il	pers_ind
2014-Bonnet_CE_Oct23.xml	536	le devenir de l’ancienne vallée industrieuse du Hédas	La Ville	pers_coll
2014-Bonnet_CE_Oct23.xml	536	le devenir de l’ancienne vallée industrieuse du Hédas	trois équipes	pers_coll
2014-Bonnet_CE_Oct23.xml	553	un projet territorial sur l’ensemble du val d’Argens	L’Atelier national	pers_coll
2014-Bonnet_CE_Oct23.xml	553	un projet territorial sur l’ensemble du val d’Argens	les collectivités	pers_coll
2014-Bonnet_CE_Oct23.xml	614	avons induit la forme de chaque objet construit	nous	pers_coll
2014-Bonnet_CE_Oct23.xml	651	construit	Obras	pers_coll
2014-Bonnet_CE_Oct23.xml	717	une voie nouvelle	Les adjoints du maire de Saint-Amand	pers_coll
2014-Bonnet_CE_Oct23.xml	731	le campus, dessiné par l’architecte René Egger en 1969	l’architecte René Egger	pers_ind
2014-Bonnet_CE_Oct23.xml	740	la réalisation de 700 m de promenade piétonne dominant les voies d’Éole, dite « balcon des Groues », de la place de la gare	nous	pers_coll
2014-Bonnet_CE_Oct23.xml	740	la réalisation de 700 m de promenade piétonne dominant les voies d’Éole, dite « balcon des Groues », de la place de la gare	avec Artelia	pers_coll
2014-Bonnet_CE_Oct23.xml	786	avons situé les nouveaux logements	Nous	pers_coll
2014-Bonnet_CE_Oct23.xml	797	avions bouleversé 5 km de quais	nous	pers_coll
2014-Bonnet_CE_Oct23.xml	799	réalisons les espaces publics	nous	pers_coll
2014-Bonnet_CE_Oct23.xml	833	La ville dessinée	Auguste Perret	pers_ind
2014-Bonnet_CE_Oct23.xml	835	avons ici dessiné les espaces publics	Nous	pers_coll
2014-Bonnet_CE_Oct23.xml	896	Le parc de la Ereta, conçu avec Marc Bigarnet	avec Marc Bigarnet	pers_coll
2014-Bonnet_CE_Oct23.xml	930	mises en œuvre	Saint-Pierre-des-Corps	pers_coll
2011-Desvigne_CE_Oct23.xml	70	leur transformation	Nous	pers_coll
2011-Desvigne_CE_Oct23.xml	102	l’aménagement du site de l’exposition du Millenium	nous	pers_coll
2011-Desvigne_CE_Oct23.xml	105	Le quartier futur imaginé	Richard Rogers	pers_ind
2011-Desvigne_CE_Oct23.xml	119	leur développement	nombreuses institutions	pers_coll
2011-Desvigne_CE_Oct23.xml	119	leur conservation	nombreuses institutions	pers_coll
2011-Desvigne_CE_Oct23.xml	126	son processus de fabrication	Les institutions françaises	pers_coll
2011-Desvigne_CE_Oct23.xml	156	divers développements	Les étudiants	pers_coll
2011-Desvigne_CE_Oct23.xml	183	la transformation de ce paysage	Les élus de Bordeaux	pers_coll
2011-Desvigne_CE_Oct23.xml	252	projets et visions territoriales	De très nombreuses villes françaises	pers_coll
2011-Desvigne_CE_Oct23.xml	263	ne dessine pas une ville	Je	pers_ind
2011-Desvigne_CE_Oct23.xml	279	« invente » les vallons	j	pers_ind
2011-Desvigne_CE_Oct23.xml	279	amplifie les reliefs	j	pers_ind
2011-Desvigne_CE_Oct23.xml	279	viabilise les crêtes	je	pers_ind
2011-Desvigne_CE_Oct23.xml	295	réalisé	le fils d’Olmsted	pers_ind
2011-Desvigne_CE_Oct23.xml	300	amplifiaient la présence de cette nature	les paysagistes, Olmsted et son fils	pers_coll
2011-Desvigne_CE_Oct23.xml	301	plantaient abondamment ces coteaux et vallons	Ils	pers_coll
2011-Desvigne_CE_Oct23.xml	301	géraient l’écoulement de l’eau	Ils	pers_coll
2011-Desvigne_CE_Oct23.xml	301	installaient toute la viabilisation et notamment les voies de circulations	Ils	pers_coll
2011-Desvigne_CE_Oct23.xml	301	fabriquant ainsi le développement de la ville	Ils	pers_coll
2011-Desvigne_CE_Oct23.xml	313	l’implantation de cette nature	ces paysagistes	pers_coll
2011-Desvigne_CE_Oct23.xml	417	réparations successives	Toute ville	pers_coll
2011-Desvigne_CE_Oct23.xml	417	petites additions	Toute ville	pers_coll
2011-Desvigne_CE_Oct23.xml	430	réalise vraiment le réseau des chemins	on	pers_coll
2011-Desvigne_CE_Oct23.xml	453	achève un musée, Norman Foster un opéra, et Rem Koolhaas un théâtre	Renzo Piano	pers_ind
2011-Desvigne_CE_Oct23.xml	453	achève un musée, Norman Foster un opéra, et Rem Koolhaas un théâtre	Norman Foster	pers_ind
2011-Desvigne_CE_Oct23.xml	453	achève un musée, Norman Foster un opéra, et Rem Koolhaas un théâtre	Rem Koolhaas	pers_ind
2011-Desvigne_CE_Oct23.xml	454	veut faire la «place centrale»	le commanditaire	pers_coll
2011-Desvigne_CE_Oct23.xml	492	une réalisation rapide	la collectivité	pers_coll
2011-Desvigne_CE_Oct23.xml	506	avons-nous installé quelques chemins, une pelouse, une végétation temporaire	nous	pers_coll
2011-Desvigne_CE_Oct23.xml	534	a été mis en place	Frederick Law Olmsted	pers_ind
2011-Desvigne_CE_Oct23.xml	657	la requalification des 800 km de lisières de l’agglomération parisienne	l’équipe pluridisciplinaire dirigée par Jean Nouvel	pers_coll
2011-Desvigne_CE_Oct23.xml	696	ont traité leurs espaces publics	toutes les villes	pers_coll
2011-Desvigne_CE_Oct23.xml	711	avons proposé un espace public	avec Norman Foster, nous	pers_coll
2011-Desvigne_CE_Oct23.xml	711	avons fabriqué, devant le lac, une immense place en stabilisé, une sorte de plage en ville	nous	pers_coll
2011-Desvigne_CE_Oct23.xml	711	avons mis en œuvre un aménagement absolument invisible	nous	pers_coll
2011-Desvigne_CE_Oct23.xml	713	créons	nous	pers_coll
2011-Desvigne_CE_Oct23.xml	717	la rénovation de la ville d’Almere	Rem Koolhaas	pers_ind
2011-Desvigne_CE_Oct23.xml	721	a créés	Alle Hosper	pers_ind
2011-Desvigne_CE_Oct23.xml	738	trois vastes «jardins d’hiver», dessinés	l’architecte Inessa Hansch	pers_ind
2011-Desvigne_CE_Oct23.xml	760	conçoit une bonne route	un ingénieur	pers_ind
2011-Desvigne_CE_Oct23.xml	761	la dessine	Il	pers_ind
2011-Desvigne_CE_Oct23.xml	781	ont imaginé des noyaux d’intensité	Herzog & de Meuron	pers_coll
2018-TER_CE_Oct23.xml	70	des premiers projets associant ville et nature	Michel et Henri	pers_coll
2018-TER_CE_Oct23.xml	70	projet de structuration paysagère et urbaine du plateau des Angles	Henri	pers_ind
2018-TER_CE_Oct23.xml	70	projet de structuration paysagère et urbaine du plateau des Angles	une jeune équipe d’urbanistes	pers_coll
2018-TER_CE_Oct23.xml	83	réoccupés	sociétés	pers_coll
2018-TER_CE_Oct23.xml	165	différents projets	l’Agence TER	pers_coll
2018-TER_CE_Oct23.xml	178	les premiers travaux de l’agence	l’agence	pers_coll
2018-TER_CE_Oct23.xml	193	un projet conçu et écrit	Henri et Michel	pers_coll
2018-TER_CE_Oct23.xml	193	dessiné	avec Olivier	pers_coll
2018-TER_CE_Oct23.xml	201	l’intervention des architectes et des paysagistes	architectes	pers_coll
2018-TER_CE_Oct23.xml	201	l’intervention des architectes et des paysagistes	paysagistes	pers_coll
2018-TER_CE_Oct23.xml	233	son projet	Le maître d’œuvre lauréat	pers_ind
2018-TER_CE_Oct23.xml	241	a initié le projet Emscher Park	Karl Ganzer, maître d’ouvrage de génie	pers_ind
2018-TER_CE_Oct23.xml	245	construit	Jacques Ferrier	pers_ind
2018-TER_CE_Oct23.xml	258	est en pleine renaissance	promoteurs	pers_coll
2018-TER_CE_Oct23.xml	269	la création de « l’espace démocratique »	les paysagistes français	pers_coll
2018-TER_CE_Oct23.xml	272	mener à terme la réalisation	la maîtrise d’ouvrage publique	pers_coll
2018-TER_CE_Oct23.xml	296	un vaste processus de réaménagement de la rive droite du fleuve Huangpu	Shanghai	pers_coll
2018-TER_CE_Oct23.xml	298	le projet lauréat d’aménagement	l’Agence TER	pers_coll
2018-TER_CE_Oct23.xml	310	créer un espace public	l’Agence TER	pers_coll
2018-TER_CE_Oct23.xml	323	s’étendre	la Ville de Hambourg	pers_coll
2018-TER_CE_Oct23.xml	330	a directement réalisé certaines parties (port de plaisance, canaux, place centrale)	l’Agence TER	pers_coll
2018-TER_CE_Oct23.xml	334	organiser son avenir	l’établissement public de développement EGZ	pers_coll
2018-TER_CE_Oct23.xml	342	sont réalisés	TER	pers_coll
2018-TER_CE_Oct23.xml	355	lignes directrices de ce projet	Trois groupements de citoyens	
2018-TER_CE_Oct23.xml	372	avons développé le concept de « plages » de « Seine Park »	nous	pers_coll
2018-TER_CE_Oct23.xml	375	le projet de couverture du Ring	l’Agence TER, en collaboration avec TVK	pers_coll
2018-TER_CE_Oct23.xml	377	réaliser le viaduc de bouclage nord du Ring	la Ville	pers_coll
2018-TER_CE_Oct23.xml	401	le projet de valorisation de la vallée de la Vilaine	Rennes Métropole et sept communes riveraines	pers_coll
2018-TER_CE_Oct23.xml	406	le projet des Bords de Loire-Petite Hollande	Nantes Métropole	pers_coll
2018-TER_CE_Oct23.xml	416	avons installé 3 hectares de jardins cultivés, partagés	nous	pers_coll
2018-TER_CE_Oct23.xml	418	la réinvention du rapport entre l’urbain, l’agriculture et la nature	citoyens	pers_coll
2018-TER_CE_Oct23.xml	418	la réinvention du rapport entre l’urbain, l’agriculture et la nature	associations	pers_coll
2018-TER_CE_Oct23.xml	418	la réinvention du rapport entre l’urbain, l’agriculture et la nature	professionnels	pers_coll
2018-TER_CE_Oct23.xml	423	quasi abandon de l’espace rural, « l’entre métropoles »	l’ensemble des acteurs de la ville	pers_coll
2018-TER_CE_Oct23.xml	423	quasi abandon de l’espace rural, « l’entre métropoles »	tous, paysagistes compris	pers_coll
2018-TER_CE_Oct23.xml	431	La désoccupation par l’homme d’étendues entières du territoire n’est pas achevée	l’homme	pers_coll
2018-TER_CE_Oct23.xml	448	Les premières phases des projets pilotes ont été mises en œuvre	une équipe dédiée au sein de Toulouse Métropole	pers_coll
2018-TER_CE_Oct23.xml	453	la transformation d’un site inondable d’anciennes sablières comblées partiellement en décharges	l’Agence TER	pers_coll
2018-TER_CE_Oct23.xml	468	se densifier	La métropole bordelaise	pers_coll
2018-TER_CE_Oct23.xml	489	un certain nombre d’actions estivales de préfiguration	l’équipe	pers_coll
2018-TER_CE_Oct23.xml	515	opérations urbaines	l’Agence TER	pers_coll
2018-TER_CE_Oct23.xml	536	développer des typologies spécifiques	architectes	pers_coll
2018-TER_CE_Oct23.xml	536	développer des typologies spécifiques	leurs promoteurs	pers_coll
2018-TER_CE_Oct23.xml	555	une forme originale d’habitat	les concepteurs	pers_coll
2018-TER_CE_Oct23.xml	565	la ville-parc du Vésinet initiée au milieu du xixe siècle	le Comte de Choulot	pers_ind
2018-TER_CE_Oct23.xml	568	Le projet urbain conçu	l’Agence TER	pers_coll
2018-TER_CE_Oct23.xml	576	est projeté	Citallios	pers_coll
2018-TER_CE_Oct23.xml	586	entame ici une opération d’une dimension exceptionnelle	Strasbourg	pers_coll
2018-TER_CE_Oct23.xml	606	augmentons dans l’espace public autant que possible la présence de sols poreux et fertiles	Nous	pers_coll
2018-TER_CE_Oct23.xml	606	créons des continuités hydriques	Nous	pers_coll
2018-TER_CE_Oct23.xml	606	organisons la rétention d’eau	Nous	pers_coll
2018-TER_CE_Oct23.xml	607	créer ou développer des zones de nature non anthropisée	Nous	pers_coll
2018-TER_CE_Oct23.xml	620	avons mis en place	les architectes Cusy et Maraval	pers_coll
2018-TER_CE_Oct23.xml	620	avons mis en place	nous	pers_coll
2018-TER_CE_Oct23.xml	627	Le projet d’écoquartier fluvial	l’Agence TER	pers_coll
2018-TER_CE_Oct23.xml	634	avons rendu inaccessible et réservé aux seules fins de la nature un tiers de l’épaisseur du linéaire	Nous	pers_coll
2018-TER_CE_Oct23.xml	640	tentons de l’introduire	nous	pers_coll
2018-TER_CE_Oct23.xml	654	pratiquer l’agriculture urbaine	usagers	pers_coll
2018-TER_CE_Oct23.xml	659	une serre conçue par l’agence comme une extension programmatique couverte du parc	l’agence	pers_coll
2018-TER_CE_Oct23.xml	699	mis en place	Idelfons Cerdà	pers_ind
2018-TER_CE_Oct23.xml	700	Le projet, lauréat, de TER, « Canopia Urbana »	TER	pers_coll
1958-padog_CE_Oct23_GPU.xml	14	le Devenir de Paris	le Gouvernement	
1958-padog_CE_Oct23_GPU.xml	19	la croissance de PARIS	des Gouvernements successifs	pers_coll
1958-padog_CE_Oct23_GPU.xml	20	en bâtissant les enceintes successives de Paris	Philippe Auguste	pers_ind
1958-padog_CE_Oct23_GPU.xml	20	en bâtissant les enceintes successives de Paris	Charles V	pers_ind
1958-padog_CE_Oct23_GPU.xml	20	en bâtissant les enceintes successives de Paris	Louis XIII	pers_ind
1958-padog_CE_Oct23_GPU.xml	20	en bâtissant les enceintes successives de Paris	les Fermiers Généraux	pers_coll
1958-padog_CE_Oct23_GPU.xml	24	élargir l’enceinte	le Roi	pers_ind
1958-padog_CE_Oct23_GPU.xml	24	la création de nouveaux quartiers	le Roi	pers_ind
1958-padog_CE_Oct23_GPU.xml	36	l’extension des limites à l’intérieur desquelles on percevait l’impôt	les Fermiers Généraux	pers_coll
1958-padog_CE_Oct23_GPU.xml	40	bouleverse les vieux quartiers de Paris	Haussmann	pers_ind
1958-padog_CE_Oct23_GPU.xml	40	transforme	Haussmann	pers_ind
1958-padog_CE_Oct23_GPU.xml	45	un développement aussi anarchique qu’inesthétique et ruineux	un Comité Supérieur de l’Aménagement et de l’Organisation Générale de la Région Parisienne	pers_coll
1958-padog_CE_Oct23_GPU.xml	100	toutes les réalisations nouvelles, tant en matière de construction que d’équipement	les Services Publics	pers_coll
1958-padog_CE_Oct23_GPU.xml	100	toutes les réalisations nouvelles, tant en matière de construction que d’équipement	les particuliers	pers_coll
1958-padog_CE_Oct23_GPU.xml	132	les opérations	Pouvoirs Publics	pers_coll
1958-padog_CE_Oct23_GPU.xml	132	les opérations	particuliers	pers_coll
1958-padog_CE_Oct23_GPU.xml	298	les réalisations d’Haussmann	Haussmann	pers_ind
1958-padog_CE_Oct23_GPU.xml	419	mettre en pratique ce plan de décentralisation	le Gouvernement	pers_ind
1958-padog_CE_Oct23_GPU.xml	477	grouper des programmes de logements importants	les pouvoirs publics	pers_coll
1958-padog_CE_Oct23_GPU.xml	533	cherchons à créer	nous	pers_coll
1958-padog_CE_Oct23_GPU.xml	608	projettent leurs buildings	De grandes Sociétés	pers_coll
1958-padog_CE_Oct23_GPU.xml	608	construire un Palais des Congrès, un Théâtre populaire, un grand hôtel, un nouveau «Vélodrome d’Hiver»	d’autres animateurs	pers_coll
1958-padog_CE_Oct23_GPU.xml	634	créer un vaste parc départemental	le département de la Seine	pers_coll
1958-padog_CE_Oct23_GPU.xml	654	certains ensembles réalisés	quelques grands organismes constructeurs	pers_coll
1958-padog_CE_Oct23_GPU.xml	670	Ces opérations entreprises	Commissaire à la Construction et à l’Urbanisme pour la Région Parisienne	pers_ind
1958-padog_CE_Oct23_GPU.xml	670	celles exécutées	de grands constructeurs	pers_coll
1958-padog_CE_Oct23_GPU.xml	755	devraient être renouvelés	l’action privée	pers_coll
1958-padog_CE_Oct23_GPU.xml	755	le renouvellement exceptionnel du patrimoine immobilier insalubre ou vétuste	l’action publique	pers_coll
1958-padog_CE_Oct23_GPU.xml	800	pratiquer des rénovations	les propriétaires privés	pers_coll
1958-padog_CE_Oct23_GPU.xml	816	seuls secteurs anciens, insalubres ou vétustes à rénover	l'action publique	pers_coll
1958-padog_CE_Oct23_GPU.xml	833	LES OPÉRATIONS PRÉVUES DANS LA PREMIÈRE CATÉGORIE	des sociétés ou des particuliers	pers_coll
1958-padog_CE_Oct23_GPU.xml	834	CELLES DE LA DEUXIÈME CATÉGORIE	des sociétés ou organismes plus importants	pers_coll
1958-padog_CE_Oct23_GPU.xml	834	CELLES DE LA DEUXIÈME CATÉGORIE	des syndicats groupant les propriétaires d’un ou plusieurs îlots	pers_coll
1958-padog_CE_Oct23_GPU.xml	835	l’action continue et persévérante	une ville	pers_coll
1958-padog_CE_Oct23_GPU.xml	835	l’action continue et persévérante	une société	pers_coll
1958-padog_CE_Oct23_GPU.xml	835	l’action continue et persévérante	un organisme d’H.L.M.	pers_coll
1958-padog_CE_Oct23_GPU.xml	835	l’action continue et persévérante	un syndicat d’îlots	pers_coll
1958-padog_CE_Oct23_GPU.xml	838	LES GRANDES OPÉRATIONS	une collectivité	pers_coll
1958-padog_CE_Oct23_GPU.xml	838	LES GRANDES OPÉRATIONS	un organisme	pers_coll
1958-padog_CE_Oct23_GPU.xml	1023	les grandes opérations de voirie réalisée	HAUSSMANN ou ses successeurs	pers_coll
1958-padog_CE_Oct23_GPU.xml	1074	de longues études	l’Aéroport de Paris	pers_coll
1958-padog_CE_Oct23_GPU.xml	1074	des travaux d’agrandissement et d’aménagement très importants de l’aérodrome d’ORLY	l’Aéroport de Paris	pers_coll
1958-padog_CE_Oct23_GPU.xml	1077	un développement important de l’aérodrome du BOURGET	les autorités responsables	pers_coll
1958-padog_CE_Oct23_GPU.xml	1082	a étudié la localisation éventuelle d’un aérodrome Nord de Paris	l’Aéroport de Paris	pers_coll
1958-padog_CE_Oct23_GPU.xml	1229	regrouper dans un établissement moderne les plus anciens de ces établissements	Le Ministère de la Justice	pers_coll
1958-padog_CE_Oct23_GPU.xml	1432	réserver des aires de stationnement	les constructeurs	pers_coll
1958-padog_CE_Oct23_GPU.xml	1492	habitations édifiées	des habitants	pers_coll
1958-padog_CE_Oct23_GPU.xml	1581	devraient pouvoir être réservés et acquis	les collectivités pratiquant une politique foncière prévoyante	pers_coll
1958-padog_CE_Oct23_GPU.xml	1594	ont conçu et réalisé le Centre National des Industries et des Techniques, le Palais de l’UNESCO, le Palais de l’OTAN, la Maison de la Radio	nos architectes	pers_coll
1958-padog_CE_Oct23_GPU.xml	1594	ont conçu et réalisé le Centre National des Industries et des Techniques, le Palais de l’UNESCO, le Palais de l’OTAN, la Maison de la Radio	nos ingénieurs	pers_coll
1958-padog_CE_Oct23_GPU.xml	1594	ont conçu et réalisé le Centre National des Industries et des Techniques, le Palais de l’UNESCO, le Palais de l’OTAN, la Maison de la Radio	nos ouvriers	pers_coll
1958-padog_CE_Oct23_GPU.xml	1594	ont conçu et réalisé le Centre National des Industries et des Techniques, le Palais de l’UNESCO, le Palais de l’OTAN, la Maison de la Radio	nos techniciens	pers_coll
1958-padog_CE_Oct23_GPU.xml	1890	la reconstruction des habitations et des industries complètement détruites	Les autorités londoniennes	pers_coll
1958-padog_CE_Oct23_GPU.xml	2260	réserver, à l’intérieur même de leurs entreprises, des emplacements suffisants pour le stationnement et le parking de leurs propres véhicules et de ceux de leur clientèle	ces industriels	pers_coll
1958-padog_CE_Oct23_GPU.xml	2327	étendre ou de transférer ses installations	L’industriel parisien	pers_coll
1958-padog_CE_Oct23_GPU.xml	2331	terrains à vocation industrielle, préalablement achetés et équipés	les collectivités locales	pers_coll
1958-padog_CE_Oct23_GPU.xml	2333	transférer leur entreprise	bien des industriels	pers_coll
