Nom_fichier	Numero_Phrase	Segment_Annoté	Accompli	Nature	Temps	Proces
2022-Boutté_CE_Oct23.xml	763	être capable de se transformer	non	modif		
2022-Boutté_CE_Oct23.xml	764	Transformer la ville		modif		
2022-Boutté_CE_Oct23.xml	764	ne plus détruire, ou a minima détruire moins	non	destr		
2022-Boutté_CE_Oct23.xml	765	n’ont pas été pensés pour être réversibles	non	repr		iter
2022-Boutté_CE_Oct23.xml	765	la transformation	non	modif		
2022-Boutté_CE_Oct23.xml	766	S’adapter		modif		
2022-Boutté_CE_Oct23.xml	768	Le projet Saussure, érigé en 2014	oui	crea		
2022-Boutté_CE_Oct23.xml	768	la nouvelle Zac Clichy-Batignolles		crea		
2022-Boutté_CE_Oct23.xml	769	cette opération de 40 logements	oui	crea		
2022-Boutté_CE_Oct23.xml	770	la capacité de réversibilité totale des bâtiments haussmanniens	non	repr		iter
2022-Boutté_CE_Oct23.xml	772	Ce projet architectural	non			
2022-Boutté_CE_Oct23.xml	775	avons déjà fait plusieurs bâtiments	oui	crea		
2022-Boutté_CE_Oct23.xml	776	le bâtiment durable	non			
2022-Boutté_CE_Oct23.xml	777	un modèle de bâtiment durable				
2022-Boutté_CE_Oct23.xml	777	offre une flexibilité, une capacité d’évolutivité et de flexibilité inégalée		modif		
2022-Boutté_CE_Oct23.xml	777	des reprogrammations incessantes		repr		iter
2022-Boutté_CE_Oct23.xml	778	un immeuble totalement mutable	non	modif		
2022-Boutté_CE_Oct23.xml	778	de logement à logement reconfiguré		modif		
2022-Boutté_CE_Oct23.xml	778	de logement à bureau		modif		
2022-Boutté_CE_Oct23.xml	779	sa capacité de transformation	non	modif		
2022-Boutté_CE_Oct23.xml	781	les réalisations pionnières parisiennes	oui	crea		
2022-Boutté_CE_Oct23.xml	781	une nouvelle architecture	non			
2022-Boutté_CE_Oct23.xml	781	un renouvellement de l’identité parisienne	non	repr		iter
2022-Boutté_CE_Oct23.xml	783	la capacité de réversibilité	non	repr		iter
2022-Boutté_CE_Oct23.xml	783	la transformation des immeubles	non	modif		
2022-Boutté_CE_Oct23.xml	783	l’évolution et de la durabilité d’une ville		modif		
2022-Boutté_CE_Oct23.xml	783	la production contemporaine				
2022-Boutté_CE_Oct23.xml	783	des réalisations hyper-déterministes incapables d’évoluer		crea		
2022-Boutté_CE_Oct23.xml	793	la production contemporaine				
2022-Boutté_CE_Oct23.xml	793	la finesse des éléments bâtis		crea		
2022-Boutté_CE_Oct23.xml	793	la réversibilité	non	repr		iter
2022-Boutté_CE_Oct23.xml	794	les opérations de construction et d’aménagement	non	crea		
2022-Boutté_CE_Oct23.xml	796	projets urbains	non			
2022-Boutté_CE_Oct23.xml	798	processus de conception	non	crea		
2022-Boutté_CE_Oct23.xml	800	mettre en œuvre des dynamiques territoriales fondées sur des relations de synergie et de partage	non			
2022-Boutté_CE_Oct23.xml	805	l’opération projetée	non	crea		
2022-Boutté_CE_Oct23.xml	806	leur potentiel de développement urbain	non	crea		
2022-Boutté_CE_Oct23.xml	809	mettre en œuvre les dynamiques territoriales				
2022-Boutté_CE_Oct23.xml	813	le devenir du territoire	non			
2022-Boutté_CE_Oct23.xml	815	développement territorial				
2022-Boutté_CE_Oct23.xml	815	le projet urbain	non			
2022-Boutté_CE_Oct23.xml	815	opérations à engager	non			
2022-Boutté_CE_Oct23.xml	816	concevoir la ville « sous contraintes »	non	crea		
2022-Boutté_CE_Oct23.xml	816	de nouvelles trajectoires urbaines	non			
2022-Boutté_CE_Oct23.xml	827	le processus de conception	non	crea		
2022-Boutté_CE_Oct23.xml	829	l’optimisation des morphologies urbaines	non	modif		
2022-Boutté_CE_Oct23.xml	831	l’optimisation des morphologies et de la matérialité des espaces urbains		modif		
2022-Boutté_CE_Oct23.xml	832	faire évoluer la performance des formes urbaines	non	modif		
2022-Boutté_CE_Oct23.xml	837	projet urbain	non			
2022-Boutté_CE_Oct23.xml	842	optimiser les formes urbaines	non	modif		
2022-Boutté_CE_Oct23.xml	846	l’adaptation des territoires au réchauffement climatique		modif		
2022-Boutté_CE_Oct23.xml	848	la genèse de morphologies urbaines	non			inch
2022-Boutté_CE_Oct23.xml	850	l’optimisation des formes urbaines	non	modif		
2022-Boutté_CE_Oct23.xml	851	la morphogénèse des formes urbaines				
2022-Boutté_CE_Oct23.xml	854	Le projet	non			
2022-Boutté_CE_Oct23.xml	854	paysage bâti	oui			
2022-Boutté_CE_Oct23.xml	858	dessinant une constellation de micro-terroirs				
2022-Boutté_CE_Oct23.xml	860	restauration des cours d’eau, des piémonts et des ressources hybrides	non	repr		iter
2022-Boutté_CE_Oct23.xml	863	altérations des cycles naturels		modif		
2022-Boutté_CE_Oct23.xml	864	résorber	non	modif		
2022-Boutté_CE_Oct23.xml	864	reconstituer les fonctionnements écologiques originels	non	repr		iter
2022-Boutté_CE_Oct23.xml	865	leur restauration	non	repr		iter
2022-Boutté_CE_Oct23.xml	868	un projet collectif et responsable de construction d’un territoire comme bien commun partagé	non	crea		
2022-Boutté_CE_Oct23.xml	869	les facteurs d’évolution				
2022-Boutté_CE_Oct23.xml	869	son développement futur	non	crea		
2022-Boutté_CE_Oct23.xml	870	artificialisation des terres		modif		
2022-Boutté_CE_Oct23.xml	870	imperméabilisation		modif		
2022-Boutté_CE_Oct23.xml	874	la résilience et de la durabilité du territoire métropolitain	non			
2022-Boutté_CE_Oct23.xml	876	restaurer	non	repr		iter
2022-Boutté_CE_Oct23.xml	877	organisation spatiale des zones d’urbanisation	non	crea		
2022-Boutté_CE_Oct23.xml	878	un projet collectif et responsable de construction d’un territoire comme bien commun partagé	non	crea		
2022-Boutté_CE_Oct23.xml	879	le projet de développement	non	crea		
2022-Boutté_CE_Oct23.xml	881	Structurer l’urbain				
2022-Boutté_CE_Oct23.xml	881	le contre-projet pour la ville nouvelle de Neom	non	crea		
2022-Boutté_CE_Oct23.xml	881	permet de penser les implantations territoriales et urbaines	non	crea		
2022-Boutté_CE_Oct23.xml	882	Anfa, quartier dessiné par la géométrie de l’ombre	non	crea		
2022-Boutté_CE_Oct23.xml	882	Zenata, ville dessinée par l’arborescence aéraulique	non	crea		
2022-Boutté_CE_Oct23.xml	882	Montpellier, métropole organisée par la restauration des cycles écologiques naturels	oui	repr		iter
2022-Boutté_CE_Oct23.xml	882	Weifang (Chine), ville structurée par l’armature hydraulique	oui			
2022-Boutté_CE_Oct23.xml	883	être organisées				
2022-Boutté_CE_Oct23.xml	884	L’équilibre écologique des territoires	non			
2022-Boutté_CE_Oct23.xml	884	part inconstructible des territoires	non	abs+crea		
2022-Boutté_CE_Oct23.xml	884	implantation des constructions et des activités humaines	non	crea		
2022-Boutté_CE_Oct23.xml	884	la création de la ville nouvelle de Neom	non	crea		
2022-Boutté_CE_Oct23.xml	884	le contre-projet imaginé	non	crea		
2022-Boutté_CE_Oct23.xml	884	une trame inconstructible	non	abs+crea		
2022-Boutté_CE_Oct23.xml	887	réfléchir à une ville nouvelle	non	crea		
2022-Boutté_CE_Oct23.xml	889	le projet urbain	non			
2022-Boutté_CE_Oct23.xml	891	installer ici une ville nouvelle	non	crea		
2022-Boutté_CE_Oct23.xml	894	l’installation d’activités humaines		crea		
2022-Boutté_CE_Oct23.xml	894	en préservant et en rehaussant la valeur écologique des écosystèmes naturels		maint		
2022-Boutté_CE_Oct23.xml	895	ce qu’il peut devenir	non	modif		
2022-Boutté_CE_Oct23.xml	895	développement urbain				
2022-Boutté_CE_Oct23.xml	896	se constitue la trame écologique	non	crea		
2022-Boutté_CE_Oct23.xml	896	armature inconstructible de la ville	non	abs+crea		
2022-Boutté_CE_Oct23.xml	897	le devenir de ses espaces naturels	non			
2022-Boutté_CE_Oct23.xml	898	en préservant les espaces naturels	non	maint		
2022-Boutté_CE_Oct23.xml	900	la croissance urbaine		crea		
2022-Boutté_CE_Oct23.xml	900	nouveaux projets	non			
2022-Boutté_CE_Oct23.xml	900	maintenir, développer et renforcer la présence de la nature		maint+crea		
2022-Boutté_CE_Oct23.xml	901	une démarche de préservation active des espaces naturels	non	maint		
2022-Boutté_CE_Oct23.xml	902	ne pouvait plus se faire sans la nature				
2022-Boutté_CE_Oct23.xml	902	« faire plus de nature avec plus d’habitants »				
2022-Boutté_CE_Oct23.xml	902	le développement métropolitain		crea		
2022-Boutté_CE_Oct23.xml	903	les projets de transformation de l’agglomération bordelaise	non	modif		
2022-Boutté_CE_Oct23.xml	905	pas de projet de bâtiment	non	crea		
2022-Boutté_CE_Oct23.xml	905	pas de projet d’îlot	non	crea		
2022-Boutté_CE_Oct23.xml	905	pas de projet d’aménagement urbain ou d’espace public	non	crea		
2022-Boutté_CE_Oct23.xml	905	pas de projet de territoire	non			
2022-Boutté_CE_Oct23.xml	905	projet de développement de la nature	non			
2022-Boutté_CE_Oct23.xml	906	le développement d’espaces de nature	non	crea		
2022-Boutté_CE_Oct23.xml	907	les projets verts	non			
2022-Boutté_CE_Oct23.xml	907	une vision renouvelée de la nature métropolitaine	non	repr		iter
2022-Boutté_CE_Oct23.xml	907	le destin de la métropole	non			
2022-Boutté_CE_Oct23.xml	907	projets sur le territoire	non			
2022-Boutté_CE_Oct23.xml	907	des projets associant la ville et la nature	non			
2022-Boutté_CE_Oct23.xml	907	la réalisation des ambitions d’une nature métropolitaine	non			
2022-Boutté_CE_Oct23.xml	909	une nouvelle façon de penser et d’agir pour le développement de la métropole				
2022-Boutté_CE_Oct23.xml	911	le développement de la ville	non	crea		
2022-Boutté_CE_Oct23.xml	912	la restauration des cycles écologiques altérés	non	repr		iter
2022-Boutté_CE_Oct23.xml	912	la résilience du territoire au dérèglement climatique	non			
2022-Boutté_CE_Oct23.xml	913	s’inscrivent en négatif de cette trame naturelle renforcée				
2022-Boutté_CE_Oct23.xml	915	les impacts générés par les espaces urbains sur leur environnement	oui			
2022-Boutté_CE_Oct23.xml	915	les capacités de résilience de cet environnement	non			
2022-Boutté_CE_Oct23.xml	916	la création et le fonctionnement des espaces aménagés, anthropisés	oui	crea		
2022-Boutté_CE_Oct23.xml	916	leur préservation	non	maint		
2022-Boutté_CE_Oct23.xml	916	la programmation globale d’une opération d’aménagement urbain	non	crea		
2022-Boutté_CE_Oct23.xml	919	peut être améliorée	non	modif		
2022-Boutté_CE_Oct23.xml	919	la fabrique de la ville		crea		
2022-Boutté_CE_Oct23.xml	919	doivent être résorbés	non			
2022-Boutté_CE_Oct23.xml	919	sa transformation	non	modif		
2022-Boutté_CE_Oct23.xml	921	« l’action commune »				
2022-Boutté_CE_Oct23.xml	921	la transformation urbaine	non	modif		
2022-Boutté_CE_Oct23.xml	921	la fabrique de la ville	non	crea		
2022-Boutté_CE_Oct23.xml	922	un projet urbain	non			
2022-Boutté_CE_Oct23.xml	923	Transformer les sols	non	modif		
2022-Boutté_CE_Oct23.xml	923	végétaliser la rue	non	modif		
2022-Boutté_CE_Oct23.xml	923	transformer les bâtiments	non	modif		
2022-Boutté_CE_Oct23.xml	923	rafraîchir la ville				
2022-Boutté_CE_Oct23.xml	923	transformer les rues ordinaires en rues communes apaisées, écologiques, désirables	non	modif		
2022-Boutté_CE_Oct23.xml	923	adapter la ville aux enjeux du xxie siècle	non	modif		
2022-Boutté_CE_Oct23.xml	924	transformer les rues métropolitaines ordinaires	non	modif		
2022-Boutté_CE_Oct23.xml	924	faire la ville durable et désirable du xxie siècle				
2022-Boutté_CE_Oct23.xml	925	fabriquer la ville post-Covid, post-voiture et post-carbone		crea		
2022-Boutté_CE_Oct23.xml	928	la transformation de la voirie	non	modif		
2022-Boutté_CE_Oct23.xml	929	modifications à apporter sur l’environnement	non	modif		
2022-Boutté_CE_Oct23.xml	930	la transformation de l’espace urbain		modif		
2022-Boutté_CE_Oct23.xml	933	la transformation d’une rue	non	modif		
1965-SDAURP_CE_Oct23_GP.xml	8	percées	oui	destr		
1965-SDAURP_CE_Oct23_GP.xml	8	des œuvres	oui			
1965-SDAURP_CE_Oct23_GP.xml	9	sans cesse grandissantes	non	crea		progr
1965-SDAURP_CE_Oct23_GP.xml	9	les trouées des routes nationales	oui	destr		
1965-SDAURP_CE_Oct23_GP.xml	10	tombaient les fortifications de Thiers	non	destr		dur
1965-SDAURP_CE_Oct23_GP.xml	12	était replacé	oui			
1965-SDAURP_CE_Oct23_GP.xml	12	être étudiée et aménagée	non			
1965-SDAURP_CE_Oct23_GP.xml	20	vinrent suspendre pendant plus de dix années toute possibilité de réalisation notable en matière d'urbanisme		abs+crea		
1965-SDAURP_CE_Oct23_GP.xml	25	la coordination et l'établissement des projets				
1965-SDAURP_CE_Oct23_GP.xml	25	coordination du projet d'aménagement de la ville de Paris et du projet régional approuvé				
1965-SDAURP_CE_Oct23_GP.xml	25	établissement du projet régional étendu à toute la région parisienne				
1965-SDAURP_CE_Oct23_GP.xml	30	l'aménagement et l'équipement de la région de Paris	non			
1965-SDAURP_CE_Oct23_GP.xml	37	l'avenir de la région parisienne	non			
1965-SDAURP_CE_Oct23_GP.xml	40	l'avenirl'avenir de la région parisienne	non			
1965-SDAURP_CE_Oct23_GP.xml	46	"Devenir de Paris"	non			
1965-SDAURP_CE_Oct23_GP.xml	51	des projets d'aménagement	non			
1965-SDAURP_CE_Oct23_GP.xml	57	chaque stade des travaux préparatoires	oui			
1965-SDAURP_CE_Oct23_GP.xml	60	les zones d'extension de l'agglomération	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	66	inscrire sur le sol cette carte de son devenir				
1965-SDAURP_CE_Oct23_GP.xml	66	croissance et modernisation	non			
1965-SDAURP_CE_Oct23_GP.xml	77	Préparer la région de Paris à son avenir	non			
1965-SDAURP_CE_Oct23_GP.xml	77	son aménagement	non			
1965-SDAURP_CE_Oct23_GP.xml	78	l'œuvre à accomplir	non			
1965-SDAURP_CE_Oct23_GP.xml	101	cette expansion	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	103	avaient triplé	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	103	ce triplement parisien	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	107	poursuite de la croissance urbaine générale	non	crea		dur
1965-SDAURP_CE_Oct23_GP.xml	107	un développement accentué des villes de province	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	107	un développement moindre de la région de Paris	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	107	la croissance de la région de Paris serait de 36 %	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	107	s'accroîtraient ensemble de 54 %	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	108	cet accroissement de la région de Paris	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	108	la fin de la décentralisation entreprise	non			termin
1965-SDAURP_CE_Oct23_GP.xml	111	la "réduction d'accroissement" de la région de Paris	non			
1965-SDAURP_CE_Oct23_GP.xml	129	un doublement en superficie d'un tissu urbain analogue à celui d'aujourd'hui	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	133	La croissance de Paris	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	155	auraient en moyenne plus que doublé	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	155	n'augmenterait que des deux tiers	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	155	augmenteraient	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	155	n'augmenterait que de 1,5 %	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	155	les évolutions prévues	non			
1965-SDAURP_CE_Oct23_GP.xml	155	un ralentissement de la croissance de la région de Paris	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	155	une accélération de la croissance des autres agglomérations	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	161	CROISSANCE DES MÉTROPOLES D’ÉQUILIBRE	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	186	PERSPECTIVES DE DÉVELOPPEMENT DES métropoles d'équilibre	non			
1965-SDAURP_CE_Oct23_GP.xml	186	LEUR INSERTION	non			
1965-SDAURP_CE_Oct23_GP.xml	190	PERSPECTIVES DE DÉVELOPPEMENT DES métropoles d'équilibre	non			
1965-SDAURP_CE_Oct23_GP.xml	190	LEUR INSERTION	non			
1965-SDAURP_CE_Oct23_GP.xml	192	double	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	193	progresseront plus faiblement	non	crea	fut	
1965-SDAURP_CE_Oct23_GP.xml	194	les prévisions de la C.N.A.T. pour la région de Paris	non			
1965-SDAURP_CE_Oct23_GP.xml	194	compensant le retard des premières	non			
1965-SDAURP_CE_Oct23_GP.xml	194	augmentent davantage	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	194	triplent	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	199	l'aménagement du territoire	non			
1965-SDAURP_CE_Oct23_GP.xml	199	un triplement	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	200	"soulager" efficacement la région parisienne	non			
1965-SDAURP_CE_Oct23_GP.xml	202	le développement parisien				
1965-SDAURP_CE_Oct23_GP.xml	202	peuvent décharger l'agglomération de Paris	non			
1965-SDAURP_CE_Oct23_GP.xml	212	CROISSANCE DES AGGLOMÉRATIONS IMPORTANTES DU BASSIN PARISIEN	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	221	CROISSANCE DES AGGLOMÉRATIONS MOYENNES	DU BASSIN PARISIEN	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	273	la croissance spontanée d'autres villes dynamiques		crea		
1965-SDAURP_CE_Oct23_GP.xml	273	autres villes dynamiques	non			
1965-SDAURP_CE_Oct23_GP.xml	273	une action concentrée	non			
1965-SDAURP_CE_Oct23_GP.xml	273	accroissement de la région de Paris	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	274	augmentent de 3% chaque année	non	crea		progr
1965-SDAURP_CE_Oct23_GP.xml	274	auront soutenu un accroissement annuel de l'ordre de 2,5 % en moyenne	non	crea		termin
1965-SDAURP_CE_Oct23_GP.xml	274	commencent à "soulager" Paris	non			inch
1965-SDAURP_CE_Oct23_GP.xml	274	un triplement	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	277	voir rapidement grandir les autres villes de France	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	277	deviendra plus grand	non	crea	fut	
1965-SDAURP_CE_Oct23_GP.xml	279	l'aménagement de la région parisienne	non			
1965-SDAURP_CE_Oct23_GP.xml	279	prévoir une région de Paris	non			
1965-SDAURP_CE_Oct23_GP.xml	280	un freinage des métropoles d'équilibre ou des villes du bassin parisien	non			
1965-SDAURP_CE_Oct23_GP.xml	280	leur essor	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	280	le commencement de leur réveil	non			inch
1965-SDAURP_CE_Oct23_GP.xml	280	vont tripler	non			crea
1965-SDAURP_CE_Oct23_GP.xml	280	au minimum doubler	non			crea
1965-SDAURP_CE_Oct23_GP.xml	281	préparer une région de Paris	non			
1965-SDAURP_CE_Oct23_GP.xml	281	auront d'ici là préparé leur ville, ou plutôt leur agglomération et dans certains cas leur région urbaine toute entière	oui			
1965-SDAURP_CE_Oct23_GP.xml	284	une extension progressive	non	crea		progr
1965-SDAURP_CE_Oct23_GP.xml	284	l'orienter à mesure qu'elle se produira	non	crea	fut	
1965-SDAURP_CE_Oct23_GP.xml	287	fallait prendre une perspective plus lointaine que l'an 2000				
1965-SDAURP_CE_Oct23_GP.xml	290	le "resserrement spatial" de Paris et de ses banlieues				
1965-SDAURP_CE_Oct23_GP.xml	304	son extension spatiale	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	305	Cette extension	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	312	presque doublés	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	313	les usines et les bureaux construits		crea		
1965-SDAURP_CE_Oct23_GP.xml	314	bâtiments construits	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	314	existent encore		maint		dur
1965-SDAURP_CE_Oct23_GP.xml	314	devraient être systématiquement détruits	non	destr		
1965-SDAURP_CE_Oct23_GP.xml	317	les perspectives d'urbanisme établies récemment pour les villes les plus importantes	non			
1965-SDAURP_CE_Oct23_GP.xml	333	une extension en surface	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	334	superficie multipliée par 5	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	334	cette évolution spontanée	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	335	superficie doublée	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	336	superficie triplée	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	338	seront construits	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	338	remplaceront une partie des équipements actuellement existants	non	repr		iter
1965-SDAURP_CE_Oct23_GP.xml	338	la démolition	non	destr		
1965-SDAURP_CE_Oct23_GP.xml	338	seraient reconstruits	non	repr		iter
1965-SDAURP_CE_Oct23_GP.xml	338	les installations et les bâtiments de remplacement	non	repr		iter
1965-SDAURP_CE_Oct23_GP.xml	339	surface multipliée par 2	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	340	surface multipliée par 3	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	341	surface multipliée par 4	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	342	faut prévoir l'imprévisible	non			
1965-SDAURP_CE_Oct23_GP.xml	342	prévoir l'imprévisible	non			
1965-SDAURP_CE_Oct23_GP.xml	343	densifier abusivement les rares terrains disponibles	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	344	garder des réserves	non	maint		
1965-SDAURP_CE_Oct23_GP.xml	344	aller construire	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	345	leur extension	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	348	expansion des autres régions	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	355	l'évolution urbaine	non			
1965-SDAURP_CE_Oct23_GP.xml	381	telle ou telle réalisation		crea		
1965-SDAURP_CE_Oct23_GP.xml	382	un aménagement régional				
1965-SDAURP_CE_Oct23_GP.xml	382	peuvent être ou ménagés ou compromis				
1965-SDAURP_CE_Oct23_GP.xml	383	"construire beau"	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	395	leur implantation	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	399	une bonne implantation	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	400	l'implantation des logements, des ateliers, des bureaux, des services publics, des transports		crea		
1965-SDAURP_CE_Oct23_GP.xml	407	l'aménagement				
1965-SDAURP_CE_Oct23_GP.xml	407	l'équipement				
1965-SDAURP_CE_Oct23_GP.xml	410	zones construites	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	423	un secteur de rénovation	non	repr		iter
1965-SDAURP_CE_Oct23_GP.xml	423	une zone à urbaniser par priorité	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	435	la réalisation des grands ouvrages et des programmes d’équipement		crea		
1965-SDAURP_CE_Oct23_GP.xml	435	l'avenir de l'agglomération	non		fut	
1965-SDAURP_CE_Oct23_GP.xml	438	implanteront les équipements	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	440	l'avenir de l'agglomération	non		fut	
1965-SDAURP_CE_Oct23_GP.xml	440	réalisation des grands équipements d'infrastructure, particulièrement de voies ferrées et d'autoroutes	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	441	tout retard				
1965-SDAURP_CE_Oct23_GP.xml	441	peut être réalisé aisément et à coût normal	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	448	La réalisation effective d'une région urbaine	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	452	les poussées de la ville	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	454	des projets réellement élaborés	oui			
1965-SDAURP_CE_Oct23_GP.xml	454	le destin d'une ville	non			
1965-SDAURP_CE_Oct23_GP.xml	478	Tracer le schéma directeur du Paris de demain				
1965-SDAURP_CE_Oct23_GP.xml	478	n'est pas dessiner un Brasilia français				
1965-SDAURP_CE_Oct23_GP.xml	478	les extensions en surface de cette agglomération	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	479	cet agrandissement d'une trame urbaine	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	479	ont déjà étendue	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	479	la croissance d'une ville		crea		
1965-SDAURP_CE_Oct23_GP.xml	479	successivement franchies	oui	crea		iter
1965-SDAURP_CE_Oct23_GP.xml	479	a toujours grandi	non	crea		dur
1965-SDAURP_CE_Oct23_GP.xml	482	faire mourir Paris	non	destr		
1965-SDAURP_CE_Oct23_GP.xml	482	le faire revivre				
1965-SDAURP_CE_Oct23_GP.xml	485	l'organisation de la région de Paris dans son ensemble				
1965-SDAURP_CE_Oct23_GP.xml	485	la croissance de l'agglomération	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	489	Évolution prévisible de la région de Paris				
1965-SDAURP_CE_Oct23_GP.xml	502	l'entretien de ses voies et de ses jardins	non	maint		
1965-SDAURP_CE_Oct23_GP.xml	505	les zones construites	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	507	a dévoré le petit département de la Seine	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	507	a mangé le curieux anneau circulaire de Seine-et-Oise	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	507	a même mordu sur la Seine-et-Marne	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	507	en formeront huit	non	modif		
1965-SDAURP_CE_Oct23_GP.xml	513	sa croissance	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	533	la rénovation		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	561	la disparition rapide des espaces libres	non	destr		dur
1965-SDAURP_CE_Oct23_GP.xml	566	l'annexion haussmannienne	oui			
1965-SDAURP_CE_Oct23_GP.xml	567	ce resserrement				
1965-SDAURP_CE_Oct23_GP.xml	568	ne s'est pas améliorée				
1965-SDAURP_CE_Oct23_GP.xml	568	a au contraire empiré				
1965-SDAURP_CE_Oct23_GP.xml	571	ont été construits	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	573	construits	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	575	Les constructions n'ont en effet repris	non	crea		inch
1965-SDAURP_CE_Oct23_GP.xml	575	13.000 logements terminés	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	576	750.000 logements terminés	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	576	plus de 200.000 logements en cours de construction	non	crea		dur
1965-SDAURP_CE_Oct23_GP.xml	577	aura construit, depuis 1953, plus d'un million de logements	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	578	aura bâti un autre Paris	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	583	croissance				
1965-SDAURP_CE_Oct23_GP.xml	583	organisation				
1965-SDAURP_CE_Oct23_GP.xml	595	s'étend en doigts de gant		crea		
1965-SDAURP_CE_Oct23_GP.xml	599	se colmatent	non	crea		progr
1965-SDAURP_CE_Oct23_GP.xml	600	ont été implantés	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	600	espaces libres en voie de disparition	non	destr		dur
1965-SDAURP_CE_Oct23_GP.xml	600	quartiers vétustes trop lentement repris par la rénovation	non	repr		dur+iter
1965-SDAURP_CE_Oct23_GP.xml	602	Les constructions réalisées	oui/	crea		
1965-SDAURP_CE_Oct23_GP.xml	602	ont fait disparaître beaucoup des espaces libres qui existaient	oui	destr		
1965-SDAURP_CE_Oct23_GP.xml	603	L'extension des surfaces bâties	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	603	développement "en tache d'huile"		crea		
1965-SDAURP_CE_Oct23_GP.xml	603	l'agrandissement		crea		
1965-SDAURP_CE_Oct23_GP.xml	604	la croissance passée de l'agglomération de Paris	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	604	plusieurs étapes	oui			
1965-SDAURP_CE_Oct23_GP.xml	604	des extensions linéaires	oui	crea		
