Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	Type
1965-SDAURP_CE_Oct23_GP.xml	1319	un développement industriel	Persan - Beaumont - Champagne	obj
1965-SDAURP_CE_Oct23_GP.xml	1319	un développement industriel	les deux seules agglomérations	obj
1965-SDAURP_CE_Oct23_GP.xml	1323	l'avenir	le confluent de la Seine et de l'Oise, Pontoise et Conflans-Sainte-Honorine	obj
1965-SDAURP_CE_Oct23_GP.xml	1323	l'aménagement de la partie de la vallée de l'Oise située en région de Paris	la partie de la vallée de l'Oise située en région de Paris	obj
1965-SDAURP_CE_Oct23_GP.xml	1325	un développement important	La vallée de l'Oise	obj
1965-SDAURP_CE_Oct23_GP.xml	1325	peut encore, si cette orientation générale est en définitive retenue, devenir, par l'amélioration des conditions de navigation, une voie fluviale beaucoup plus importante qu'aujourd'hui	La vallée de l'Oise	obj
1965-SDAURP_CE_Oct23_GP.xml	1325	crée la voie routière souhaitable	la voie routière souhaitable	obj
1965-SDAURP_CE_Oct23_GP.xml	1325	crée la voie routière souhaitable	le long de l’Oise	loc
1965-SDAURP_CE_Oct23_GP.xml	1325	relier la région de Paris et la vallée de la Seine d'abord au Nord de la France, puis, par l'Aisne, à l'Est du pays	la région de Paris et la vallée de la Seine	obj
1965-SDAURP_CE_Oct23_GP.xml	1325	relier la région de Paris et la vallée de la Seine d'abord au Nord de la France, puis, par l'Aisne, à l'Est du pays	au Nord de la France	loc
1965-SDAURP_CE_Oct23_GP.xml	1325	relier la région de Paris et la vallée de la Seine d'abord au Nord de la France, puis, par l'Aisne, à l'Est du pays	à l'Est du pays	loc
1965-SDAURP_CE_Oct23_GP.xml	1326	l'expansion urbaine et industrielle	en amont de Persan-Beaumont	loc
1965-SDAURP_CE_Oct23_GP.xml	1326	l'expansion urbaine et industrielle	à partir de Creil	loc
1965-SDAURP_CE_Oct23_GP.xml	1332	sont entièrement urbanisées	Les communes d'Issy-les-Moulineaux, de Vanves, de Malakoff et de Montrouge	obj
1965-SDAURP_CE_Oct23_GP.xml	1332	sont entièrement urbanisées	en bordure du boulevard périphérique	loc
1965-SDAURP_CE_Oct23_GP.xml	1333	se sont implantées	Dans un tissu résidentiel peu dense à l'origine	loc
1965-SDAURP_CE_Oct23_GP.xml	1333	se sont implantées	des activités industrielles très différenciées	obj
1965-SDAURP_CE_Oct23_GP.xml	1333	des constructions récentes	sur les artères principales	loc
1965-SDAURP_CE_Oct23_GP.xml	1333	des constructions récentes	de l'habitat	obj
1965-SDAURP_CE_Oct23_GP.xml	1333	des constructions récentes	des commerces	obj
1965-SDAURP_CE_Oct23_GP.xml	1333	constituent, le long des voies, d'étroits rubans de forte densité	le long des voies	loc
1965-SDAURP_CE_Oct23_GP.xml	1333	constituent, le long des voies, d'étroits rubans de forte densité	d'étroits rubans de forte densité	obj
1965-SDAURP_CE_Oct23_GP.xml	1335	se sont développés	Des secteurs résidentiels de faible densité	obj
1965-SDAURP_CE_Oct23_GP.xml	1335	se sont développés	dans les sites des bois de Ville-d'Avray, de Chaville, de Meudon et de Verrières	loc
1965-SDAURP_CE_Oct23_GP.xml	1335	se sont développés	sur les coteaux dominant Paris	loc
1965-SDAURP_CE_Oct23_GP.xml	1336	a pris très souvent la forme d'ensembles d'immeubles collectifs	d'ensembles d'immeubles collectifs	obj
1965-SDAURP_CE_Oct23_GP.xml	1336	sans pour autant donner naissance	de véritables villes nouvelles	obj
1965-SDAURP_CE_Oct23_GP.xml	1337	les plus grandes opérations de construction de toute la zone ont été réalisées	dans les communes situées entre Meudon et l'autoroute du Sud et au nord de la R.N.186	loc
1965-SDAURP_CE_Oct23_GP.xml	1339	un développement linéaire	Au sud de la R .N.186	loc
1965-SDAURP_CE_Oct23_GP.xml	1339	un développement linéaire	l'agglomération	obj
1965-SDAURP_CE_Oct23_GP.xml	1339	un développement linéaire	sur l'axe ferré Paris – Saint-Rémy-les-Chevreuse	loc
1965-SDAURP_CE_Oct23_GP.xml	1340	la création du grand ensemble de Massy-Antony	grand ensemble de Massy-Antony	obj
1965-SDAURP_CE_Oct23_GP.xml	1341	a pu être préservé	la vallée de la Bièvre	obj
1965-SDAURP_CE_Oct23_GP.xml	1341	a pu être préservé	au-delà de la Commune d'Igny	loc
1965-SDAURP_CE_Oct23_GP.xml	1342	une densification en immeubles collectifs	Les communes de Viroflay, Chaville, Ville d'Avray, Sèvres	obj
1965-SDAURP_CE_Oct23_GP.xml	1342	une densification en immeubles collectifs	sur l'axe principal de circulation	loc
1965-SDAURP_CE_Oct23_GP.xml	1342	relie Versailles à Paris	Versailles	obj
1965-SDAURP_CE_Oct23_GP.xml	1342	relie Versailles à Paris	à Paris	loc
1965-SDAURP_CE_Oct23_GP.xml	1349	se réalisent d'importantes opérations d'habitat	A l'ouest de Versailles	loc
1965-SDAURP_CE_Oct23_GP.xml	1349	se réalisent d'importantes opérations d'habitat	dans les communes de Saint-Cyr, Bois d'Arcy, Fontenay-le-Fleury, les Clayes, Plaisir	loc
1965-SDAURP_CE_Oct23_GP.xml	1349	se réalisent d'importantes opérations d'habitat	d'importantes opérations d'habitat	obj
1965-SDAURP_CE_Oct23_GP.xml	1350	des extensions récentes	La ville de Trappes	obj
1965-SDAURP_CE_Oct23_GP.xml	1351	est demeuré affecté aux activités agricoles	le plateau	obj
1965-SDAURP_CE_Oct23_GP.xml	1353	L'évolution des communes proches du boulevard périphérique	communes proches du boulevard périphérique	obj
1965-SDAURP_CE_Oct23_GP.xml	1353	la création d'espaces verts et d'équipements	espaces verts et d'équipements	obj
1965-SDAURP_CE_Oct23_GP.xml	1353	un certain desserrement des activités industrielles	activités industrielles	obj
1965-SDAURP_CE_Oct23_GP.xml	1353	une baisse des densités d'habitat	habitat	obj
1965-SDAURP_CE_Oct23_GP.xml	1354	la transformation de la route nationale 186	Au sud	loc
1965-SDAURP_CE_Oct23_GP.xml	1354	la transformation de la route nationale 186	la route nationale 186	obj
1965-SDAURP_CE_Oct23_GP.xml	1354	la création de l'autoroute du Sud-Ouest	l'autoroute du Sud-Ouest	obj
1965-SDAURP_CE_Oct23_GP.xml	1354	la reprise simultanée du réseau secondaire	réseau secondaire	obj
1965-SDAURP_CE_Oct23_GP.xml	1354	doteront notamment les secteurs de Meudon, Clamart, Châtillon, Bagneux, Fontenay-aux-Roses et Sceaux d'une infrastructure nouvelle de circulation	les secteurs de Meudon, Clamart, Châtillon, Bagneux, Fontenay-aux-Roses et Sceaux	loc
1965-SDAURP_CE_Oct23_GP.xml	1354	doteront notamment les secteurs de Meudon, Clamart, Châtillon, Bagneux, Fontenay-aux-Roses et Sceaux d'une infrastructure nouvelle de circulation	une infrastructure nouvelle de circulation	obj
1965-SDAURP_CE_Oct23_GP.xml	1355	La création d'activités	activités	obj
1965-SDAURP_CE_Oct23_GP.xml	1355	La création d'activités	sur l'axe Châtillon - Petit-Clamart et à Vélizy-Villacoublay	loc
1965-SDAURP_CE_Oct23_GP.xml	1356	des développements linéaires de la vallée de Bièvre	Au sud-est	loc
1965-SDAURP_CE_Oct23_GP.xml	1356	des développements linéaires de la vallée de Bièvre	la vallée de Bièvre	obj
1965-SDAURP_CE_Oct23_GP.xml	1356	des développements linéaires de la vallée de Bièvre	les communes de Fresnes, d'Antony et de Massy	loc
1965-SDAURP_CE_Oct23_GP.xml	1356	des développements linéaires de la vallée de Bièvre	les zones d'interdiction de l'aéroport d'Orly	loc
1965-SDAURP_CE_Oct23_GP.xml	1356	des développements linéaires de la vallée de Bièvre	les couloirs de pénétration des lignes de haute tension	loc
1965-SDAURP_CE_Oct23_GP.xml	1356	préserver une coulée verte	une coulée verte	obj
1965-SDAURP_CE_Oct23_GP.xml	1356	préserver une coulée verte	jusqu'aux abords du cœur de l'agglomération	loc
1965-SDAURP_CE_Oct23_GP.xml	1357	une extension très limitée	Les communes échelonnées sur la route nationale 10, de Boulogne-Billancourt à Versailles	obj
1965-SDAURP_CE_Oct23_GP.xml	1358	verra sa croissance se stabiliser	Versailles	obj
1965-SDAURP_CE_Oct23_GP.xml	1358	son évolution qualitative se poursuivra	Versailles	obj
1965-SDAURP_CE_Oct23_GP.xml	1360	La création d'une faculté	une faculté	obj
1965-SDAURP_CE_Oct23_GP.xml	1360	La création d'une faculté	aux Mortemets	loc
1965-SDAURP_CE_Oct23_GP.xml	1360	La création d'une faculté	à la sortie de Versailles sur la route de Saint-Cyr	loc
1965-SDAURP_CE_Oct23_GP.xml	1361	seront raccordés	Les tracés anciens de la ville	obj
1965-SDAURP_CE_Oct23_GP.xml	1361	seront raccordés	au réseau primaire régional	loc
1965-SDAURP_CE_Oct23_GP.xml	1361	les nouveaux développements de la région	la région	obj
1965-SDAURP_CE_Oct23_GP.xml	1362	Les poussées	à l'ouest de Versailles	loc
1965-SDAURP_CE_Oct23_GP.xml	1362	la préservation des prolongements du site historique	prolongements du site historique	obj
1965-SDAURP_CE_Oct23_GP.xml	1364	une phase de mise en ordre et d'équipement	Les communes	obj
1965-SDAURP_CE_Oct23_GP.xml	1365	doit être impérativement sauvegardée	La qualité des sites	obj
1965-SDAURP_CE_Oct23_GP.xml	1366	dynamisme du Sud-Ouest	Sud-Ouest	obj
1965-SDAURP_CE_Oct23_GP.xml	1366	dynamisme du Sud-Ouest	sur de nouvelles directions	loc
1965-SDAURP_CE_Oct23_GP.xml	1368	Le grand axe d'urbanisation	Le grand axe	loc
1965-SDAURP_CE_Oct23_GP.xml	1368	Le grand axe d'urbanisation	dans la partie de la zone étudiée	loc
1965-SDAURP_CE_Oct23_GP.xml	1368	Le grand axe d'urbanisation	suivant une direction sud-est/nord-ouest, entre Palaiseau et Plaisir	loc
1965-SDAURP_CE_Oct23_GP.xml	1369	La réalisation sur cet axe d'une grande structure d'aménagement	sur cet axe	loc
1965-SDAURP_CE_Oct23_GP.xml	1369	La réalisation sur cet axe d'une grande structure d'aménagement	une grande structure d'aménagement	obj
1965-SDAURP_CE_Oct23_GP.xml	1369	le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	Sud-Ouest de l'agglomération parisienne	obj
1965-SDAURP_CE_Oct23_GP.xml	1370	implantation d'activités spécialisées	activités spécialisées	obj
1965-SDAURP_CE_Oct23_GP.xml	1370	implantation d'activités spécialisées	laboratoires de recherches	obj
1965-SDAURP_CE_Oct23_GP.xml	1370	implantation d'activités spécialisées	de nombreux et importants programmes d'habitations	obj
1965-SDAURP_CE_Oct23_GP.xml	1371	la réalisation d'infrastructures d'accueil	L'est du plateau	loc
1965-SDAURP_CE_Oct23_GP.xml	1371	la réalisation d'infrastructures d'accueil	infrastructures d'accueil	obj
1965-SDAURP_CE_Oct23_GP.xml	1372	l'implantation décidée de plusieurs grandes écoles nationales : Institut national agronomique (I.N.A.), École polytechnique, Collège des techniques avancées	plusieurs grandes écoles nationales	obj
1965-SDAURP_CE_Oct23_GP.xml	1372	l'implantation décidée de plusieurs grandes écoles nationales : Institut national agronomique (I.N.A.), École polytechnique, Collège des techniques avancées	Institut national agronomique	obj
1965-SDAURP_CE_Oct23_GP.xml	1372	l'implantation décidée de plusieurs grandes écoles nationales : Institut national agronomique (I.N.A.), École polytechnique, Collège des techniques avancées	I.N.A.	obj
1965-SDAURP_CE_Oct23_GP.xml	1372	l'implantation décidée de plusieurs grandes écoles nationales : Institut national agronomique (I.N.A.), École polytechnique, Collège des techniques avancées	École polytechnique	obj
1965-SDAURP_CE_Oct23_GP.xml	1372	l'implantation décidée de plusieurs grandes écoles nationales : Institut national agronomique (I.N.A.), École polytechnique, Collège des techniques avancées	Collège des techniques avancées	obj
1965-SDAURP_CE_Oct23_GP.xml	1372	extensions nouvelles de la Faculté des sciences d'Orsay	la Faculté des sciences d'Orsay	obj
1965-SDAURP_CE_Oct23_GP.xml	1375	Ce nouveau secteur d'activités	secteur d'activités	obj
1965-SDAURP_CE_Oct23_GP.xml	1375	nouvelles agglomérations envisagées	agglomérations envisagées	obj
1965-SDAURP_CE_Oct23_GP.xml	1376	la création d'un ensemble urbain de grande importance	L'ouest du plateau	loc
1965-SDAURP_CE_Oct23_GP.xml	1376	la création d'un ensemble urbain de grande importance	un ensemble urbain de grande importance	obj
1965-SDAURP_CE_Oct23_GP.xml	1378	de nouvelles facultés	facultés	obj
1965-SDAURP_CE_Oct23_GP.xml	1379	se développera	Un second centre complet	obj
1965-SDAURP_CE_Oct23_GP.xml	1379	se développera	autour du site remarquable que constitue le plan d'eau de Saint-Quentin	loc
1965-SDAURP_CE_Oct23_GP.xml	1381	seront réalisés	Une série de quartiers urbains à caractère plus résidentiel	obj
1965-SDAURP_CE_Oct23_GP.xml	1381	seront réalisés	sur les secteurs favorables au nord de la vallée de la Merantaise	loc
1965-SDAURP_CE_Oct23_GP.xml	1381	seront réalisés	sur le plateau de Magny-les-Hameaux	loc
1965-SDAURP_CE_Oct23_GP.xml	1381	seront réalisés	au sud de cette même vallée	loc
1965-SDAURP_CE_Oct23_GP.xml	1381	seront réalisés	au nord et au sud de la vallée d'Élancourt	loc
1965-SDAURP_CE_Oct23_GP.xml	1381	en extension	l'agglomération actuelle de Trappes	obj
1965-SDAURP_CE_Oct23_GP.xml	1384	seront de leur côté préservés	Les villages existants à l'intérieur de la zone urbanisée	obj
1965-SDAURP_CE_Oct23_GP.xml	1385	l'axe d'urbanisation	l'axe	loc
1965-SDAURP_CE_Oct23_GP.xml	1385	l'axe d'urbanisation	Melun-Mantes	loc
1965-SDAURP_CE_Oct23_GP.xml	1385	l'axe d'urbanisation	au nord des villes nouvelles	loc
1965-SDAURP_CE_Oct23_GP.xml	1388	l'amélioration du tracé de la R.N. 306	tracé de la R.N. 306	obj
1965-SDAURP_CE_Oct23_GP.xml	1388	l'aménagement de la liaison vers Poissy-Pontoise	la liaison vers Poissy-Pontoise	obj
1965-SDAURP_CE_Oct23_GP.xml	1389	doublant la R.N. 10	la R.N. 10	obj
1965-SDAURP_CE_Oct23_GP.xml	1389	doublant la R.N. 10	à l'ouest de Trappes	loc
1965-SDAURP_CE_Oct23_GP.xml	1390	ces villes nouvelles	ces villes	obj
1965-SDAURP_CE_Oct23_GP.xml	1392	la mise en place d'une infrastructure de transports en commun	une infrastructure de transports en commun	obj
1965-SDAURP_CE_Oct23_GP.xml	1394	ne doivent pas pour autant perdre leur caractère rural	Les communes entourant cette zone urbanisée	obj
1965-SDAURP_CE_Oct23_GP.xml	1395	la préservation des sites existants	sites existants	obj
1965-SDAURP_CE_Oct23_GP.xml	1395	la préservation des sites existants	les vallées de la Bièvre, de Chevreuse et la clairière de Port-Royal	obj
1965-SDAURP_CE_Oct23_GP.xml	1396	la sauvegarde des sites	sites	obj
1965-SDAURP_CE_Oct23_GP.xml	1396	les villes nouvelles	les villes	obj
1965-SDAURP_CE_Oct23_GP.xml	1397	Deux nouvelles agglomérations	agglomérations	obj
1965-SDAURP_CE_Oct23_GP.xml	1398	ces nouvelles agglomérations	agglomérations	obj
1965-SDAURP_CE_Oct23_GP.xml	1399	La création des deux villes nouvelles	deux villes nouvelles	obj
1965-SDAURP_CE_Oct23_GP.xml	1399	le dynamisme existant actuellement	sur des infrastructures d'accueil de très haute classe	loc
1965-SDAURP_CE_Oct23_GP.xml	1400	poussées de l'agglomération	l'agglomération	obj
1965-SDAURP_CE_Oct23_GP.xml	1400	leur développement spontané et anarchique	l'agglomération	obj
1965-SDAURP_CE_Oct23_GP.xml	1400	poussées de l'agglomération	sur la zone Sud-Ouest	loc
1965-SDAURP_CE_Oct23_GP.xml	1400	la dispersion	dans de nombreuses directions, et singulièrement de Plaisir, Rambouillet, Marcoussis	loc
1965-SDAURP_CE_Oct23_GP.xml	1402	une pression inquiétante	sur les sites de Versailles, des vallées de Bièvre, de Chevreuse et les abords de la forêt de Rambouillet	loc
1965-SDAURP_CE_Oct23_GP.xml	1403	La préservation de ces sites	ces sites	obj
1965-SDAURP_CE_Oct23_GP.xml	1403	l'équilibre général de la région urbaine	la région urbaine	obj
1965-SDAURP_CE_Oct23_GP.xml	1403	doivent conserver leur caractère propre de réserves naturelles	réserves naturelles	obj
1965-SDAURP_CE_Oct23_GP.xml	1403	recevoir en des lieux choisis certains équipements culturels et de loisirs, et éventuellement en d'autres secteurs strictement limités, des noyaux résidentiels de faible densité	en des lieux choisis	loc
1965-SDAURP_CE_Oct23_GP.xml	1403	recevoir en des lieux choisis certains équipements culturels et de loisirs, et éventuellement en d'autres secteurs strictement limités, des noyaux résidentiels de faible densité	certains équipements culturels et de loisirs	obj
1965-SDAURP_CE_Oct23_GP.xml	1403	recevoir en des lieux choisis certains équipements culturels et de loisirs, et éventuellement en d'autres secteurs strictement limités, des noyaux résidentiels de faible densité	en d'autres secteurs strictement limités	loc
1965-SDAURP_CE_Oct23_GP.xml	1403	recevoir en des lieux choisis certains équipements culturels et de loisirs, et éventuellement en d'autres secteurs strictement limités, des noyaux résidentiels de faible densité	des noyaux résidentiels de faible densité	obj
1965-SDAURP_CE_Oct23_GP.xml	1404	Les deux villes nouvelles	Les deux villes	obj
1965-SDAURP_CE_Oct23_GP.xml	1404	Les deux villes nouvelles	encadrées par les vallées de Bièvre et de Chevreuse	loc
1965-SDAURP_CE_Oct23_GP.xml	1404	Les deux villes nouvelles	adossées, au nord-ouest aux Bois d'Arcy, des Clayes et de Sainte-Appoline	loc
1965-SDAURP_CE_Oct23_GP.xml	1404	la direction nouvelle de développement	la direction nouvelle	loc
1965-SDAURP_CE_Oct23_GP.xml	1404	les développements futurs de la rive gauche de Seine en aval de Paris	la rive gauche de Seine en aval de Paris	obj
1965-SDAURP_CE_Oct23_GP.xml	1406	L'aménagement de la vallée de la Seine	la vallée de la Seine	obj
1965-SDAURP_CE_Oct23_GP.xml	1406	permettra de recevoir sur des sites favorables les activités et les agglomérations nouvelles	sur des sites favorables	loc
1965-SDAURP_CE_Oct23_GP.xml	1406	permettra de recevoir sur des sites favorables les activités et les agglomérations nouvelles	les activités et les agglomérations nouvelles	obj
1965-SDAURP_CE_Oct23_GP.xml	1406	la préservation de la vallée	la vallée	obj
1965-SDAURP_CE_Oct23_GP.xml	1407	l'urbanisation de la région	la région	obj
1965-SDAURP_CE_Oct23_GP.xml	1407	un nouveau secteur d'extension	un nouveau secteur	loc
1965-SDAURP_CE_Oct23_GP.xml	1407	un nouveau secteur d'extension	au sud-ouest de Mantes-la-jolie	loc
1965-SDAURP_CE_Oct23_GP.xml	1407	un nouveau secteur d'extension	entre la forêt de Rosny et la vallée de la Mauldre	loc
1965-SDAURP_CE_Oct23_GP.xml	1409	cette ville nouvelle	cette ville	obj
1965-SDAURP_CE_Oct23_GP.xml	1410	se trouvera alors concrétisé	L'axe régional Mantes-Melun	obj
1965-SDAURP_CE_Oct23_GP.xml	1410	les 5 villes nouvelles	les 5 villes	obj
1965-SDAURP_CE_Oct23_GP.xml	1410	les 5 villes nouvelles	Mantes-sud	obj
1965-SDAURP_CE_Oct23_GP.xml	1410	les 5 villes nouvelles	les deux villes situées entre Plaisir et Palaiseau	obj
1965-SDAURP_CE_Oct23_GP.xml	1410	les 5 villes nouvelles	Évry	obj
1965-SDAURP_CE_Oct23_GP.xml	1410	les 5 villes nouvelles	Lieusaint	obj
1965-SDAURP_CE_Oct23_GP.xml	1415	un développement rapide	la vallée	obj
1965-SDAURP_CE_Oct23_GP.xml	1422	est actuellement peu urbanisée	la boucle de Carrières	obj
1965-SDAURP_CE_Oct23_GP.xml	1422	est actuellement peu urbanisée	en face de Poissy	loc
1965-SDAURP_CE_Oct23_GP.xml	1424	un développement des petites villes de la rive gauche, les Mureaux, Elizabethville, Mézières	petites villes de la rive gauche	obj
1965-SDAURP_CE_Oct23_GP.xml	1424	un développement des petites villes de la rive gauche, les Mureaux, Elizabethville, Mézières	les Mureaux	obj
1965-SDAURP_CE_Oct23_GP.xml	1424	un développement des petites villes de la rive gauche, les Mureaux, Elizabethville, Mézières	Elizabethville	obj
1965-SDAURP_CE_Oct23_GP.xml	1424	un développement des petites villes de la rive gauche, les Mureaux, Elizabethville, Mézières	Mézières	obj
1965-SDAURP_CE_Oct23_GP.xml	1426	se développent les boucles de Guernes et Moisson	en aval de Mantes	loc
1965-SDAURP_CE_Oct23_GP.xml	1426	se développent les boucles de Guernes et Moisson	les boucles de Guernes et Moisson	obj
1965-SDAURP_CE_Oct23_GP.xml	1430	l'organisation de la région de Paris	l'axe général de la vallée de la Seine	loc
1965-SDAURP_CE_Oct23_GP.xml	1430	l'organisation de la région de Paris	la région de Paris	obj
1965-SDAURP_CE_Oct23_GP.xml	1430	développements urbains	de part et d'autre du fleuve	loc
1965-SDAURP_CE_Oct23_GP.xml	1430	développements urbains	sur les plateaux le bordant au nord et au sud	loc
1965-SDAURP_CE_Oct23_GP.xml	1431	un développement modéré	la vallée elle-même et à ses abords	obj
1965-SDAURP_CE_Oct23_GP.xml	1433	L'aménagement de la vallée	la vallée	obj
1965-SDAURP_CE_Oct23_GP.xml	1433	urbanisations	dans son voisinage	loc
1965-SDAURP_CE_Oct23_GP.xml	1433	l'organisation de deux fonctions	deux fonctions	obj
1965-SDAURP_CE_Oct23_GP.xml	1433	l'organisation de deux fonctions	espaces de loisirs et de détente	obj
1965-SDAURP_CE_Oct23_GP.xml	1433	peuvent être aménagés	les plans d'eau	obj
1965-SDAURP_CE_Oct23_GP.xml	1433	l'organisation de deux fonctions	ports et zones industrielles directement liés à la voie d'eau	obj
1965-SDAURP_CE_Oct23_GP.xml	1434	les sites à aménager	les sites	obj
1965-SDAURP_CE_Oct23_GP.xml	1434	les sites à aménager	celui des boucles de Guernes et de Moisson situées en aval de Mantes	obj
1965-SDAURP_CE_Oct23_GP.xml	1434	pourra constituer le plus vaste ensemble de loisirs de la région de Paris	le plus vaste ensemble de loisirs de la région de Paris	obj
1965-SDAURP_CE_Oct23_GP.xml	1435	Les aménagements de Verneuil-sur-Seine et Vernouillet, Médan, Rosny	Verneuil-sur-Seine et Vernouillet	obj
1965-SDAURP_CE_Oct23_GP.xml	1435	Les aménagements de Verneuil-sur-Seine et Vernouillet, Médan, Rosny	Médan	obj
1965-SDAURP_CE_Oct23_GP.xml	1435	Les aménagements de Verneuil-sur-Seine et Vernouillet, Médan, Rosny	Rosny	obj
1965-SDAURP_CE_Oct23_GP.xml	1435	la réalisation d'un plan d'eau de compétition	entre Rosny et Mantes	loc
1965-SDAURP_CE_Oct23_GP.xml	1435	la réalisation d'un plan d'eau de compétition	un plan d'eau de compétition	obj
1965-SDAURP_CE_Oct23_GP.xml	1437	la résorption progressive des champs d'épandage d'Achères	Entre la voie ferrée et la Seine	loc
1965-SDAURP_CE_Oct23_GP.xml	1437	la résorption progressive des champs d'épandage d'Achères	champs d'épandage d'Achères	obj
1965-SDAURP_CE_Oct23_GP.xml	1437	le développement de la station d'épuration	la station d'épuration	obj
1965-SDAURP_CE_Oct23_GP.xml	1437	établir un secteur d'activité	un secteur d'activité	obj
1965-SDAURP_CE_Oct23_GP.xml	1439	les développements prévus	deux secteurs : Mantes - Limay et Poissy - Carrières - Chanteloup	loc
1965-SDAURP_CE_Oct23_GP.xml	1441	L'extension de l'agglomération de Mantes	l'agglomération de Mantes	obj
1965-SDAURP_CE_Oct23_GP.xml	1441	L'extension de l'agglomération de Mantes	en direction de Rosny	loc
1965-SDAURP_CE_Oct23_GP.xml	1441	les nouveaux quartiers d'habitation	quartiers d'habitation	obj
1965-SDAURP_CE_Oct23_GP.xml	1441	les nouveaux quartiers d'habitation	à proximité immédiate du futur ensemble de loisir	loc
1965-SDAURP_CE_Oct23_GP.xml	1441	futur ensemble de loisir	ensemble de loisir	obj
1965-SDAURP_CE_Oct23_GP.xml	1441	le plan d'eau aménagé	le plan d'eau	obj
1965-SDAURP_CE_Oct23_GP.xml	1441	le plan d'eau aménagé	en bord de Seine	loc
1965-SDAURP_CE_Oct23_GP.xml	1442	Les développements de l'agglomération	l'agglomération	obj
1965-SDAURP_CE_Oct23_GP.xml	1442	Les développements de l'agglomération	dans le secteur de Limay	loc
1965-SDAURP_CE_Oct23_GP.xml	1443	l'extension de l'agglomération	l'agglomération	obj
1965-SDAURP_CE_Oct23_GP.xml	1443	l'extension de l'agglomération	à l'estpar la forêt de St-Germain, au sud	loc
1965-SDAURP_CE_Oct23_GP.xml	1443	l'extension de l'agglomération	par la forêt de St-Germain	loc
1965-SDAURP_CE_Oct23_GP.xml	1444	le développement de cette agglomération	cette agglomération	obj
1965-SDAURP_CE_Oct23_GP.xml	1444	sera créée	une ville nouvelle	obj
1965-SDAURP_CE_Oct23_GP.xml	1444	sera créée	sur les coteaux de Chanteloup et une partie de la plaine	loc
1965-SDAURP_CE_Oct23_GP.xml	1444	la construction d'un pont	un pont	obj
1965-SDAURP_CE_Oct23_GP.xml	1444	la construction d'un pont	sur la Seine	loc
1965-SDAURP_CE_Oct23_GP.xml	1444	zones industrielles établies	zones industrielles	obj
1965-SDAURP_CE_Oct23_GP.xml	1444	zones industrielles établies	en bord de Seine	loc
1965-SDAURP_CE_Oct23_GP.xml	1444	zones industrielles établies	au voisinage d' Achères	loc
1965-SDAURP_CE_Oct23_GP.xml	1444	la disparition progressive des champs d'épandage	champs d'épandage	obj
1965-SDAURP_CE_Oct23_GP.xml	1455	sont implantées	une centrale thermique	obj
1965-SDAURP_CE_Oct23_GP.xml	1455	sont implantées	une usine à gaz	obj
1965-SDAURP_CE_Oct23_GP.xml	1455	sont implantées	à ses limites	loc
1965-SDAURP_CE_Oct23_GP.xml	1456	les ensembles d'immeubles collectifs construits	les ensembles d'immeubles collectifs	obj
1965-SDAURP_CE_Oct23_GP.xml	1458	créent un paysage agréable	un paysage agréable	obj
1965-SDAURP_CE_Oct23_GP.xml	1458	l'autoroute de l'Ouest, la première des autoroutes construites	l'autoroute de l'Ouest	obj
1965-SDAURP_CE_Oct23_GP.xml	1458	l'autoroute de l'Ouest, la première des autoroutes construites	la première des autoroutes	obj
1965-SDAURP_CE_Oct23_GP.xml	1458	a depuis longtemps accueilli des habitations de qualité	des habitations de qualité	obj
1965-SDAURP_CE_Oct23_GP.xml	1459	ont été livrés à l'habitat	De grands domaines	loc
1965-SDAURP_CE_Oct23_GP.xml	1459	ont été livrés à l'habitat	l'habitat	obj
1965-SDAURP_CE_Oct23_GP.xml	1461	la future région urbaine	région urbaine	obj
1965-SDAURP_CE_Oct23_GP.xml	1461	prolongement de Paris	Paris	obj
1965-SDAURP_CE_Oct23_GP.xml	1461	prolongement de Paris	en direction des développements de la Seine-aval	loc
1965-SDAURP_CE_Oct23_GP.xml	1461	développements de la Seine-aval	la Seine-aval	obj
1965-SDAURP_CE_Oct23_GP.xml	1461	prolongement de Paris	entre les urbanisations et les villes nouvelles situées plus au nord	loc
1965-SDAURP_CE_Oct23_GP.xml	1461	les villes nouvelles	les villes	obj
1965-SDAURP_CE_Oct23_GP.xml	1462	les autoroutes prévues	les autoroutes	obj
1965-SDAURP_CE_Oct23_GP.xml	1469	L'aménagement des secteurs de la Défense et de Montesson	secteurs de la Défense et de Montesson	obj
1965-SDAURP_CE_Oct23_GP.xml	1469	L'aménagement des secteurs de la Défense et de Montesson	sur le grand axe est-ouest de Paris	loc
1965-SDAURP_CE_Oct23_GP.xml	1470	en cours de réalisation	La Défense	obj
1965-SDAURP_CE_Oct23_GP.xml	1470	le premier centre important d'activité créé	le premier centre important d'activité	obj
1965-SDAURP_CE_Oct23_GP.xml	1470	le premier centre important d'activité créé	hors de Paris	loc
1965-SDAURP_CE_Oct23_GP.xml	1471	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel	Entre le pont de Neuilly et le Rond-Point de la Défense à Nanterre	loc
1965-SDAURP_CE_Oct23_GP.xml	1471	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel	près du C.N.I.T.	loc
