Unnamed: 0|sentence|dynamic|annotation
355|Ceux-ci, il est vrai sont inégalement talentueux, et la disparité des architectures angoisse tout urbaniste.|0|0
370|C’est l’enjeu majeur de l’urbanisme de demain: dans l’immense diversité, intégrer le médiocre, l’ordinaire, voire le laid.|1|0
332|Dans le projet initial, l’opération devait être réalisée îlot par îlot, chaque îlot accueillant une seule opération de 150 à 250 logements.|1|1
46|[2] Pan: Programme architecture nouvelle, concours destiné à encourager la commande aux jeunes architectes, créé en 1973.|0|0
328|Les immeubles, conçus et réalisés par divers architectes et maîtres d’ouvrage, peuvent adopter des volumes et des expressions architecturales assez variés, car l’alignement sur rue, dont la perception est renforcée par les proportions verticales, suffit à intégrer cette diversité.|1|1
23|Chacun analysait des entretiens, des « rêves éveillés », menés en grand nombre auprès des habitants.|0|0
371|Et des bâtiments que l’on trouverait ailleurs « pas extraordinaires », voire que l’on n’apprécierait guère, entrent ici dans le concert de la ville.|1|0
217|En réponse à l’augmentation toujours croissante des logements dans les périphéries des villes, et en particulier à Montpellier, nous devons inventer des solutions nouvelles.|1|1
161|Il est considéré comme un élément structurant de première importance, un élément constitutif du patrimoine urbain.|0|0
6|J’avais alors une vision très manichéenne : d’un côté Le Corbusier dont j’avais visité tout ce que j’avais pu, de l’autre le Classicisme et l’Académisme.|0|0
210|On fait par morceaux.|1|0
85|Ce furent les concours pour Atlanpole à Nantes, puis de Strasbourg, Metz, Aix-en-Provence, ou des commandes à Toulouse et Montpellier...|0|1
16|J’ai fait un long séjour à New York en 1966 qui m’a marqué.|0|0
329|Et dans la variété, voire le contraste de matières, de hauteurs entre immeubles, nous visons une esthétique urbaine vivante, neuve, aérée et intime aussi, n’imposant aucune une homogénéisation.|0|1
105|Je donne une règle du jeu qui permet à une grande variété de volumes et d’implantations de « travailler » ensemble.|0|1
127|– sur un immense site de campagne long de quatre kilomètres.|0|0
254|La ville de Santo Andre est située à la périphérie sud de Sao Paulo.|0|0
393|Il faut que des bâtiments « ordinaires » trouvent bien leur place.|0|0
291|Autrement dit, si l’on a souvent dénoncé la rigidité des zonings de la planification urbaine européenne, on voit aujourd’hui, sous une inspiration libérale et sans plan d’urbanisme, se fabriquer des grands ensembles encore bien plus rigides.|1|1
8|Après deux années fertiles passées à dessiner la villa Farnèse à Caprarola, la chapelle de Ronchamp ou le temple indien de Chidambaran, j’ai rejoint l’Atelier de Georges Candilis et Alexis Josic.|0|0
342|Et que se passe-t-il si on achète un bâtiment pour le démolir, demande-t-on ?|1|1
344|Tous ces projets urbains progressent dans une démarche interactive entre habitants et élus, services d’urbanisme de la ville, investisseurs ou promoteurs, services municipaux et nationaux qui construisent les écoles ou les universités.|1|1
337|Cette pré-définition volumétrique donna lieu au document appelé fiche de lot.|0|0
70|Oublier ces années de théorie et d’écriture sophistiquées, pour apprendre à partir de la pratique concrète.|0|0
230|Au moment où la Ville de Nantes est en train d’abandonner l’idée d’Atlanpole, je propose de reprendre dans le secteur Masséna, et dans un tout autre contexte de programme et de site, cette grille de rues et d’îlots.|1|1
90|Cette disparité extraordinaire des lieux légués par la géographie et par l’histoire m’a conduit à m’interroger sur ce retour du contingent, du cas particulier, après toute une évolution historique qui a conduit au contraire, dans l’époque précédente, à l’idée de l’universel, du type, de la série, à l’abolition des cas particuliers.|0|0
319|Cette manière de constituer la rue à partir d’une grande variété de bâtiments pour les faire vivre ensemble, à laquelle je travaillais depuis Les Hautes Formes et Atlanpole, a rencontré ici la volonté de mixité formulée par le maître d’ouvrage, la SEMAPA.|1|1
154|Il s’agissait de construire un quartier contemporain dans la continuité de l’espace public des quartiers anciens.|1|1
292|L’important est que la ville soit ouverte aux modifications, qu’elle puisse accueillir un futur inconnu.|1|0
353|Sur un même terrain, les résultats des consultations sont très différents.|0|0
146|À Aix, la lecture des grandes unités historiques de la ville montre que l’on peut déployer, de l’autre côté de la Place de la Rotonde, un prolongement du Cours Mirabeau aboutissant à un parc aquatique et à un front bâti d’îlots de logements.|1|1
82|Et sans ce concept d’ouverture, il aurait été impossible de faire vivre ensemble les quelques deux milles personnes qui travaillent au Conservatoire, véritable petite ville en soi. Pendant toute cette période, j’ai continué mes gammes sur ce thème urbain sans en prendre véritablement conscience|1|1
247|C’est pourquoi, il est si important de repenser la question de la rue et de l’îlot, des plans en grille, contre les plans en boucle ou en arbre.|1|0
129|C’est un archipel de ce que j’appelle les « Mont-Saint-Michel », avec leurs fronts bâtis tournés vers la nature.|0|0
263|Dans la ville de New York, les quatre parcelles de Con Edison situées sur la Première Avenue, au bord de l’East River, constituent le site non développé le plus important de l’île de Manhattan.|1|1
386|: il y a de « l’autre », de l’inconnu, de l’aléatoire...|0|0
381|Qu’il s’agisse des « Champs libres » à Rennes ou de la Cité Judiciaire de Grasse, le projet part toujours d’une lecture de la ville et du territoire, et contribue à les interpréter et les transformer.|1|1
201|Donc, dans ce quartier, pendant une période précise, aucun bâtiment n’a été mis à l’alignement des rues.|1|1
305|Ils sont principalement résidentiels, mais nous essayons d’y joindre des fonctions variées : bureaux, commerces, équipements publics parfois.|0|1
272|Si Paris est retenu pour les Jeux Olympiques de 2012, alors l’urbanisation devra se faire ici d’un seul coup, très vite, beaucoup plus vite qu’à Paris-Rive-Gauche.|1|1
172|Cette installation a été faite selon deux directions à angle droit afin que toute implantation soit bien indépendante du tracé historique irrégulier des rues rasées.|1|1
58|Ils s’étaient intéressés à la notion de quartier, ou de groupes – les clusters – pour remettre en question l’unité des immeubles.|1|0
222|Les îles sont divisées en deux ou trois « parties », avec pour chacune un promoteur différent et plusieurs équipes d’architectes.|0|0
193|En parlant d’Âge III, j’ai donc d’abord voulu crier que nous sommes dans un temps nouveau, qu’il n’y a pas un retour à l’Âge I ou II qu’il n’y a pas de régression possible.|0|1
376|Rio-de-Janeiro (Brésil), Cité de la Musique Entre mer et montagne, la Cidade de Musica (salle philharmonique, école de musique, salles de répétition, médiathèque, salles de cinéma...) flotte au-dessus d’un jardin tropical: un signal fort, fait pour être vu de loin, pour rassembler la ville. (2002-2007)|0|1
239|Cette trame offre un outil assez souple pour une programmation évolutive dans le temps, gardant l’image de l’unité de l’île comme référence poétique pour le projet d’ensemble Je réponds en 1999 à des commandes d’études sur des sites à une toute autre échelle, comme au Brésil, à Santo Andre dans la banlieue de Sao Paulo, ou à New York, sur le site de Con Edison, ou encore au Japon, pour la Marinoa City de Fukuoka.|1|1
374|chaque objet est en soi banal, mais seul compte le rapport entre eux, l’espace, la lumière, les contrastes ou les associations de couleurs.|0|0
152|C’est aussi un projet urbain, puisqu’il est à une échelle où je ne pouvais pas concevoir tous les bâtiments.|1|1
325|Avec les îlots ouverts, qui sont ici assez petits, je propose des rues plus étroites, mais lumineuses grâce à l’ouverture de vues entre les bâtiments sur l’intérieur des îlots et leurs plantations.|1|1
38|En 1971, je propose à la ville nouvelle le projet du Château d’eau.|1|1
303|Nous démultiplions ainsi les situations de bord du parc et les qualités des logements dans la ville.|0|1
286|Lorsque je propose un quartier avec des rues, de multiples entrées, une mixité, des commerces, les promoteurs me répondent : « C’est intéressant.|0|0
97|Ailleurs, il faut transformer la ville à partir de ses potentiels très forts.|1|1
19|L’idée même d’architecture ou d’urbanisme me semblait académique, ou autoritaire, dépassée.|0|0
40|Dans le droit fil de mon thème de recherche Corda, j’ai l’idée d’y placer un grand objet : une unité signifiante, un repère physique dans une ville qui va se constituer.|1|1
234|Du même coup, la rue est lumineuse alors qu’elle est étroite, et elle a vue sur le jardin entre chaque immeuble.|0|1
177|À cette époque, j’ai construit le musée Bourdelle, la tour de Lille, les logements de Fukuoka, au Japon.|1|1
117|Pourtant la rue les assemble, par des pans de façades alignées.|0|1
214|Et les occasions manquées, en urbanisme, sont souvent plus graves que les crises économiques : ce sont des crises installées pour toujours.|0|0
276|C’est en fait un parc en damier, qui assure bien les continuités spatiales Est-Ouest et Nord-Sud, et qui est « planté » de plusieurs îles résidentielles qui sont des quartiers d’îlots au cœur ou en bordure du parc.|1|1
352|Bien plus qu’un urbanisme de restrictions et d’interdits, il donne des capacités d’ouverture.|0|0
62|Paris XIe, La Roquette Après le Château d’eau, objet-centre, c’est l’autre projet fondateur: un retournement de point de vue, qui fait de l’espace, du vide, une forme dans la ville. (Concours, 1974|0|1
187|Mais on ne voyait nulle part une volonté de répondre à la réalité présente de la ville, hybride, contradictoire ou éclatée, passant d’une époque à l’autre.|0|0
44|En 1974, le Château d’eau étant construit, je réponds à un concours pour l’îlot de La Roquette à Paris, et dépose le projet au concours du Pan [2], dont je suis lauréat. Ceci me vaut d’être invité par la RIVP (Régie immobilière de la ville de Paris) à un concours dans le XIII e arrondissement, en un lieu auquel je redonnerai son nom d’origine, relevé sur un ancien plan : les Hautes Formes|1|1
372|Les volumes réagissant les uns par rapport aux autres, c’est le tout qui compte, mais il faut quelques beaux bâtiments.|0|1
74|Ils étaient, au choix, des exercices sur « l’architecture dans la ville », ou sur « faire la ville avec l’architecture ».|1|0
103|En 1988, j’ai imaginé l’îlot ouvert comme un système permettant d’accueillir l’aléatoire, l’inconnu, et de s’ouvrir à la diversité programmatique, volumétrique et architecturale.|0|1
9|Là, au travers de la question de l’explosion urbaine et de l’industrialisation du bâtiment du « très grand nombre », on parlait de la ville de demain : une ville à refaire de fond en comble à partir de rien.|1|1
361|Les architectes modifient un peu leurs choix initiaux, s’il le faut, car ils sont intéressés par ce travail de mise en relation.|0|0
61|Je pensais alors que l’on allait au contraire rencontrer de plus en plus, et partout, des sites complexes, des espaces mi-urbains, mi-îlots irréguliers où ne s’appliqueraient ni la notion de l’immeuble entre mitoyens ni le concept de l’immeuble-objet autonome de la théorie moderne.|0|1
136|Pour la première fois, je mets en place les îlots ouverts auxquels je pensais depuis Cergy.|1|1
14|Le cinéma de Godard et Antonioni montrait la ville d’une manière plus réelle, cette hybride, ancienne et moderne qui était notre quotidien.|0|0
48|Voir le vide et non simplement l’objet, le plein, c’est un retournement de point de vue.|0|0
257|Sans doute pour conjurer cette tendance des propriétaires industriels à vendre « en gros » leur territoire, la municipalité de Santo Andre avait organisé en 1999 une consultation, sur le conseil de Jordi Borja, géographe urbaniste, ancien adjoint au maire de Barcelone.|0|1
340|Dans les nouveaux îlots, le long des bâtiments universitaires, on voit cette liberté volumétrique à l’œuvre.|1|1
77|Puis j’ai participé à de grands concours, comme celui de l’Opéra de la Bastille, où je pose la question de la place de la Bastille et de sa lisibilité et, dans un tout autre contexte, ceux de l’École de Danse au bord du parc de Nanterre, de la Cité de la Musique à l’entrée du Parc de La Villette.|0|1
151|C’est un projet d’architecture à l’échelle d’un quartier, au programme pluriel, où chaque opérateur était présent dès le début.|1|1
184|Il y avait parfois une volonté de recopier le passé, parfois de la prudence simplement.|1|0
223|Nous construisons actuellement une partie d’île divisée en deux, en coordination avec des architectes Montpelliérains.|1|1
233|L’implantation du bâti est en quinconce, afin que chacun dispose de vues sur le jardin.|1|1
112|Pour la première fois dans l’histoire, il n’y a plus de doctrine partagée, de prose commune pour faire la ville.|1|0
308|Paris XIIIe, quartier Masséna Dans la ZAC Paris-Rive-Gauche, l’un des projets-phares de l’urbanisme parisien.|0|1
79|La démarche de projet fonctionne dans l’échange entre le programme et l’espace du site, de l’extérieur vers l’intérieur et vice-versa.|0|1
219|Elles entretiennent un rapport franc avec le paysage environnant dont chacun profite ainsi.|0|0
364|À la porte d’Asnières, où le projet est beaucoup plus fixé, les architectes ont eu beaucoup moins de liberté volumétrique.|0|0
324|La ville à îlots fermés conduit aussi à systématiser des largeurs de rues au-dessus de 20 mètres, pour assurer les prospects, et à bâtir des immeubles mitoyens, dont les architectes ne s’exercent qu’au jeu des façades sur rue.|1|1
83|Curieusement, après cette période de création architecturale intense, j’ai eu, à partir de 1988, une série de commandes de projets urbains.|1|1
313|Un tel projet doit embrasser beaucoup de possibles, mais il faut que les intentions initiales tiennent jusqu’à la fin.|0|0
235|Le site était si contraint que j’ai dû définir la volumétrie générale en amont pour tenir la surface totale, et les architectes ont inscrit leur projet dans ces enveloppes.|1|1
126|Il s’agit d’accueillir quantité de programmes distincts – habitat, recherche, industrie...|1|1
343|Réponse : on a des droits à reconstruire, comme partout, mais moins figés, et avec des jours dans plusieurs directions.|0|1
31|Je voulais m’intéresser ainsi à ce que l’on perçoit d’une ville, à ce qui en fait la forme, à « l’effet de présence » propre à l’architecture, par opposition à l’effet de sens, à l’idée sémiotique.|0|1
115|Il assemble la pluralité des individus, les bâtiments hétérogènes et singuliers.|0|1
331|Îlot Zeil, Francfort (Allemagne) Au centre de Francfort, une rue droite et lumineuse traverse ce grand îlot compact, permettant d’intégrer à la vie urbaine les deux centres commerciaux, l’hôtel, et les tours de bureaux demandés par le programme. (2002, concours, non retenu)|0|1
99|Bordeaux, Port de la Lune Sur les 4 kilomètres des quais de Garonne, l’une des premières approches de la grande dimension urbaine, ici linéaire et ponctuée d’objets signifiants: une réflexion sur la présence de l’architecture dans la ville. (Concours d’idées, 1989)|0|1
378|À vrai dire, il devrait s’accompagner des séries de projets bâtis en parallèle, dont il est rare qu’ils n’aient pas eux-mêmes influencé ce regard urbain, ou n’aient été influencés par cette façon de voir la ville.|1|1
5|En 1962, à dix-huit ans, je suis entré à l’École des Beaux-Arts et, un peu par hasard, à l’Atelier d’Eugène Beaudouin.|0|0
199|Je voyais une ville hybride, car le projet Moderne s’est arrêté avant de conquérir tout l’espace, et il avait transigé avec sa pureté.|1|1
89|J’ai pu ainsi tester la fécondité du concept d’îlot ouvert au travers de situations incroyablement variées.|0|0
130|Quatre grandes îles sont définies.|1|0
289|Qu’adviendra-t-il alors de ces territoires quand le niveau économique de leurs habitants changera ?|0|0
56|L’immeuble classique aligné sur rue était-il encore légitime, alors qu’en bien des lieux, l’idée même de rue était devenue impossible ?|0|0
348|Parfois les architectes sont amenés par les promoteurs mais souvent ils sont choisis lors de consultations publiques ou privées auxquelles je participe comme membre du jury.|0|0
32|Il y avait un courant chez Candilis, qui, au nom de la liberté des habitants, voulait en finir avec « la forme » jugée arbitraire.|0|0
306|Nous évitons la répétition obsessionnelle qui caractérise souvent les périphéries dès qu’il s’agit de loger en grand nombre.|1|0
294|Nous préparons actuellement les « permis de construire » des deux premiers îlots alors que d’autres architectes interviendront ensuite.|1|1
195|Il est marqué par des opérations aussi différentes qu’Euralille, l’évolution de la Part-Dieu à Lyon, des villes nouvelles autour de Paris, ou bien encore Montpellier : autrement dit, il faut constater que pour la première fois dans l’histoire, notre époque n’a plus de doctrine unifiée, de prose donnée pour faire la ville.|1|1
323|Avec ces îlots ouverts, les immeubles ne sont pas accolés en une seule masse, comme les îlots traditionnels qui alignent des façades continues et génèrent des cours intérieures fermées.|1|1
255|Elle est coupée de friches industrielles d’usines automobiles et de minoteries qui, sur quatre kilomètres, formaient un couloir d’activités le long d’une ville tramée et vivante.|0|1
91|Toutes les théories du XXe siècle représentaient, dans la pensée et dans le faire, l’apogée de l’universalisme comme finalité de l’histoire.|0|0
140|Nous avons fait des simulations en volumes de l’installation de chacun de ces programmes dans la règle de l’îlot ouvert.|1|1
266|Il s’agit de tirer les leçons de l’histoire de l’urbanisation lente des bocages périphériques devenus ville pour imaginer un processus d’urbanisation plus rapide.|1|1
88|Ce qui m’est apparu passionnant alors, c’est la perception que chaque cas est unique : nouveau film, nouvelle prise de position, nouveau scénario pour vivre mieux.|0|0
26|Au même moment, la notion de sémiologie envahissait toutes les disciplines.|0|0
346|Le plan a changé constamment en dix ans, avec les mouvements des programmes.|0|1
383|Ce n’est pas l’échelle qui distingue l’urbanisme de l’architecture, mais le dialogue avec l’autre, le partage, à plusieurs, d’une règle du jeu.|0|0
110|Notre temps nous montre que cette permanence n’existe plus.|1|0
162|Ce projet, voulu et commandé par des promoteurs privés à la suite du projet Sextius Mirabeau d’Aix-en-Provence, a donné lieu à d’importantes études pour un plan d’urbanisme qui fût ensuite discuté avec la municipalité. Nous les avons poursuivies pendant quelques années avant de buter, là aussi, sur la crise économique|1|1
109|Et qu’elle aurait des formes immuables.|1|0
49|Avec les Hautes Formes, ma préoccupation est : comment une architecture contemporaine peut traiter la ville existante, la transformer et non plus l’éradiquer, et s’y substituer.|1|1
369|L’intéressant est que ces architectures variées n’ont pas été choisies au sein d’un petit groupe qui suivrait mon écriture, mon style et mon goût.|0|0
147|Cette « lecture » associant la modernité et l’histoire paraît évidente pour la ville.|0|0
160|Le traitement paysager des espaces publics appuie la cohérence du paysage urbain, et le rend clairement lisible.|1|1
52|Dans ce projet, l’architecture construit la ville.|1|1
244|Tout ce qui a ainsi une entrée gardée, un plan de voirie arborescent ou en boucle à l’intérieur d’un périmètre clos, se met à l’écart du réseau universel que sont les voies publiques.|0|1
260|Là, il faut que l’espace public passe, continue, traverse.|1|1
225|En 1993, à Bréda, aux Pays-Bas, Rem Koolhaas réunit un petit groupe pour une étude urbaine sur la zone de Chasse Terrain, qui sera retenue après un an de jury public.|0|1
357|À mon sens, réside justement là l’un des problèmes de la ville de demain : de la disparité, faire un tout ; marier des singularités qui sont parfois contradictoires, ou du moins très différentes.|1|0
363|Il est arrivé parfois que les choses soient beaucoup plus difficiles avec certains promoteurs, jaloux de leur indépendance et n’aimant pas l’idée même de ces ateliers de concertation.|0|0
155|Nous installons alors deux échelles de travail, deux modes de perception du quartier : l’une traversante (des allées plantées) l’autre locale (des îlots construits).|0|1
86|Tous des projets à grande échelle, tantôt situés dans la ville intra-muros, comme à Metz ou à Aix, tantôt dans des périphéries, comme à Montpellier, ou bien encore entre deux villes comme à Strasbourg-Neudorf.|1|1
36|Au même moment, j’ai commencé à travailler, avec Antoine Grumbach, sur les espaces publics de la « liaison organique » que concevait Michel Macary à Marne la Vallée.|0|0
202|Mais les rues sont restées.|1|0
181|C’est en 1989, je crois, lors d’une conférence au Japon, que j’ai formulé pour la première fois la périodisation des Âges de la ville, reprise ensuite souvent et notamment à Lyon lors d’un congrès de la Fédération des agences d’urbanisme.|0|1
54|Cette notion de transformation urbaine à partir des vides habités me conduit à une recherche sur l’îlot.|1|0
132|Cette grande échelle de perception, que je trouve importante, manque presque toujours dans les périphéries.|0|0
203|On a ces espaces laissés pour compte et ces îlots étranges.|1|0
385|Dans l’urbanisme, on ne le maîtrise qu’à cinquante pour cent peut être...|0|0
169|Une troisième situation se présente ici : la transformation-réhabilitation des grandes barres de logements de la rue Nationale.|1|1
144|Le projet d’Atlanpole n’aura pas de suite pour causes de crise de l’immobilier et de mutations politiques.|0|0
194|Ce temps III est un chantier sur lequel on doit réfléchir.|0|0
330|La rue est le lien qui assemble toute la diversité des éléments.|0|0
81|Les deux grands îlots de la Cité de la Musique à La Villette sont des îlots très idiosyncrasiques, « artistiques », liés à un programme très spécifique, mais ce sont des îlots ouverts.|0|1
205|Réinventer à partir de là, c’est entrer physiquement dans une troisième phase de la ville.|0|1
120|C’est l’interruption du bâti, de 30 à 50 % qui crée l’ouverture visuelle de l’îlot.|0|1
3|Naïvement, j’y voyais une peinture ou une sculpture que l’on pourrait parcourir, où l’on pourrait vivre, et qui aurait la dimension d’un grand paysage.|0|0
226|Je proposais des îlots ouverts dans le plan libre que nous avions adopté pour border ce centre-ville ancien.|0|1
250|Pour moi, le durable c’est le transformable, le réversible.|1|1
143|Les ouvertures obligatoires de l’îlot permettraient de régler au mieux les prospects sur rue de chaque programme en leur donnant dégagement et lumière.|0|1
356|Je prends, au contraire, le risque de la considérer comme une vertu.|0|0
167|C’était une sorte d’Île de la Cité institutionnelle, au cœur d’un parc traversé par le tramway, visible depuis les deux rives, les liant ainsi, non pas en les suturant, mais en leur donnant chacune à se voir mutuellement, des deux côtés de la ville.|1|1
268|C’est une proposition de ville-campagne, un damier d’îlots ouverts alternant avec des rectangles de campagne interpénétrables en squares, jeux, équipements, bosquets, etc.|0|1
198|Quand je prenais en exemple ce plan du XIIIe arrondissement, je voyais les deux villes de concept irréductiblement opposé qui se juxtaposaient, se croisaient.|0|0
232|À la Porte d’Asnières, les bâtiments forment deux couronnes bâties autour d’un jardin public central vu comme une oasis de calme.|1|1
95|À partir des propositions de l’existant, il s’agit donc de bâtir des sortes de scénarios de films à réaliser à plusieurs, accordant espace et bâti.|0|1
296|Ce travail de ruse volumétrique avec la règle du soleil est intéressant.|0|0
65|C’est-à-dire : reprendre l’ouverture à la lumière, au ciel et à la vue que propose l’immeuble autonome de la théorie moderne, mais faire cela avec une densité urbaine, une mixité entre habitat, activités, commerces.|0|1
2|Dans un livre de Jean Petit, les dessins de Le Corbusier pour Chandigarh m’étaient apparus rassembler tout cela.|0|0
55|J’avais la conviction que, pour agir sur la question urbaine, il fallait revenir à cette dimension intermédiaire entre le quartier et l’immeuble : à partir de quelle unité signifiante pouvait-on raisonner au-delà du logement, et autrement qu’en termes d’accumulations ?|1|1
256|Le danger qui guette, ici, serait d’aboutir à la privatisation d’immenses morceaux de ville : parcs « à thème », pour le commerce ou le loisir, condominiums d’habitat privé ou de bureaux, autant de grandes « poches » closes barrant le territoire urbain.|1|1
