|sentence|dynamic
218|J’ai, en effet, été l’inspirateur de tous ces dispositifs et j’ai convaincu, au passage, Georges Mercadal de « dévorer » le Plan urbain pour mêler les cultures.|0
219|Ce qui a donné naissance au Puca (Plan urbanisme construction architecture).|0
220|J’ai par ailleurs essayé au ministère de la Recherche de mener des actions incitatives sur la ville mais le politique, trop présent, m’en a empêché.|1
221|Pour le Club ville-aménagement, j’ai convaincu Jean Frébault et Jean-Paul Baïetto, maître d’ouvrage charismatique d’Euralille, d’y investir leur énergie.|0
222|Le club a malgré tout fonctionné même si peu de chercheurs ont été mobilisés, car son président, Jean-Paul Baïetto, n’aimait pas beaucoup le monde de la recherche.|0
223|Aujourd’hui, il serait souhaitable de créer une filiale du Club ville-aménagement pour mobiliser une nouvelle génération de chercheurs.|0
224|Une problématique de chercheurs s’est en effet épuisée dans le club dont l’idée initiale était de faire travailler dans la durée les chercheurs et les acteurs pour qu’ils soient en phase dans l’innovation.|0
225|Quand j’ai reçu la proposition de créer l’Institut pour la ville en mouvement, ce fut un rêve !|0
226|Avec Xavier Fels et Mireille Apel-Muller, nous avons créé un outil en dépit de crédits modestes — le nec plus ultra de ce que je pouvais faire.|0
227|Ces organismes sont des tiers qui n’ont pas d’intérêt direct au sein des agglomérations urbaines.|0
228|Et ils permettent des collaborations exceptionnelles puisque, autour d’un projet, se rencontrent des acteurs qui n’auraient aucune raison de se rencontrer.|0
229|Nombreux sont ceux qui ont pris plaisir à travailler dans ces structures alors qu’ils n’ont pas de satisfaction particulière ailleurs.|0
230|Et c’est ce que nous avons fait à l’Institut pour la ville en mouvement : identifier des problèmes nouveaux, sensibiliser les politiques à tel ou tel enjeu, mettre sur l’agenda des expériences dynamisantes, les valoriser, susciter des évolutions.|0
231|Et puis, ce qui est stimulant aussi, c’est que certaines actions menées dans le cadre de l’Institut pour la ville en mouvement ont eu des impacts directs.|0
232|Ainsi notre travail sur les aveugles s’est concrétisé par la réalisation d’un atlas de l’Île-de-France qui leur est destiné, intégrant des questions telle la manière de repenser le mode de représentation de l’espace public.|0
233|Nous avons aussi mené des expériences sur le rôle des transports pour l’accès à l’emploi, notamment avec Éric Le Breton sur le territoire de Saint-Denis — expériences montrant le rôle que les transports ont dans le chômage dans la mesure où ils permettent l’accès à l’emploi des personnes peu mobiles.|0
234|«Bouge l’architecture!», Salon mondial de l’automobile, Paris, porte de Versailles, septembre 2002.|0
235|tous!», Centro Cultural da Justiza Federal, Rio de Janeiro, avril-juin 2009.|0
236|Atlas en relief des réseaux de transports publics de l’Île-de-France pour les aveugles.|0
237|Nous manquons de recherches sur les morphologies urbaines des métropoles, sur leur caractère performant ou pas, et cela au moment où le besoin, dans ce domaine, est immense.|0
238|Comment structurer les villes ?|1
239|Comment typifier leur forme pour mieux les structurer ?|1
240|Aujourd’hui, la question de la morphologie à grande échelle est peu abordée.|0
241|Les aménageurs, les promoteurs, les communes ont tendance à partir de l’échelle du quartier et à y rester.|0
242|Or, il y a un besoin de développer des actions qui engendrent des interventions à une échelle vaste.|1
243|Il y a urgence d’une pensée et d’une problématique de la grande échelle et du grand territoire.|0
244|Constituer ces matériaux permettrait à l’action d’être plus intelligente et efficace.|0
245|Je suis donc très préoccupé de développer un fonds de recherches pour combler ces manques.|0
246|Il s’agit d’être réceptif au monde de l’action qui est soumis à des échéances courtes, et le projet ne permet pas, dans le même temps de lancer des recherches, d’autant que chaque cas est un cas unique.|0
247|Les Villes travaillent donc au coup par coup et avec leurs échéances.|0
248|Pour rendre la recherche scientifique transmissible, il faudrait partir des préoccupations des acteurs et transformer celles-ci en questions à la recherche.|0
249|Ce qui nécessite de faire appel à des passeurs, c’est-à-dire des personnes dotées d’une double expérience dans les domaines professionnel et de la recherche et qui peuvent donc passer aisément d’un secteur à l’autre.|0
250|Car les chercheurs ont du mal, eux-mêmes, à valoriser leurs recherches, d’autant que les critères qui président à leur carrière sont très étrangers à ceux du monde professionnel.|0
251|Dans certains cas, des chercheurs parviennent à communiquer leur travail, mais cela suppose qu’ils aient été sensibilisés à la manière de penser des acteurs de la ville, qu’ils aient pu avoir des contrats de recherche pour le faire, qu’ils aient fait travailler des laboratoires — ce qui est rare.|0
252|Je trouve intéressant, à ce titre, le parcours d’Alain Bourdin, sociologue et chercheur en urbanisme.|0
253|Légitime en matière de sociologie (comité de rédaction de revues scientifiques, recherches, publications...), il est très sollicité par le milieu professionnel.|0
254|Celui-ci lui pose les bonnes questions qu’il étudie ou fait étudier par le monde de la recherche.|0
255|Il faut reconnaître à la recherche ses règles pour savoir jouer avec elle, et accepter qu’elle travaille dans les temporalités de ses propres échéances, sans en penser l’utilité immédiate.|0
256|Il faudrait penser des institutions du type « Grand Paris » pouvant fonctionner sur d’autres territoires que celui de la métropole francilienne, raisonner en dispositifs et non en coups, réinventer le Puca, ne pas être dans la répétition, créer un organisme en charge du lien recherche et actions davantage lié aux métropoles.|0
257|«Il faut reconnaître à la recherche ses règles pour savoir jouer avec elle, et accepter qu’elle travaille dans les temporalités de ses propres échéances, sans en penser l’utilité immédiate.»|0
258|«Le propre de la recherche n’est-il pas d’ouvrir des débats publics?»|0
259|Les chercheurs ne doivent pas se perdre dans des activités médiatiques, mais il ne faut pas avoir peur de la médiatisation pour valider par l’extérieur des orientations de recherche.|0
260|Nombre de chercheurs savent communiquer : ainsi Éric Le Breton, Alain Bourdin et d’autres.|0
261|Richard Florida, chercheur américain auteur de l’ouvrage qui a fait florès sur les classes créatives (The Rise of the Creative Class, 2002), qui jouit d’une extrême médiatisation, n’a pas une approche très scientifique, mais il met des sujets utiles sur l’agenda.|0
262|Florida est donc très utile, car il n’est pas évident de convaincre les élus que le développement passe par l’attractivité de leur ville, notamment pour les activités de haute technologie et pour attirer les couches moyennes et supérieures créatives.|0
263|Penser la ville par les équipements : cette proposition peut paraître provocante notamment à notre époque.|0
264|Saskia Sassen, économiste et sociologue, auteur du très médiatique The Global City (2001), a, elle aussi, une grande audience.|0
265|Elle a contribué à mettre en rapport les phénomènes urbains et la mondialisation, les contradictions que renferment les cités globales dans leurs enjeux économiques et sociaux.|0
266|Saskia Sassen a joué un rôle d’experte auprès de Bill Clinton.|0
267|Elle a contribué à mettre sur l’agenda de Bill Clinton les questions urbaines.|0
268|Elle a apporté des choses intéressantes et ouvert des débats scientifiques.|0
269|Le propre de la recherche n’est-il pas d’ouvrir des débats publics ?|0
270|Les articles critiques des uns et des autres sont très productifs.|0
271|Le débat critique est intrinsèquement attaché à la recherche et il ne faut pas mal interpréter les critiques entre chercheurs.|0
272|J’ai publié, en février 2007, La société évolue, la politique aussi — un livre tourné vers l’action, écrit dans la perspective des élections présidentielles.|0
273|J’y fais des propositions sur le pouvoir d’expertise et suggère de créer une autorité indépendante d’expertise, notamment urbaine, dans le but de promouvoir le débat critique nécessaire à l’action.|0
274|Nous n’étions, alors, pas encore en crise — cette crise qui n’est pas uniquement financière, mais globale.|0
275|J’ai signé, dans Libération, un texte qui traitait de l’écologie comme réponse aux crises, développant l’idée que les marchandises écologiques pouvaient aider à sortir de la crise.|0
276|L’article était un rien provocateur — ce qui n’est pas coutumier dans le monde de la recherche.|0
277|C’est que j’ai le goût de la provocation et un petit narcissisme.|0
278|Par la suite, je n’ai plus eu droit aux pages de Libération.|0
279|Il est vrai que le responsable de la page « Rebonds » a changé.|0
280|Il est probable aussi que mon propos était trop centriste au goût du journal.|0
281|Mon intervention sur les projets urbains n’a pas été aussi performante que je ne l’aurais souhaité.|1
282|Mon expertise, en février 2007, auprès du maire, a porté sur le devenir des terrains de l’Anfa, ancien aéroport mythique du film Casablanca.|1
283|Le maire m’a montré le terrain pour imaginer les futures activités qui pourraient y prendre place avant de lancer le projet dont le responsable était son neveu.|1
284|J’ai proposé d’être très précautionneux, de bien préparer la consultation, de mener des démarches en amont, de verrouiller le foncier, de planifier de manière spatiale et stratégique, de prévoir la temporalité.|1
285|Je n’ai pas l’impression que mon message ait bien été compris.|0
286|Le maire a préféré se légitimer en faisant appel à des experts français venant du monde administratif.|0
287|Je ne suis pas un urbaniste opérationnel et ne l’ai jamais été.|0
288|À Grenoble, j’ai participé à la première phase du concours sur la stratégie d’acteurs, puis, une fois le concours gagné, ma contribution a été plus faible.|0
289|Parfois je vais vers la proposition urbaine.|1
290|Sur le Grand Paris, j’ai proposé des concepts d’aménagement.|1
291|Si j’avais eu à travailler sur le Grand Paris, j’aurais réfléchi à la transformation des pôles de développement en véritables pôles urbains, à la nécessité de lancer de grands projets en lien avec les opérations de transport, à jouer la mixité fonctionnelle.|1
292|Ces pôles doivent être spécifiques : les imaginer pourvus de toutes les qualités de centralité serait illusoire.|0
293|Ces pôles sont nécessaires ainsi que les grands projets, car on ne pourra pas se contenter de tricoter la ville par de petites opérations qui satureraient les transports existants.|1
294|De grandes opérations doivent donc être lancées en lien avec les transports.|1
295|C’est un leurre de penser que chacun habitera là où il travaille (voir le cas de Cergy).|0
296|Il est donc indispensable d’offrir des conditions de réalisations de logements de qualité car connectés aux transports en commun, en profitant de la desserte des zones d’emplois qu’il faut regrouper et non disséminer.|1
297|Pour ce faire, des partenariats sont à promouvoir avec des acteurs privés.|0
298|«Les problèmes métropolitains ne sont pas uniquement des problèmes d’aménagement, ils sont d’abord des problèmes de gouvernance.»|0
299|Le projet Lyon 2010 mêle prospective participative, réflexion stratégique sur le devenir d’un territoire et organisation spatiale.|1
300|Les problèmes métropolitains ne sont pas uniquement des problèmes d’aménagement, ils sont d’abord des problèmes de gouvernance.|0
301|Tant qu’il n’y aura pas d’élus au suffrage universel, à la bonne échelle territoriale, l’aménagement stratégique sera en panne.|1
302|L’urgence actuelle est de créer, de manière étatique, une gouvernance urbaine forte.|0
303|En France, la première loi qui s’impose est relative à la démocratisation des instances d’agglomération et à l’interdiction du cumul des mandats.|0
304|L’Assemblée nationale et le Sénat n’engageront sans doute pas une telle révolution.|0
305|Le projet de loi, en la matière, promu par la gauche a été amputé.|0
306|Alain Juppé, Premier ministre, quant à lui, était favorable à la loi qui conduisait à voter au suffrage universel les représentants des communautés urbaines.|0
307|Aujourd’hui, il est vital de se dégager de l’excès de dépendance par rapport aux pouvoirs locaux, car l’intérêt général transcende ces pouvoirs.|0
308|Quand les communes font mal leur travail, les instances plus élevées peuvent et doivent agir.|0
309|Il n’est pas possible, par exemple, que des écologistes ou d’autres bloquent un projet d’intérêt général.|0
310|Je souhaite, dans ces entretiens, faire une réelle prospective sur la ville, les évolutions des villes durables et la manière dont cela nous interpelle.|1
311|En tant que Grand Prix de l’urbanisme, il s’agit pour moi d’une obligation.|0
312|L’urbaniste n’est-il pas obligé d’anticiper le futur ?|1
313|Dans les sciences sociales, on se réfugie dans la prospective (l’art du plausible) : voilà ce qui pourrait se passer et non voilà ce qui va se passer.|0
314|En urbanisme, il faut se heurter à la difficulté de prévoir, il faut choisir, préparer l’avenir, se représenter le futur, avoir une vision de la société et du futur de la ville.|1
315|L’urbaniste tranche, dessine une ville qui devra vivre des dizaines d’années ou plus.|1
316|La flexibilité est de rigueur, bien entendu, car on ne peut pas tout figer.|0
317|D’où la nécessité d’une planification souple, d’un management stratégique.|1
318|La notion de plan, au sens traditionnel du terme, est dépassée.|0
319|Plaider pour la notion anglo-saxonne de planification stratégique, c’est essayer de définir des hypothèses d’avenir et les jeux d’acteurs qui permettent de les réaliser.|1
320|Essayer aussi d’intégrer prévision, négociation, programmation, non coupée de la réalisation planifiée par des décideurs.|1
321|Un plan stratégique doit donc intégrer d’autres données que le dessin de la ville.|0
322|L’un des meilleurs exemples de cette démarche est selon moi celui de Lyon 2010, mené par l’agence d’urbanisme du Grand Lyon sous la houlette de Jean Frébault.|0
323|Le schéma directeur de Lyon 2010 a une représentation floue : une première dans l’histoire des schémas directeurs !|0
324|Cette représentation ne dessine pas les limites parcellaires ou même communales et fait apparaître des secteurs qui ne sont pas des zonages stricts ; elle permet de nombreuses interprétations.|0
325|Des flèches figurent pour la première fois sur un document de ce type, montrant des directions de travail pour inspirer les actions à venir, sans les enfermer.|1
326|Le travail d’Alexandre Chemetoff à l’île de Nantes est très intéressant également.|0
327|Son plan est un document pour l’action d’aménagement et non une représentation de la ville de demain.|1
328|C’est un guide pour l’action, un projet d’urbanisme générique qui accorde une grande place à la créativité.|1
329|Il faut faire des choix, dessiner la ville de demain, mettre en forme et représenter un futur implicite ou explicite.|1
330|Je trouve, à ce titre, très intéressante la démarche de Christian de Portzamparc à Paris-Rive gauche.|0
331|Il y a là une représentation de la ville quasi explicite, une vision de la ville de demain, d’une urbanité recherchée pour l’habitat, du mélange de fonctions, de formes, une vision de Paris qui se met en forme de manière souple, avec des règles du jeu qui permettent une variété architecturale et programmatique (emploi, habitat, loisir, équipements, services...) dans un scénario urbain.|1
332|Christian de Portzamparc se prononce pour un type de ville et un mode de vie qui correspond à cette ville.|0
333|C’est une idée du futur exprimée avec courage.|1
334|Il définit à Paris-Rive gauche très précisément sa ville de demain telle qu’acceptée par les décideurs.|1
335|Et la qualité de la mise en forme est de très haut niveau.|0
336|Quand on se promène dans le quartier de Masséna, on se promène dans un Paris original et plaisant.|0
337|Il n’est pas encore plein, ni tout à fait habité ni tout à fait occupé, mais, déjà, il fonctionne.|0
338|Christian de Portzamparc s’est servi de l’université de façon intelligente, sans la regrouper.|1
339|Il a créé un quartier universitaire parsemé qui facilite le passage d’une université à l’autre, et n’exclut en rien d’autres activités — un quartier universitaire doté de commerces, de zones d’habitations, que l’on traverse, et qui va vivre comme une ville.|1
340|Il s’agit là d’un exemple de fabrication urbaine où l’on peut produire de la haute densité.|1
341|L’île de Nantes, un projet urbain fondé sur une démarche de transformation du site, stratégique et opportuniste.|1
342|«La démarche en zone moins dense nécessite une vision de la ville éparse et des modes de vie qui l’accompagnent.»|1
343|«Il est nécessaire de penser des quartiers peu denses qui ne soient pas synonymes d’étalement urbain.»|1
344|Elles portent avec elles l’image de l’anti-ville et d’un individualisme coupable.|0
345|Elles sont associées à des images d’égoïsme, de repli sur la famille, d’entre-soi de groupes sociaux.|0
346|Et pourtant, la plupart des Français en rêvent...» (François Ascher, Les Nouveaux Compromis urbains, 2007).|0
347|Construire des scénarios de projet urbain pour la ville peu dense|1
348|La démarche en zone moins dense nécessite une vision de la ville éparse et des modes de vie qui l’accompagnent.|1
349|De nouvelles politiques vont se développer, car les contraintes écologiques seront de plus en plus importantes, les réglementations écologiques de plus en plus contraignantes.|0
350|Ce qui provoquera une évolution sensible des formes de la ville éparse et une multiplication des lotissements écologiques.|1
351|Si, aujourd’hui, une bonne part se fait de manière erratique, demain, le lotissement écologique va « prendre » et sera une règle de l’urbanisme pavillonnaire.|1
352|Dans les zones périurbaines, la question de la densité est souvent mal posée.|0
353|Cela va induire des limites et la gestion de ces limites.|0
354|Comment ces lotissements écologiques seront-ils organisés ?|1
355|Je souhaite vivement que les concepteurs s’intéressent à la question des opérations peu denses qu’ils ont tendance à rejeter en offrant au mieux des solutions de substitution (habitat individuel dense, superposé, intermédiaire, etc.), lesquelles introduisent de la densité tout en tentant d’intégrer des réponses à la demande sociale (calme, espace privé, etc.).|1
356|Si, donc, il est possible de trouver des alternatives à la demande sociale d’habitat individuel peu dense en proposant d’autres formes urbaines, il est également nécessaire de penser des quartiers peu denses qui ne soient pas synonymes d’étalement urbain car dotés des qualités des lotissements écologiques, de polarités et de modes de transports.|1
357|Il faut donc savoir produire des espaces de qualité avec des densités faibles.|1
358|Certains vont de plus en plus loin pour trouver ce qu’ils souhaitent, car le nombre de ceux qui acceptent la densité est limité et relève souvent de compromis familiaux.|0
359|Il s’agit d’éviter le vrai mitage en fabriquant des lotissements écologiques avec équipements et services nouveaux, piles à combustibles collectifs, maisons à énergie positive, pour être autosuffisants en énergie.|1
360|Ces quartiers ont, en outre, droit à la qualité que peut conférer une conception talentueuse — chose qui leur fait actuellement défaut.|0
361|Ils devraient aussi disposer de services de navettes pour rejoindre les micro-centralités et les transports collectifs.|0
362|La réflexion ne doit pas se faire à partir des modes de transport, mais à partir des déplacements.|0
363|Il faut inventer des méthodes, non seulement pour limiter les rejets de gaz à effet de serre des usagers de l’automobile, mais aussi des transports publics à base de navette et de taxis collectifs.|0
364|L’enjeu est bien de proposer une alternative au tout automobile pour les zones peu denses.|0
365|Comment se déplacer pour aller au travail, s’approvisionner, pour se rendre à des activités de loisirs, à l’école, à l’université et autres?|0
366|Les populations qui habitent en périphérie d’agglomération travaillent dans des zones peu denses; elles ne peuvent pas utiliser les transports en commun pour se rendre à leur travail.|0
367|Il faut inventer autre chose : développer des transports de qualité à la demande, des navettes confortables.|0
368|On peut créer un service public à partir de ces navettes.|0
369|Il y a près de dix ans, j’ai travaillé avec Éric Le Breton sur les transports et les taxis collectifs.|0
370|Il s’avère que les taxis collectifs ne marchent que si les systèmes sont semi-polarisés, c’est-à-dire si l’on va d’une zone peu dense à un point donné.|0
371|Cela ne fonctionne pas si l’on se rend d’une zone peu dense à une autre zone peu dense.|0
372|Raison pour laquelle il faut concentrer l’emploi (d’où l’importance du rapport de Christian Blanc et de ses options que je partage).|0
373|Ainsi, si l’habitat est dispersé et les emplois concentrés, des navettes efficaces et écologiques peuvent être développées.|0
374|On peut exploiter le système de navettes pour desservir des centres commerciaux — ces navettes pouvant être cofinancées par les centres commerciaux et les pouvoirs publics et dotées de remorques pour gérer les caddies.|0
375|Par ailleurs Internet ne résoudra pas, à lui seul, la question de la réduction des déplacements motivés par des achats, car il y a des produits que l’on souhaite choisir soi-même.|0
376|On pourra se faire livrer à domicile des produits choisis, cela en ville dense plus aisément qu’en ville diffuse.|0
377|Il y a une grande variété de lieux pour faire ses courses (les usagers pratiquent plus de deux centres commerciaux par an).|0
378|Il me semble donc inéluctable que la voiture reste le mode dominant de l’approvisionnement domestique.|0
379|Pour les transports de proximité, qui représentent la moitié des déplacements en nombre sinon en kilomètres, préconiser le vélo est utile mais ne rencontrera sans doute pas le succès espéré.|0
380|Car le vélo correspond à certains types d’individus et à un certain mode de vie.|0
381|Avant le Velib’, les vélos sportifs existaient, pourtant peu de monde les utilisait.|0
382|Je crains donc qu’il soit malaisé de compter sur le fait qu’on arrivera à convaincre le plus grand nombre d’abandonner sa voiture pour les trajets courts — pour acheter son pain, par exemple — , sauf à réglementer drastiquement l’usage de la voiture.|0
383|Et dans ce cas-là, les micro-centralités n’auraient aucune chance de survie.|0
384|Il faut, pour promouvoir la proximité, travailler sur la qualité des micro-centralités afin qu’elles fonctionnent et qu’elles puissent concurrencer pour certains usagers les grandes surfaces : en jouant le dépannage ou en offrant des produits de qualité qui innovent et méritent le détour, comme des boulangeries exceptionnelles, des cafés attractifs, etc.|0
385|«Il faudrait tenir compte de la demande effective des ménages — une demande majoritaire qui est celle d’une ville peu dense.|0
386|Je crois que l’enjeu de l’urbanisme est de savoir penser cette ville-là.|0
387|Il y a un décalage entre nous, les urbanistes de gauche, et cette fameuse demande sociale.»|0
388|Les urbanistes ne doivent pas nier l’existence de cette ville peu dense et les raisons de son attraction aux yeux de certains.|0
389|Si la métropole doit rester attractive, il faut garder les habitants des périphéries lointaines qui, sinon, partiraient pour des villes plus accueillantes et accessibles.|0
390|Paris aspire les jeunes et rejette les couches moyennes qui vont à Nantes, à Montpellier ou ailleurs, là où le temps passé dans les transports est moindre.|0
391|Il y a un vrai rejet du RER pour qui doit l’emprunter quotidiennement.|0
392|Certes, le RER est efficace et utile et il est un grand succès, mais il est dépassé par son succès.|0
393|Il faut le développer et le transformer en profondeur, mais aussi le prolonger.|1
394|Pour beaucoup, il est un cauchemar ; il constitue un élément déterminant dans le choix de rester ou de quitter la région francilienne.|0
395|Et puis, si les ménages veulent de vraies maisons individuelles avec des jardins autonomes, il faut leur proposer de vraies maisons individuelles avec des jardins autonomes.|0
396|La demande sociale, c’est le pouvoir d’achat et les goûts des gens.|0
397|L’enjeu de l’urbanisme est bien de trouver des réponses à ce type de demande.|0
398|Mais les urbanistes n’admettent pas ce genre de problématique, car on ne fait pas de la villeavec des maisons individuelles entourées de jardins.|1
399|Pourtant, il faudrait tenir compte de la demande effective des ménages — une demande majoritaire qui est celle d’une ville peu dense.|0
400|Je crois que l’enjeu de l’urbanisme est de savoir penser cette ville-là.|0
401|Il y a un décalage entre nous, les urbanistes de gauche, et cette fameuse demande sociale.|0
402|La ville continuera à utiliser du terrain.|1
403|Et il n’est pas prouvé que la ville dense soit plus écologique.|0
404|Le travail de Jean-Pierre Orfeuil sur l’Île-de-France est très clair en la matière : ceux qui habitent loin ne consomment pas plus de CO2, car ils se déplacent moins pour leurs loisirs et notamment les fins de semaine !|0
405|Reste que répondre à la demande de ville peu dense proche de la ville coûte cher, c’est une limite imposée par le marché.|0
406|Habiter de plus en plus loin signifie des transports de plus en plus importants.|0
407|D’où la nécessité d’une politique intercommunale plus ferme afin que l’habitat peu dense paie au juste prix les coûts urbains pour bénéficier des équipements des villes denses.|0
408|Penser le lotissement peu dense est donc lié à la recherche d’une mobilité écologique, car, comme on l’a vu, il y a de fortes chances que l’habitat continue à se développer dans des périphéries lointaines.|1
409|La métapole se développera de manière inéluctable.|1
410|On est encore dans l’extension urbaine.|1
411|Il faut l’organiser de manière intelligente, sociale et écologique, et répondre à tous les segments de la demande — la ville dense, la ville moyennement dense et la ville peu dense — faisant une ville éclectique.|1
412|Entretien avec François Ascher par Ariella Masboungi, le 3 mars 2008, publié dans Esprit, no 348, octobre 2008.|0
413|Réalisée en mars 2008, cette interview a été faite pour stimuler un débat organisé au sein de l’ancienne direction de l’Urbanisme, de l’Habitat et de la Construction (DGUHC) du ministère de l’Équipement avec des grands opérateurs de l’État et la participation des chercheurs Frédéric Gilli, Jean-Marc Offner et Pierre Veltz et du philosophe Olivier Mongin.|0
414|Il s’agissait de débattre sur les questions économiques et stratégiques du Grand Paris.|0
415|Cette interview constitue la contribution de François Ascher à ce débat.|0
416|Ariella Masboungi — À contre-pied de l’idée d’un Grand Paris, vous défendez l’idée d’une stratégie prioritaire d’aménagement de l’Île-de-France.|0
417|François Ascher — Le Grand Paris, sous une forme ou sous une autre, est probablement l’une des réponses possibles au défi rencontré par les grandes mégalopoles qui doivent réorganiser la partie centrale de la ville.|1
418|Mais commencer par cette question du Grand Paris, c’est prendre les choses à l’envers.|0
419|En effet, l’avenir de la partie centrale de Paris est indissociable de l’avenir de la région tout entière.|1
420|C’est pourquoi il faut commencer par la question du développement de la région, c’est-à-dire par un véritable schéma directeur, un schéma stratégique de développement de la région.|1
421|Personne ne peut résumer de manière simple le projet actuel de schéma directeur ; il n’est que l’addition de réclamations, d’envies et de propositions locales ou trop générales pour être stratégiques.|0
422|Il faut donc, à mon sens, commencer par un véritable schéma directeur.|0
423|C’est très difficile parce que la région n’a peut-être pas assez de pouvoir, politiquement, aujourd’hui, pour s’imposer aux départements, aux communes et à l’État.|0
424|Un pouvoir régional pourrait se saisir du schéma directeur pour élaborer une stratégie de la région, quitte à négocier ensuite, au cas par cas, un certain nombre de solutions partielles.|0
425|Mais ce n’est pas la remontée de tous les projets qui permet de faire de la stratégie.|0
426|La décentralisation a opéré un partage de compétences qui fragilise la possibilité d’un projet stratégique à la bonne échelle.|0
427|«La planification stratégique s’efforce de définir qualitativement les objectifs, d’avoir des perspectives à long terme pour être capable, ensuite, en fonction des opportunités, de décider de telle ou telle localisation.»|0
428|M. Comment définir ce que vous appelez une « planification stratégique » par rapport à la planification à la française ?|0
429|La planification technocratique qui a longtemps prévalu pensait pouvoir définir l’avenir d’une ville à vingt ans.|1
430|Elle se donnait une chronologie du développement et définissait des modes d’occupation du territoire de façon assez fine.|1
431|Schématiquement, on commençait par des études préalables, on faisait un diagnostic, des scénarios, on retenait un scénario intermédiaire et l’on découpait cela en phases d’un certain nombre d’années.|0
432|On pensait que la société allait venir là où on voulait la faire entrer.|0
433|La planification stratégique est beaucoup plus ambitieuse dans la mesure où elle s’efforce de définir qualitativement les objectifs, d’avoir des perspectives à long terme pour être capable, ensuite, en fonction des opportunités, de décider de telle ou telle localisation.|1
434|C’est une planification volontariste mais plus souple et je pense qu’à la fin de la période classique des schémas directeurs, quelques schémas stratégiques comme celui de Lyon rentraient effectivement dans cette démarche d’une planification et d’un management stratégiques des territoires.|0
435|Il existe différentes manières d’organiser des mégalopoles qui dépassent dix millions d’habitants. Existe-t-il des modèles ?|1
436|Non, il n’y a pas de modèles, mais des exemples différents.|0
437|Ce n’est pas facile et aucune mégalopole n’a encore trouvé de solution toute faite.|0
438|Tokyo, par exemple, a choisi un mode de densification sur le premier périphérique qui est assez original, en faisant une sorte de centralité linéaire qui fait le tour de la ville.|1
439|À Madrid, on a choisi un développement périphérique : Madrid-Sud est une centralité périphérique complètement nouvelle qui peut préfigurer ce que nous appelons les pétales.|1
440|D’un point de vue écologique, c’est une priorité, parce que ce sont les gens qui proviennent de la deuxième couronne qui produisent le plus de gaz à effet de serre.|0
441|Pour lutter contre les gaz à effet de serre, il faut absolument lutter prioritairement pour la diminution des rejets en périphérie.|0
442|D’un point de vue social, elle doit aussi retenir notre attention parce que c’est là que se concentre, dans certaines zones en tout cas, une bonne partie des ménages de condition modeste.|0
443|C’est la zone qui est la plus sous-équipée, où il faudrait privilégier les équipements sociaux, de transports, culturels, éducatifs, d’infrastructures.|0
444|Il faut aussi de nouvelles infrastructures routières parce que les transports collectifs ferrés ne peuvent pas résoudre tous les problèmes de la périphérie.|1
445|La ville de Paris ne peut pas, à elle seule, faire vivre l’économie francilienne.|0
446|On parle souvent de la compétitivité de la ville de Paris comparativement à Londres ou à d’autres métropoles.|0
447|Mais c’est l’économie régionale qu’il faut conforter globalement car la mégalopole ne peut pas être simplement organisée sur la base de petits secteurs d’activité et sur la base de services de pointe.|0
448|Le développement de la grande couronne est l’enjeu clef pour le développement et l’avenir de la partie centrale et de la petite couronne.|1
449|Faut-il faire un métro ou un tramway périphérique ?|1
450|Mais le métro périphérique n’est pas seulement une question de transport.|0
451|Les transports sont un des outils de l’urbanisme, pas une finalité en soi et doivent être faits en fonction de l’organisation de la région.|0
452|On ne parviendra pas à organiser de manière performante la région en continuant le modèle fondamentalement monoconcentrique de la région Île-de-France.|1
453|Mieux vaut développer des grands pôles — la notion de pétales prend un sens — et organiser des morceaux de la région Île-de-France autour de ces grands pôles qui seront de nouvelles centralités.|1
454|Peut-être, pour articuler ces futurs pôles.|1
455|Mais il est alors prématuré d’en dessiner le tracé.|1
456|Ces pôles doivent se trouver à l’articulation de la première et de la deuxième couronne parce que c’est là que l’on est à la bonne distance pour organiser une mégalopole d’une douzaine de millions d’habitants.|1
457|Vous avez proposé l’idée de nouvelles « villes nouvelles » pour arriver à répondre aux problèmes de logement, quantitativement et qualitativement. Est-ce aussi pour être en mesure de créer de nouvelles centralités ?|1
458|Oui, je pense qu’il faut faire de très grandes opérations urbaines.|1
459|On n’arrivera pas à construire 140 000 ou 150 000 logements nécessaires à coup de remplissage de dents creuses et de renouvellement urbain.|1
460|Je ne vois pas d’autres solutions que la relance de grandes opérations urbaines.|1
461|Notre urbanisme aujourd’hui est riche de l’expérience, des échecs et des réussites des villes nouvelles.|1
462|Nous sommes capables de faire de grandes opérations urbaines de qualité et elles peuvent venir conforter de nouvelles centralités.|1
463|Elles peuvent aussi freiner la perte des populations de couches moyennes qui, actuellement, quittent la région Île-de-France.|0
464|On sait que les ménages de couches moyennes qui ont entre trente et cinquante ans ont tendance à quitter la région, notamment parce qu’ils n’y trouvent pas les conditions de vie correspondant à leurs souhaits.|0
465|Ils s’installent dans des métropoles de province pour habiter dans des maisons individuelles.|0
466|Mais il faut faire face le plus écologiquement possible, c’est-à-dire en construisant des lotissements durables et non en les éparpillant autour des communes comme cela se passe encore trop souvent.|1
